% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.118429400e+06 +1.118429400e+06 +1.118465300e+06 +1.118465300e+06 -3.7114e+00 +2.1823e+00 -4.3837e+00 -1.4497e+00 +3.8550e+00 -3.5722e+00 -6.3344e-01 -4.6391e+00 -8.2506e-01 -1.8470e+00 -2.8733e+00 +2.8640e+00 +2.5328e+00 +1.8743e+00 -5.2894e-01 -1.4086e+00 +2.5875e+00 +2.1637e+00 +2.7889e+00 +2.5524e+00
6 +6.648072354e+05 +6.648072354e+05 +6.648431354e+05 +6.648431354e+05 +2.5333e-01 +1.9655e+00 +4.7549e+00 +2.4294e+00 -3.4594e+00 -2.0296e+00 -1.0647e+00 +1.8877e+00 -4.2795e+00 -1.2620e+00 -4.5720e+00 -4.9370e+00 +3.1160e+00 +2.2665e+00 +4.5225e+00 -2.9447e+00 -1.1357e+00 -2.3265e+00 -3.0946e+00 -4.9611e+00
20 +5.808003923e+05 +5.808003923e+05 +5.808362923e+05 +5.808362923e+05 -2.6639e+00 -6.3955e-02 +4.0611e+00 +3.2916e+00 -4.4552e+00 -5.4275e-01 +1.7545e+00 -3.6282e+00 -4.0397e+00 -1.2805e+00 +7.7854e-01 +3.4812e+00 +1.5461e-01 -1.2519e+00 -4.8033e-01 +1.8527e+00 -8.1662e-01 +4.1216e+00 +2.1420e+00 -4.3631e+00
64 +3.794077925e+05 +3.794077925e+05 +3.794436925e+05 +3.794436925e+05 +2.8635e+00 +2.3827e+00 +1.5254e+00 +1.3834e+00 +3.5992e+00 -1.5018e+00 -1.2308e+00 -4.9622e+00 -1.9512e+00 -3.7125e+00 -2.2384e+00 +2.0976e+00 -1.7883e+00 -2.0397e+00 -2.3130e+00 -2.0682e+00 -3.7845e+00 +4.6598e+00 +4.3433e+00 -2.6824e+00
1547 +2.202824151e+05 +2.202824151e+05 +2.203183151e+05 +2.203183151e+05 -8.1711e-03 +4.8158e+00 +3.7804e+00 +3.0573e+00 -1.7018e+00 -3.1160e-01 +7.5869e-01 -2.9764e+00 +4.5425e+00 -7.1511e-01 -4.0297e+00 -1.4921e+00 -7.9320e-01 -3.2332e+00 -2.8048e+00 -1.4524e+00 +4.2406e+00 +4.9663e+00 -4.9307e+00 -4.1559e+00
2339 +1.314918341e+05 +1.314918341e+05 +1.315277341e+05 +1.315277341e+05 -3.1910e+00 +2.5885e+00 +5.0000e+00 +3.3439e+00 -5.0000e+00 -2.9306e+00 +4.5773e+00 -5.0000e+00 +4.0383e+00 +8.2779e-01 -3.5709e+00 -3.5551e+00 +2.4105e+00 -2.3315e+00 -9.0533e-01 +8.5922e-01 +5.0000e+00 +5.0000e+00 -2.7693e+00 -3.3668e+00
4810 +2.645311521e+04 +2.645311521e+04 +2.648901521e+04 +2.648901521e+04 +1.5842e+00 +2.5919e+00 +5.0000e+00 +4.5946e-01 -5.0000e+00 -5.0000e+00 -2.3790e+00 -5.0000e+00 +4.7867e+00 -4.0513e+00 -5.0000e+00 -1.5989e+00 -2.0229e+00 -4.8954e+00 -1.2671e+00 -3.4968e+00 +2.2775e+00 +5.0000e+00 -5.0000e+00 -2.8416e+00
6133 +1.711438920e+04 +1.711438920e+04 +1.715028920e+04 +1.715028920e+04 +7.0085e-01 +2.3116e+00 +5.0000e+00 +3.9612e+00 -2.3558e+00 -5.0000e+00 -5.0000e+00 -4.3627e+00 +4.6566e+00 -5.0000e+00 -5.0000e+00 -8.7029e-01 -1.3155e+00 -4.6700e+00 -1.9862e+00 -1.6333e+00 +2.4162e+00 +5.0000e+00 -5.0000e+00 -4.3753e+00
7100 +1.426604695e+04 +1.426604695e+04 +1.430194695e+04 +1.430194695e+04 -3.6190e-01 +4.6288e+00 +5.0000e+00 +2.3492e+00 -5.0000e+00 -5.0000e+00 -9.4585e-01 -5.0000e+00 +4.8823e+00 -5.0000e+00 -5.0000e+00 -2.5883e+00 -2.9728e+00 -4.8893e+00 -3.2184e+00 -5.0000e+00 +5.0000e+00 +4.9009e+00 -4.9116e+00 -5.0000e+00
8019 +6.846273403e+03 +6.846273403e+03 +6.882173403e+03 +6.882173403e+03 +1.2126e+00 +1.7394e+00 +5.0000e+00 +3.8844e+00 -4.2714e+00 -5.0000e+00 -2.4909e+00 -4.8685e+00 +4.4201e+00 -5.0000e+00 -5.0000e+00 -5.0000e+00 -4.0036e+00 -4.9289e+00 +1.8784e+00 -4.2322e+00 +2.1803e+00 +5.0000e+00 -4.5332e+00 -4.9041e+00
