% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.645569262e+01 +8.645569262e+01 +3.410569262e+01 +3.410569262e+01 -1.4274e+00 -1.2378e+00 +1.0640e+00 -4.3314e+00 +3.2987e+00 -3.2184e+00 -3.4265e+00 +3.1859e+00 -5.9629e-01 -4.4002e+00 +3.6758e+00 -6.5940e-01 -1.4409e+00 -1.4413e+00 -2.7797e+00 +1.3292e+00 -1.9920e+00 +3.8320e+00 -8.3450e-01 -1.4406e+00
80 +4.175959501e+01 +4.175959501e+01 -1.059040499e+01 -1.059040499e+01 -3.2044e+00 -2.3095e+00 +1.8989e+00 -2.0098e+00 -3.1911e+00 -1.9717e+00 -4.7307e+00 +4.8009e-01 +2.2673e+00 -3.9285e+00 +4.7180e+00 +2.6847e+00 -2.9762e+00 -2.4769e+00 -2.9765e+00 -7.8597e-01 +4.2851e+00 -1.4006e-02 +3.7188e+00 +3.4642e+00
115 +3.486587484e+01 +3.486587484e+01 -1.748412516e+01 -1.748412516e+01 -5.0000e+00 -4.3069e+00 +5.0000e+00 -3.6152e+00 -2.4731e+00 +5.9002e-01 -4.9470e+00 +1.9694e+00 -1.1890e-01 -3.6335e+00 +5.3819e-01 -2.7930e+00 -3.4379e+00 -2.3076e+00 -3.4115e+00 +3.0292e+00 -9.7379e-01 +2.2058e+00 +1.6817e+00 +1.6869e-01
311 +2.191520279e+01 +2.191520279e+01 -3.043479721e+01 -3.043479721e+01 -4.0488e+00 -4.4811e+00 +2.2352e+00 -2.1245e+00 -1.0837e+00 +7.1371e-01 -3.3134e+00 +4.9577e+00 +4.1915e+00 -2.6149e+00 +5.0000e+00 -4.4508e+00 -1.2493e+00 -5.1270e-02 -5.0000e+00 +3.8410e-01 +2.5131e+00 -6.6205e-01 +2.1079e+00 -2.0992e+00
508 +1.516687104e+01 +1.516687104e+01 -3.718312896e+01 -3.718312896e+01 -2.8214e+00 +2.5085e-01 +3.0978e+00 -7.1403e-01 -2.6512e+00 +3.4356e+00 -3.5749e+00 -1.8490e+00 +3.7075e+00 -3.1283e+00 +1.2360e+00 -1.5971e+00 -9.1787e-01 -3.4390e+00 -1.1003e+00 +1.0672e+00 +1.3521e+00 -1.8030e+00 +7.9608e-01 -1.2416e+00
782 +9.841697376e+00 +9.841697376e+00 -4.250830262e+01 -4.250830262e+01 -3.3295e+00 -1.6361e+00 +2.0023e+00 -1.8962e+00 -1.9602e-01 +1.0379e+00 -2.3450e+00 +8.6332e-01 +3.4026e+00 -3.3144e+00 +1.2746e+00 +8.1921e-01 +2.5615e+00 -1.8801e+00 -5.8188e-01 +7.1013e-01 +3.4864e-01 +1.1087e+00 +5.8470e-01 -2.9771e+00
1623 +5.888742132e+00 +5.888742132e+00 -4.646125787e+01 -4.646125787e+01 -2.5464e+00 -1.1336e+00 +3.1082e+00 -1.3987e+00 -7.8742e-01 +3.6673e+00 -4.9282e+00 +7.1872e-01 +4.4709e+00 -1.6762e+00 +2.4818e+00 -1.4390e+00 +4.6055e+00 -1.3746e+00 -1.9878e+00 +3.9456e-01 -2.2847e-01 +4.4032e+00 +1.7086e+00 -3.9640e+00
2087 +3.553570697e+00 +3.553570697e+00 -4.879642930e+01 -4.879642930e+01 -8.0629e-01 -8.6702e-01 +2.9724e+00 -1.0828e+00 -4.1819e-01 +3.8467e+00 -3.7338e+00 -4.3799e-01 +4.5992e+00 -2.2227e+00 +3.6795e+00 -1.3469e+00 +2.8754e+00 -1.5804e+00 -1.5659e+00 +1.6202e+00 -1.1124e+00 +2.4184e+00 +1.8189e+00 -4.1112e+00
3323 +2.504358371e+00 +2.504358371e+00 -4.984564163e+01 -4.984564163e+01 -8.6652e-01 -1.2680e+00 +2.3566e+00 -3.0448e+00 -8.7910e-01 +3.8513e+00 -3.6128e+00 -5.1141e-01 +3.8068e+00 -1.9520e+00 +3.2233e+00 -1.2019e+00 +2.5709e+00 -2.0324e+00 -1.4284e+00 +8.5644e-01 -1.5568e+00 +1.3424e+00 +2.7097e+00 -3.5704e+00
3333 +1.167381523e+00 +1.167381523e+00 -5.118261848e+01 -5.118261848e+01 -7.6302e-01 -1.2469e+00 +2.4679e+00 -1.9577e+00 -1.4331e+00 +3.5311e+00 -3.6465e+00 -1.5144e-01 +2.9140e+00 -1.6136e+00 +3.4460e+00 +9.4371e-02 +2.9354e+00 -1.5299e+00 -2.0102e+00 +1.1808e+00 -1.4478e+00 +2.4019e+00 +2.0943e+00 -3.7199e+00
4326 +9.513036032e-01 +9.513036032e-01 -5.139869640e+01 -5.139869640e+01 -7.0204e-01 -1.2241e+00 +2.1551e+00 -2.5956e+00 -1.2750e+00 +3.4341e+00 -3.8705e+00 -1.5775e-01 +2.3631e+00 -2.2769e+00 +3.4712e+00 -7.4086e-01 +4.1062e+00 -1.4720e+00 -2.0178e+00 +1.1240e+00 -1.5077e+00 +2.3586e+00 +2.5070e+00 -3.8095e+00
5202 +6.280424235e-01 +6.280424235e-01 -5.172195758e+01 -5.172195758e+01 -7.0742e-01 -1.0512e+00 +2.2468e+00 -2.7081e+00 -1.2697e+00 +3.4260e+00 -3.5755e+00 -2.2902e-02 +3.0879e+00 -1.1494e+00 +3.5029e+00 -7.2883e-01 +3.9610e+00 -9.4031e-01 -2.0080e+00 +1.1695e+00 -1.0346e+00 +2.1251e+00 +2.9265e+00 -3.8751e+00
6572 +3.830301939e-01 +3.830301939e-01 -5.196696981e+01 -5.196696981e+01 -7.6661e-01 -1.0073e+00 +2.4584e+00 -2.4133e+00 -1.3546e+00 +3.5196e+00 -3.3351e+00 -9.7446e-03 +2.9503e+00 -1.2306e+00 +3.4402e+00 -6.1671e-01 +3.7902e+00 -9.0811e-01 -1.8845e+00 +1.1619e+00 -8.4339e-01 +1.8981e+00 +3.1127e+00 -3.5158e+00
7653 +2.210562728e-01 +2.210562728e-01 -5.212894373e+01 -5.212894373e+01 -7.7997e-01 -1.0258e+00 +2.5350e+00 -2.2571e+00 -1.5213e+00 +3.5063e+00 -3.3717e+00 -7.1107e-03 +2.9634e+00 -1.4573e+00 +3.4705e+00 -6.7335e-01 +3.7188e+00 -9.2663e-01 -1.8149e+00 +1.2644e+00 -1.2020e+00 +1.7257e+00 +3.0525e+00 -3.5226e+00
8249 +1.371813212e-01 +1.371813212e-01 -5.221281868e+01 -5.221281868e+01 -7.4607e-01 -1.0242e+00 +2.5266e+00 -2.4657e+00 -1.4561e+00 +3.6740e+00 -3.5917e+00 -4.8793e-02 +2.8430e+00 -1.7161e+00 +3.3546e+00 -6.4630e-01 +3.5793e+00 -9.2166e-01 -1.9118e+00 +1.2790e+00 -1.2600e+00 +1.7677e+00 +3.0741e+00 -3.5115e+00
10238 +9.734900110e-02 +9.734900110e-02 -5.225265100e+01 -5.225265100e+01 -7.9447e-01 -1.0350e+00 +2.4433e+00 -2.3122e+00 -1.4667e+00 +3.6119e+00 -3.5238e+00 -8.7050e-02 +2.8602e+00 -1.8141e+00 +3.2621e+00 -6.5595e-01 +3.4980e+00 -9.4733e-01 -1.9548e+00 +1.3068e+00 -1.1784e+00 +1.7827e+00 +3.0948e+00 -3.7141e+00
11347 +5.133488160e-02 +5.133488160e-02 -5.229866512e+01 -5.229866512e+01 -8.1270e-01 -1.0739e+00 +2.4797e+00 -2.3094e+00 -1.4654e+00 +3.5459e+00 -3.7030e+00 -7.3533e-02 +2.8383e+00 -1.6915e+00 +3.1910e+00 -6.3894e-01 +3.6486e+00 -9.4302e-01 -1.8684e+00 +1.3210e+00 -1.1122e+00 +1.7539e+00 +3.0486e+00 -3.6778e+00
12347 +3.671563267e-02 +3.671563267e-02 -5.231328437e+01 -5.231328437e+01 -8.0332e-01 -1.1619e+00 +2.5090e+00 -2.3416e+00 -1.4936e+00 +3.4931e+00 -3.7506e+00 -6.7954e-02 +2.8337e+00 -1.6773e+00 +3.1616e+00 -5.9388e-01 +3.6505e+00 -9.2933e-01 -1.9194e+00 +1.3205e+00 -1.2104e+00 +1.7488e+00 +3.0479e+00 -3.6855e+00
14647 +2.510767674e-02 +2.510767674e-02 -5.232489232e+01 -5.232489232e+01 -8.1130e-01 -1.1579e+00 +2.4902e+00 -2.3570e+00 -1.4855e+00 +3.5330e+00 -3.7718e+00 -6.0249e-02 +2.8378e+00 -1.6379e+00 +3.1435e+00 -5.9016e-01 +3.5831e+00 -9.3665e-01 -1.9479e+00 +1.2941e+00 -1.1700e+00 +1.7473e+00 +3.0472e+00 -3.6878e+00
18289 +1.503941457e-02 +1.503941457e-02 -5.233496059e+01 -5.233496059e+01 -8.2271e-01 -1.1628e+00 +2.4952e+00 -2.3256e+00 -1.5076e+00 +3.5671e+00 -3.7857e+00 -5.6477e-02 +2.8394e+00 -1.6527e+00 +3.1350e+00 -5.9453e-01 +3.5696e+00 -9.4182e-01 -1.9435e+00 +1.2492e+00 -1.1453e+00 +1.7699e+00 +3.0725e+00 -3.7258e+00
21691 +9.972124250e-03 +9.972124250e-03 -5.234002788e+01 -5.234002788e+01 -8.3785e-01 -1.1760e+00 +2.5038e+00 -2.3196e+00 -1.4965e+00 +3.5903e+00 -3.8014e+00 -5.5174e-02 +2.8193e+00 -1.6644e+00 +3.1226e+00 -5.8990e-01 +3.5601e+00 -9.3904e-01 -1.9417e+00 +1.2359e+00 -1.1352e+00 +1.7704e+00 +3.0962e+00 -3.7631e+00
30191 +6.295402325e-03 +6.295402325e-03 -5.234370460e+01 -5.234370460e+01 -8.3419e-01 -1.1964e+00 +2.5231e+00 -2.3104e+00 -1.5720e+00 +3.5844e+00 -3.8414e+00 -3.0195e-02 +2.8297e+00 -1.6760e+00 +3.0488e+00 -5.7439e-01 +3.5855e+00 -9.3569e-01 -1.9356e+00 +1.2289e+00 -1.1382e+00 +1.7673e+00 +3.1214e+00 -3.7740e+00
39640 +3.894563000e-03 +3.894563000e-03 -5.234610544e+01 -5.234610544e+01 -8.3758e-01 -1.2015e+00 +2.5205e+00 -2.3101e+00 -1.5441e+00 +3.5880e+00 -3.8382e+00 -2.4944e-02 +2.8109e+00 -1.6819e+00 +3.0505e+00 -5.6961e-01 +3.5799e+00 -9.3411e-01 -1.9387e+00 +1.2319e+00 -1.1380e+00 +1.7677e+00 +3.1046e+00 -3.8039e+00
51890 +2.504699084e-03 +2.504699084e-03 -5.234749530e+01 -5.234749530e+01 -8.4192e-01 -1.2057e+00 +2.5292e+00 -2.3286e+00 -1.5446e+00 +3.5917e+00 -3.8379e+00 -2.0729e-02 +2.8111e+00 -1.6894e+00 +3.0464e+00 -5.5735e-01 +3.5614e+00 -9.2420e-01 -1.9393e+00 +1.2254e+00 -1.1401e+00 +1.7660e+00 +3.1029e+00 -3.8231e+00
65947 +1.531194044e-03 +1.531194044e-03 -5.234846881e+01 -5.234846881e+01 -8.4591e-01 -1.2164e+00 +2.5296e+00 -2.3217e+00 -1.5370e+00 +3.5928e+00 -3.8433e+00 -9.4536e-03 +2.8062e+00 -1.6920e+00 +3.0467e+00 -5.5078e-01 +3.5572e+00 -9.1795e-01 -1.9377e+00 +1.2181e+00 -1.1435e+00 +1.7665e+00 +3.1037e+00 -3.8515e+00
