% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.354073556e+05 +3.354073556e+05 +3.355565056e+05 +3.355565056e+05 +1.4680e+00 +3.3770e+00 -2.8432e+00 -7.3647e-01 -7.9127e-01 -2.1837e+00 +1.4065e+00 +1.2971e+00 -2.1542e+00 +1.7728e+00 +1.6663e-01 -2.0244e+00 -2.0784e+00 +4.9027e+00 -1.9441e+00 -1.8898e-01 +3.5691e+00 -1.6129e+00 -1.4589e-01 +7.3241e-01
6 +1.664121240e+05 +1.664121240e+05 +1.665612740e+05 +1.665612740e+05 +5.0472e-01 -3.9965e+00 -1.6176e+00 -2.0602e-01 -2.7257e+00 -4.0947e+00 +1.0601e+00 -4.0469e+00 -4.5633e+00 -4.6846e+00 +3.1511e-01 +9.6379e-01 +3.4869e+00 -3.6082e+00 -3.7787e+00 -3.3753e-02 -1.1699e+00 +4.0667e+00 +2.0120e+00 -3.1877e+00
21 +1.417384889e+05 +1.417384889e+05 +1.418876389e+05 +1.418876389e+05 -6.8375e-01 +2.7029e+00 -4.8196e+00 +1.8165e+00 -3.2383e+00 -3.7242e+00 -3.9903e+00 -2.0843e+00 +1.1993e+00 -4.4617e+00 +4.8627e-01 -9.2797e-02 -6.2560e-02 +2.3864e+00 -3.8030e+00 +1.0290e+00 -2.3301e+00 +1.0452e+00 -4.3968e+00 +3.3056e+00
148 +7.275379305e+04 +7.275379305e+04 +7.290294305e+04 +7.290294305e+04 -1.0236e+00 +1.8551e+00 +2.5964e+00 +3.0424e+00 -2.8354e+00 -3.2176e+00 +6.0657e-02 -2.6500e+00 -2.2179e+00 -4.1605e+00 -4.3998e+00 +2.2501e-01 +2.2766e+00 -3.0115e+00 -3.8823e+00 -2.8667e+00 -2.0825e-01 -4.2518e+00 -7.1686e-01 +2.1725e+00
1399 +6.150120597e+04 +6.150120597e+04 +6.165035597e+04 +6.165035597e+04 -4.1008e+00 +9.8801e-01 +7.6717e-01 +1.7919e+00 -1.0306e+00 +5.6361e-03 +3.0857e-01 +3.2220e-01 -2.7377e+00 -2.5789e+00 +1.3345e-01 +8.4138e-02 -5.3492e-01 +1.2531e+00 -4.4650e+00 -2.3707e+00 +2.5777e+00 -9.4171e-01 -1.8325e+00 -2.5161e+00
4139 +3.911992822e+04 +3.911992822e+04 +3.926907822e+04 +3.926907822e+04 +4.9504e-01 +2.1526e+00 -4.9852e-01 -1.5734e+00 -6.1565e-01 -1.4471e+00 -1.1214e+00 -1.3603e+00 -1.0851e+00 +1.5909e+00 -1.7305e+00 +1.9945e+00 +8.8446e-01 +0.0000e+00 -1.7444e+00 -3.4454e+00 +2.2700e+00 +3.3666e-01 -3.9655e+00 -5.5434e-01
4478 +2.450026798e+04 +2.450026798e+04 +2.464941798e+04 +2.464941798e+04 -9.8883e-02 -1.1325e+00 +2.1614e-01 +0.0000e+00 -4.0566e+00 +0.0000e+00 +5.5112e-02 -9.7752e-01 +0.0000e+00 -3.8700e-01 -1.2271e+00 -1.0320e+00 -1.0279e+00 -2.8219e-01 -2.8667e+00 -4.3849e+00 +2.1198e+00 +2.6776e+00 -1.4268e+00 -7.5788e-01
5073 +1.543451925e+04 +1.543451925e+04 +1.558366925e+04 +1.558366925e+04 +1.3170e+00 +3.7782e-01 -2.9237e+00 -9.2511e-01 -3.0922e+00 -7.9739e-01 -9.9965e-02 -2.4392e-01 +1.1598e+00 -1.7598e+00 -7.2534e-01 +0.0000e+00 +5.2476e-01 -5.5105e-01 -2.3849e+00 -3.4373e+00 -8.0590e-01 +1.5007e+00 -1.2979e-02 +4.3105e+00
6198 +6.282181486e+03 +6.282181486e+03 +6.431331486e+03 +6.431331486e+03 +1.2213e+00 -1.4099e-01 -7.5449e-01 -1.4131e+00 -2.4867e+00 -3.4407e-01 -2.6978e-01 -8.4316e-01 +0.0000e+00 +0.0000e+00 -1.0764e+00 +0.0000e+00 +1.8624e+00 -3.6903e-01 -1.7075e+00 -2.1671e+00 +2.3862e-02 +1.5591e+00 +0.0000e+00 +1.5253e+00
11321 +2.764014847e+03 +2.764014847e+03 +2.913164847e+03 +2.913164847e+03 +0.0000e+00 -1.6343e-01 -1.9220e+00 +7.9952e-01 -3.1559e+00 -1.0535e+00 -2.2580e+00 -1.6014e+00 +1.9453e-03 -6.2893e-01 -2.7830e+00 +7.2178e-01 +1.0635e+00 -4.3029e-01 -2.0409e-01 -2.3871e+00 -2.7136e-02 +8.5374e-01 -1.2230e-01 +3.1958e+00
12361 +2.232052516e+03 +2.232052516e+03 +2.381202516e+03 +2.381202516e+03 +4.5456e-02 -4.0151e-01 -1.9715e+00 +2.1208e-01 -2.5459e+00 -2.7916e+00 -2.0292e+00 -1.3738e+00 -7.1304e-01 -8.4666e-01 -2.0414e+00 -6.4743e-01 +9.2343e-01 -1.9759e+00 -1.3073e+00 -4.8930e-01 +6.4755e-02 +1.2098e+00 +1.9242e-01 +2.8121e+00
15639 +1.431446749e+03 +1.431446749e+03 +1.580596749e+03 +1.580596749e+03 -1.9225e+00 -9.1297e-01 -1.0941e+00 +7.2949e-02 -2.7711e+00 -4.9730e-01 -3.8490e-01 -1.7923e+00 +7.4267e-02 +6.0546e-01 -2.8079e+00 +3.3087e-01 +2.4068e+00 -1.6277e+00 -1.6881e+00 -2.6568e+00 -9.7418e-02 +4.6843e-01 -5.8485e-01 +9.2474e-01
26114 +8.665827417e+02 +8.665827417e+02 +1.015732742e+03 +1.015732742e+03 -1.1206e+00 -1.1677e+00 -4.2616e-01 +1.5457e+00 -4.2448e+00 -9.0987e-01 -5.5210e-01 -9.6520e-01 +1.4553e-01 +7.9431e-01 -2.2331e+00 +4.6361e-01 +1.7281e+00 -9.8461e-01 -1.2577e+00 -1.4507e+00 -1.4641e-01 +2.6758e-01 -8.7757e-01 +5.8567e-01
