% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.561616547e+01 +7.561616547e+01 +1.469661655e+02 +1.469661655e+02 -2.1729e-01 +8.0497e-02 -4.6531e+00 -4.3833e-01 +1.8108e+00 +1.8072e+00 -3.0181e+00 +4.6764e+00 +4.9526e-01 +3.5926e+00 -5.7967e-02 -1.9525e+00 -1.9371e+00 -1.7397e+00 +2.0086e+00 -4.0684e+00 +4.2352e+00 +3.7570e+00 -1.3256e+00 -1.9281e+00
14 +5.153846853e+01 +5.153846853e+01 +1.228884685e+02 +1.228884685e+02 +1.1977e+00 +4.1646e+00 +4.2974e+00 +2.2091e+00 -4.0538e+00 +2.4552e+00 +7.8358e-01 +1.0570e+00 -2.2736e+00 +4.8785e+00 +4.5022e+00 -2.6361e+00 +2.7735e+00 +1.4878e+00 +1.9897e+00 +1.1635e+00 +2.6417e+00 -4.3324e+00 -1.1833e+00 +1.1799e-02
26 +3.630596437e+01 +3.630596437e+01 +1.076559644e+02 +1.076559644e+02 +1.1162e+00 +1.8884e-01 +1.7836e+00 +3.6658e+00 +3.7753e+00 -1.9557e+00 +1.2518e+00 +4.3080e+00 +3.3998e+00 +4.2197e+00 -3.4294e+00 -2.9449e+00 -2.6673e+00 -4.7429e-01 +2.0661e+00 -3.0548e+00 +3.4502e+00 -4.9411e+00 +1.7703e+00 +3.6830e+00
2897 +2.365521739e+01 +2.365521739e+01 +9.500521739e+01 +9.500521739e+01 +2.4709e+00 +1.1979e+00 -1.0145e+00 -5.0000e+00 -1.8437e+00 +1.9856e+00 +1.7209e+00 -2.4015e+00 -2.6013e+00 -4.5085e+00 -5.0000e+00 +7.2916e-01 +1.6713e+00 +5.0000e+00 -2.2104e+00 -3.7024e+00 -2.1574e+00 -1.0620e+00 +3.7501e+00 +5.0000e+00
36702 +1.534380869e+01 +1.534380869e+01 +8.669380869e+01 +8.669380869e+01 +1.7235e+00 +2.3646e+00 -9.0312e-01 -4.9987e+00 -1.5123e+00 +4.1294e-02 +1.3951e+00 -5.3622e-01 -2.3517e+00 -1.1159e+00 -2.6537e+00 +7.8848e-01 -8.0590e-01 +4.3528e+00 -1.9044e-01 -4.0802e+00 +5.9628e-01 +3.5731e-01 +4.7388e+00 +5.0000e+00
167613 +9.217739271e+00 +9.217739271e+00 +8.056773927e+01 +8.056773927e+01 +1.8739e+00 +1.1113e+00 -1.5173e+00 -3.9009e+00 -1.7738e+00 +1.9903e-01 -6.1073e-01 +3.6873e+00 -5.0000e+00 -2.4583e+00 -1.8049e+00 +8.4116e-01 -2.4983e+00 +4.2240e+00 +5.7483e-01 -4.0288e+00 -1.4109e+00 -1.0348e+00 +1.0047e-01 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.846605641e+01 +8.846605641e+01 -2.667539436e+02 -2.667539436e+02 -2.7078e+00 +2.3064e+00 -1.0410e+00 -2.9399e+00 -1.5586e+00 +2.4208e+00 -4.7293e+00 -9.7635e-01 +3.7134e+00 -2.4576e+00 -6.1330e-01 -2.7104e-01 +3.7924e+00 -3.8937e+00 -2.1140e+00 +2.3326e+00 -8.9281e-01 -7.3685e-01 +3.3662e+00 +3.5621e-01
2 +3.874660316e+01 +3.874660316e+01 -3.164733968e+02 -3.164733968e+02 -1.5751e+00 +6.2530e-02 +2.0436e+00 +3.2858e+00 +2.5608e+00 -1.1087e-01 -3.5598e+00 +3.6868e+00 -1.3258e+00 -3.8800e+00 +2.6030e+00 +1.2380e-01 -2.5963e+00 +3.2123e+00 -4.8084e+00 +7.0058e-01 -2.3206e+00 +1.5437e+00 -3.1981e+00 +5.3637e-02
7989 +2.276609679e+01 +2.276609679e+01 -3.324539032e+02 -3.324539032e+02 -1.0608e+00 -1.3955e+00 +8.9826e-01 -2.9320e+00 -5.0000e+00 -3.9631e+00 +3.3417e-01 -2.5009e+00 +3.8973e+00 -5.0000e+00 -5.0000e+00 -2.5504e-01 +2.9694e+00 +1.0240e+00 -1.7913e+00 -5.0000e+00 -1.8223e+00 +1.6021e+00 +2.3609e-01 -2.6150e-01
