% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.040069818e+02 +1.040069818e+02 +1.753569818e+02 +1.753569818e+02 +4.5738e+00 +8.1243e-01 -4.5528e+00 +3.5580e+00 -2.4947e+00 +5.5946e-01 +3.1749e+00 +1.3483e+00 +3.8427e+00 +2.0129e+00 -2.2732e+00 -4.8606e+00 +4.6162e+00 +2.5807e-01 -4.7441e+00 +1.7686e+00 +1.0069e+00 -2.7438e+00 -1.1537e+00 -3.4673e+00
2 +6.272465662e+01 +6.272465662e+01 +1.340746566e+02 +1.340746566e+02 -2.1206e+00 +3.2916e+00 -1.8735e-01 -9.4116e-01 -1.0216e+00 +3.3196e+00 +3.5986e+00 -3.4905e+00 +4.9865e+00 -3.8153e+00 -3.5359e+00 +3.3994e+00 -1.7607e-01 -1.2548e+00 -1.9571e+00 +4.0650e+00 +1.4208e+00 -3.4120e+00 +2.0814e+00 +4.5291e+00
244 +3.831501815e+01 +3.831501815e+01 +1.096650181e+02 +1.096650181e+02 +8.0955e-01 +5.5381e-01 -1.4634e+00 -3.4316e+00 +3.1605e+00 -1.7249e+00 -3.4957e+00 +3.6750e+00 +1.9325e+00 -1.7327e+00 -6.3173e-01 +5.0000e+00 +5.0000e+00 +1.1752e-01 -4.3591e+00 -4.5872e+00 -5.0000e+00 +6.5647e-01 -3.0109e+00 +7.6146e-01
2162 +2.315941121e+01 +2.315941121e+01 +9.450941121e+01 +9.450941121e+01 +8.8586e-01 +3.8338e+00 +5.0000e+00 -3.3504e+00 +1.3403e+00 -2.6623e-02 -2.4179e-01 +5.7001e-01 -2.2109e+00 -2.9336e+00 -2.8486e+00 +3.7260e+00 +3.8866e+00 +2.4696e+00 -4.4918e+00 -1.0525e+00 +2.6978e+00 -3.4375e+00 -1.2749e+00 +1.0571e+00
8509 +1.549399169e+01 +1.549399169e+01 +8.684399169e+01 +8.684399169e+01 +2.7760e-01 +3.6915e+00 +5.0000e+00 -3.2461e+00 +1.5310e+00 +1.8615e-01 -2.5903e-01 -1.1960e-01 -2.1476e+00 -2.0293e+00 -2.8214e+00 +3.6693e+00 +3.8718e+00 +2.4669e+00 -4.4539e+00 -7.3267e-01 +2.6085e+00 -3.4245e+00 -1.3640e+00 +1.0815e+00
13182 +9.731170359e+00 +9.731170359e+00 +8.108117036e+01 +8.108117036e+01 -1.0443e-02 +3.4918e+00 +4.9873e+00 -3.3234e+00 +1.5101e+00 +1.3392e-01 -2.5599e-01 +1.4101e-01 -1.5987e+00 -1.9514e+00 -2.8709e+00 +3.6683e+00 +3.7687e+00 +2.4625e+00 -4.4699e+00 -7.4184e-01 +2.5686e+00 -3.4248e+00 -1.4690e+00 +1.1626e+00
22909 +6.288025416e+00 +6.288025416e+00 +7.763802542e+01 +7.763802542e+01 -7.1748e-03 +3.6467e+00 +4.9877e+00 -3.2542e+00 +1.5070e+00 +1.3857e-01 -2.5198e-01 +2.2475e-01 -1.5227e+00 -1.9809e+00 -2.9593e+00 +3.6716e+00 +3.7708e+00 +2.4617e+00 -4.4712e+00 -6.8675e-01 +2.5684e+00 -3.4248e+00 -1.4778e+00 +1.1419e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.628944331e+01 +8.628944331e+01 -2.689305567e+02 -2.689305567e+02 -9.6355e-02 -4.7239e+00 -3.3172e+00 -1.6085e+00 -4.4362e-01 -3.7035e+00 +1.7994e+00 +1.9198e-01 +3.8478e+00 -1.9192e+00 +1.9004e-01 +2.2206e+00 -4.1241e+00 -2.5856e+00 -3.9628e+00 -3.2009e+00 +2.5678e+00 +4.3497e+00 -3.4377e+00 +4.1229e+00
2 +3.059913430e+01 +3.059913430e+01 -3.246208657e+02 -3.246208657e+02 +1.3298e+00 +8.2337e-01 -3.2815e+00 -3.0743e+00 -2.7846e+00 -1.1590e+00 +2.9227e+00 -4.9091e+00 -1.1638e+00 +3.7521e-01 +3.9092e-01 -3.5017e+00 -3.9748e-02 +3.3087e-02 +4.0347e+00 +4.4480e+00 -3.8187e+00 +3.7689e+00 +7.4338e-01 -3.4686e+00
2187 +2.494386593e+01 +2.494386593e+01 -3.302761341e+02 -3.302761341e+02 -4.7633e+00 -3.6199e+00 -4.5476e+00 -3.7560e+00 -2.4060e-01 -7.2474e-01 -4.1970e+00 -2.9890e+00 +2.6545e+00 +7.9901e-01 +4.1460e+00 +1.5609e+00 +4.7555e+00 +8.9654e-01 -3.3388e-01 -3.2763e+00 +1.4262e+00 +2.1367e+00 -2.7783e+00 +9.5026e-02
9356 +1.506279359e+01 +1.506279359e+01 -3.401572064e+02 -3.401572064e+02 -4.4143e+00 -3.8120e+00 -4.6929e+00 -3.0266e+00 -3.1194e+00 -1.5030e+00 -4.2327e+00 -2.7946e+00 +4.1032e+00 +2.3952e+00 +4.2069e+00 +1.5590e+00 +4.6530e+00 +5.7983e-01 +1.8248e+00 -5.0000e+00 +3.7285e+00 +4.3544e+00 -1.2939e+00 -1.5362e-01
21256 +9.639756189e+00 +9.639756189e+00 -3.455802438e+02 -3.455802438e+02 -4.5470e+00 -4.0150e+00 -4.7934e+00 -3.0797e+00 -3.1424e+00 -1.5878e+00 -4.1222e+00 -2.8862e+00 +4.2110e+00 +2.2397e+00 +3.9448e+00 +1.5608e+00 +4.6550e+00 +3.0980e-01 +1.7350e+00 -5.0000e+00 +3.8843e+00 +4.3132e+00 -1.3527e+00 -5.2666e-02
28613 +6.287318033e+00 +6.287318033e+00 -3.489326820e+02 -3.489326820e+02 -4.5469e+00 -4.0521e+00 -4.8224e+00 -3.0909e+00 -3.1454e+00 -1.5870e+00 -4.1287e+00 -2.8634e+00 +4.2007e+00 +2.2046e+00 +3.9367e+00 +1.5493e+00 +4.6540e+00 +3.0687e-01 +1.7030e+00 -5.0000e+00 +3.8337e+00 +4.3598e+00 -1.3861e+00 -6.0306e-02
% function evaluation | noise-free fitness - Fopt (9.917000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.393943233e+01 +6.393943233e+01 +1.631094323e+02 +1.631094323e+02 +3.0755e-01 -1.2404e-01 +4.6227e+00 +4.7655e+00 +1.2516e+00 +2.1919e+00 +4.0321e+00 +2.1315e+00 -1.5803e+00 +6.4331e-01 +3.4423e+00 -6.9931e-01 +4.0492e+00 +2.3924e+00 -4.4311e+00 +2.1761e+00 -5.3703e-01 -3.6425e+00 -7.2569e-01 -4.4783e+00
8 +5.562935213e+01 +5.562935213e+01 +1.547993521e+02 +1.547993521e+02 +4.4732e+00 +1.8956e+00 +4.1246e+00 +1.1104e+00 -2.0907e+00 -7.3544e-01 -4.0034e+00 +7.5026e-01 -4.8661e+00 -2.3286e+00 -1.5706e+00 -1.3575e+00 -1.9246e+00 +3.1718e+00 +2.4520e+00 +2.6552e+00 -3.4127e+00 -2.4965e+00 +3.5350e+00 -4.1274e+00
122 +3.508698715e+01 +3.508698715e+01 +1.342569872e+02 +1.342569872e+02 +3.1403e-01 +0.0000e+00 -8.8728e-01 -5.0000e+00 +2.7124e+00 -3.2455e+00 -3.0841e+00 -4.0526e-01 -5.0000e+00 +4.0087e+00 +3.6474e+00 +2.4179e+00 -2.7881e+00 -3.3884e-01 +2.1634e+00 +1.7790e+00 -1.6346e+00 +4.1776e+00 -5.0000e+00 +2.6507e+00
1312 +2.270376872e+01 +2.270376872e+01 +1.218737687e+02 +1.218737687e+02 -1.2682e+00 +7.7446e-01 -5.7832e-01 -5.0000e+00 +5.0000e+00 -4.9534e+00 -2.9240e+00 +3.8106e+00 -5.0000e+00 +5.0000e+00 +3.5388e+00 +3.1510e+00 +5.7775e-02 -7.3435e-01 -2.7770e+00 +1.7036e+00 -3.9020e+00 +4.5323e+00 -4.0126e+00 +4.9815e+00
3412 +1.408618302e+01 +1.408618302e+01 +1.132561830e+02 +1.132561830e+02 -1.5006e+00 +6.3138e-01 -3.7584e-01 -5.0000e+00 +5.0000e+00 -4.8916e+00 -3.3974e+00 +4.2445e+00 -5.0000e+00 +5.0000e+00 +3.5683e+00 +2.3340e+00 +6.6098e-01 -5.1307e-01 -2.5037e+00 +2.0226e+00 -2.4248e+00 +4.8285e+00 -3.9645e+00 +4.9374e+00
7692 +9.843538747e+00 +9.843538747e+00 +1.090135387e+02 +1.090135387e+02 -1.3874e+00 +6.3403e-01 -3.8877e-01 -5.0000e+00 +5.0000e+00 -4.8502e+00 -3.3743e+00 +4.2909e+00 -5.0000e+00 +5.0000e+00 +3.4691e+00 +2.3354e+00 +7.2854e-01 -4.8585e-01 -2.5000e+00 +1.9409e+00 -2.4097e+00 +4.9296e+00 -3.9358e+00 +4.9255e+00
