% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.680113424e+05 +1.680113424e+05 +1.681351724e+05 +1.681351724e+05 +2.3147e+00 -3.4495e+00 -1.6665e+00 -3.2866e+00 +3.6854e+00 +1.4605e+00 +2.4274e+00 +2.5686e-02 -2.3376e+00 -3.6225e+00 -3.5256e+00 -3.4104e-01 -2.6842e+00 +2.4137e+00 -3.6813e+00 -5.2393e-01 -3.1096e+00 +1.0947e+00 -4.8820e-01 +2.8214e+00
11 +1.035085899e+05 +1.035085899e+05 +1.036324199e+05 +1.036324199e+05 +1.3848e+00 -2.7075e+00 -2.0989e-01 +9.3770e-01 +9.7079e-01 -5.8476e-01 +4.5031e+00 -7.5391e-01 -5.1001e+00 -2.9914e+00 -4.1910e-01 +1.0747e+00 +1.2306e+00 +3.4228e+00 +4.7783e-02 -1.2035e+00 -5.3892e+00 +6.7248e-01 +1.8923e+00 +5.8899e-01
19 +8.885838711e+04 +8.885838711e+04 +8.898221711e+04 +8.898221711e+04 +2.2144e+00 -2.7448e+00 +1.4281e+00 -4.4243e+00 +2.2706e+00 +1.8239e+00 +4.2393e+00 -5.4719e-01 +7.0577e-01 -4.4322e+00 -1.3483e+00 +1.5270e+00 -3.1625e+00 +1.7992e-01 +6.0284e-02 -1.1662e+00 -1.9219e+00 +8.2036e-01 -1.8466e+00 -7.4026e-01
41 +3.681877015e+04 +3.681877015e+04 +3.694260015e+04 +3.694260015e+04 +1.7251e+00 +4.0142e-01 +7.0758e-02 -3.4508e+00 +3.6310e+00 +1.8957e+00 +1.3565e+00 -2.5603e+00 -5.4316e-01 -3.0494e+00 -9.6667e-01 -4.9470e-01 +3.9415e-01 +3.1016e-01 +2.3835e+00 -2.0163e-01 +4.0832e-01 +2.0866e+00 -1.2563e+00 -2.0268e+00
76 +1.858922102e+04 +1.858922102e+04 +1.871305102e+04 +1.871305102e+04 +1.2231e+00 +6.3859e-01 +5.8071e-01 -1.4177e-01 -9.1096e-01 +3.1109e+00 +5.0775e-03 -1.4382e-01 -2.3875e+00 -2.4727e-01 -2.8604e+00 -1.2918e+00 +4.1863e-01 +1.5781e+00 +3.0139e+00 -3.9934e+00 -2.0163e+00 +3.6480e+00 +4.7388e-01 -1.0127e+00
80 +1.310158252e+04 +1.310158252e+04 +1.322541252e+04 +1.322541252e+04 +1.4776e+00 +1.1048e+00 +7.8398e-01 -9.0167e-01 -2.5728e-01 +1.2512e-02 +7.6813e-01 -9.0594e-01 -8.8660e-01 -2.2813e+00 -2.5186e+00 -1.3045e+00 +1.6290e+00 -1.4427e+00 +1.3138e+00 -2.3582e+00 -2.1167e+00 -1.5793e+00 -7.4356e-01 -7.9134e-01
183 +8.852326052e+03 +8.852326052e+03 +8.976156052e+03 +8.976156052e+03 -1.3614e+00 +7.3785e-01 +2.0286e+00 +3.8290e-01 -4.4388e-01 -1.7305e+00 -7.9251e-01 +1.5873e-01 -1.9035e+00 -2.2040e-01 +5.5472e-01 -3.5025e-01 -1.8546e+00 +1.9482e+00 +1.2174e+00 -1.0142e+00 +1.9843e-01 +1.4992e+00 -3.0082e-01 -1.0474e+00
226 +5.368092278e+03 +5.368092278e+03 +5.491922278e+03 +5.491922278e+03 -7.2915e-01 +1.1393e+00 -4.1003e-01 +1.3134e+00 +4.8209e-01 +3.9984e-01 +2.4616e-01 -1.5110e+00 -6.8788e-01 -1.1993e+00 -8.4369e-01 -1.3989e+00 -1.3319e+00 +7.1644e-01 +1.2541e+00 -1.8723e+00 +9.5398e-01 -3.6132e-01 -3.9070e-01 +2.0433e+00
306 +3.429430989e+03 +3.429430989e+03 +3.553260989e+03 +3.553260989e+03 -4.0453e-01 +1.1669e+00 -5.5675e-01 +6.7485e-01 +4.4610e-01 -2.0700e-01 -7.9072e-01 -1.2261e-01 +6.9695e-02 +1.5727e+00 -3.2291e+00 -8.7963e-01 -1.9212e+00 +3.7660e-01 -1.1170e-01 -1.1216e+00 -1.7246e-01 +5.5744e-01 +8.7027e-01 +1.0839e+00
355 +2.431886978e+03 +2.431886978e+03 +2.555716978e+03 +2.555716978e+03 -2.1119e-01 +6.3151e-01 -3.6212e-01 +7.4603e-01 +5.2794e-01 +9.6269e-01 +7.3062e-01 +2.0088e-01 -1.0283e+00 +7.7895e-01 -2.5801e+00 -2.1683e+00 -2.4243e+00 +2.5137e-01 +1.0614e+00 -9.7119e-01 -3.9188e-01 -6.0583e-01 +4.0485e-01 +8.9962e-01
