% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.446947095e+01 +6.446947095e+01 -3.808052905e+01 -3.808052905e+01 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
2 +3.313250050e+01 +3.313250050e+01 -6.941749950e+01 -6.941749950e+01 -2.6886e+00 +1.8222e+00 -7.6504e-01 -4.5610e+00 -1.5995e+00 -4.9012e+00 +4.8513e-01 +9.6247e-01 -1.0587e+00 +2.5534e+00 -2.1181e+00 +4.1756e+00 +4.4239e+00 -1.2018e+00 +2.1396e+00 +2.7015e+00 +1.7427e+00 -3.7477e+00 +2.9367e+00 +2.1379e+00
53 +2.394200966e+01 +2.394200966e+01 -7.860799034e+01 -7.860799034e+01 -2.4720e+00 -3.1424e-01 -2.6113e+00 +2.7185e-01 +7.7334e-01 +4.1986e+00 +1.9604e+00 +1.3517e+00 +7.3662e-01 -1.0519e+00 +1.8354e+00 +1.1308e+00 +2.7935e+00 -5.2551e-01 +4.1508e+00 +5.0000e+00 -7.2897e-01 +1.6615e+00 -7.6925e-03 +1.3677e+00
126 +1.497573800e+01 +1.497573800e+01 -8.757426200e+01 -8.757426200e+01 -6.0723e-01 +9.9324e-01 -2.8097e+00 +4.6397e-01 +6.3994e-01 -3.1412e-01 +2.5274e+00 +1.7827e+00 +4.1475e-01 +6.1409e-01 -1.0370e+00 +0.0000e+00 +2.7980e+00 -2.9553e+00 +0.0000e+00 +2.9196e+00 -1.0934e+00 -1.0126e+00 -4.8198e-01 +2.5029e+00
664 +9.824426652e+00 +9.824426652e+00 -9.272557335e+01 -9.272557335e+01 -2.5873e+00 -8.0599e-01 +2.1449e-01 +1.2898e+00 +5.0639e-01 -1.4646e+00 -1.7537e-01 +8.2763e-01 +1.2800e+00 -2.1868e-01 +9.6511e-01 +2.3586e+00 +1.7879e-01 -1.0601e+00 +1.3737e+00 +2.2549e+00 +1.2301e+00 +2.3028e+00 +6.9147e-01 -2.9095e+00
3051 +5.626789587e+00 +5.626789587e+00 -9.692321041e+01 -9.692321041e+01 -8.3456e-01 -2.8577e+00 -3.1209e-01 +1.0469e+00 +1.8200e-01 -1.1092e+00 +1.0557e+00 +8.7775e-01 +3.9068e-02 +6.0527e-01 -5.7623e-01 +1.3979e+00 -5.7215e-01 -1.8097e-01 -7.2964e-01 -1.2975e+00 -9.1054e-01 +2.2607e+00 -8.1090e-01 -1.8916e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.309753086e+02 +1.309753086e+02 +2.026653086e+02 +2.026653086e+02 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
2 +4.762274112e+01 +4.762274112e+01 +1.193127411e+02 +1.193127411e+02 -2.6886e+00 +1.8222e+00 -7.6504e-01 -4.5610e+00 -1.5995e+00 -4.9012e+00 +4.8513e-01 +9.6247e-01 -1.0587e+00 +2.5534e+00 -2.1181e+00 +4.1756e+00 +4.4239e+00 -1.2018e+00 +2.1396e+00 +2.7015e+00 +1.7427e+00 -3.7477e+00 +2.9367e+00 +2.1379e+00
4 +2.525043487e+01 +2.525043487e+01 +9.694043487e+01 +9.694043487e+01 -1.4018e-01 +4.1674e-01 -1.6605e+00 -1.8731e+00 -1.3492e+00 +2.5367e+00 +9.7345e-01 -2.1806e-01 +2.2198e+00 -2.1385e+00 +4.8548e+00 +3.1213e+00 -6.2636e-01 -1.6940e-01 +1.0587e+00 +3.6626e+00 -1.5618e+00 +4.1142e+00 -3.8976e+00 +1.3712e+00
