% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.455524847e+01 +8.455524847e+01 +1.253352485e+02 +1.253352485e+02 -5.1204e-01 -3.8134e+00 +2.2910e+00 -1.7118e-01 +3.3834e+00 +6.0556e-01 -2.0469e+00 -2.2288e+00 -2.5837e+00 +3.2273e+00 +8.3762e-01 -1.2771e-01 +1.4100e+00 +3.9353e+00 -3.9344e+00 +7.3473e-01 +2.8760e+00 -2.3066e+00 -3.5270e+00 -2.9758e+00
98 +6.144004977e+01 +6.144004977e+01 +1.022200498e+02 +1.022200498e+02 -1.5004e+00 -6.7708e+00 +2.0988e+00 +2.5219e+00 +3.6160e+00 -2.1829e+00 +2.2955e+00 -7.1523e-01 -1.1778e+00 +1.8931e+00 +4.3339e+00 +2.4188e+00 +2.5012e+00 +1.9542e+00 -7.7013e-01 +2.4350e-01 +2.8198e+00 +2.2984e+00 +3.6458e+00 -2.3301e+00
124 +3.663787278e+01 +3.663787278e+01 +7.741787278e+01 +7.741787278e+01 -3.1531e+00 -6.0891e+00 +1.1404e+00 +1.7374e+00 +1.8955e+00 -3.5751e+00 +2.5026e+00 -4.6993e-01 -1.0774e+00 +5.6136e+00 +4.5705e+00 +3.1985e+00 +1.6922e+00 +1.8692e+00 -1.2568e+00 +1.9050e+00 +1.0997e+00 +3.4348e+00 +6.9766e-01 -3.5513e+00
162 +1.783182249e+01 +1.783182249e+01 +5.861182249e+01 +5.861182249e+01 -4.0444e+00 -3.6450e+00 +1.7857e+00 +2.2467e+00 -7.0513e-02 -2.8816e+00 +1.7296e+00 -1.6756e+00 +2.8272e-01 +3.9231e+00 +3.8254e+00 +2.3491e+00 -2.9370e-01 +4.1547e+00 +7.0731e-01 +1.1237e+00 +1.1891e+00 +2.3114e+00 +3.5716e+00 -2.3679e+00
256 +1.375641875e+01 +1.375641875e+01 +5.453641875e+01 +5.453641875e+01 -4.7297e+00 -2.3041e+00 +1.0961e+00 +2.9506e+00 +1.6040e+00 -4.2652e+00 +1.9906e+00 -2.2219e+00 -1.4742e+00 +5.1487e+00 +4.9079e+00 +3.1014e+00 +6.9277e-01 +2.3313e+00 -1.5242e+00 +8.9942e-01 +1.1533e+00 +3.3887e+00 +2.7151e+00 -4.1044e+00
319 +8.921198853e+00 +8.921198853e+00 +4.970119885e+01 +4.970119885e+01 -3.8789e+00 -3.0286e+00 +1.0936e+00 +1.8627e+00 +1.1695e+00 -3.4074e+00 +1.0061e+00 -1.5933e+00 -4.6999e-01 +5.0887e+00 +4.8568e+00 +2.8278e+00 +3.6987e-01 +2.7193e+00 -7.4942e-01 +5.5161e-01 +2.4976e+00 +3.6234e+00 +2.9107e+00 -2.4014e+00
448 +6.109630098e+00 +6.109630098e+00 +4.688963010e+01 +4.688963010e+01 -2.9751e+00 -3.9229e+00 +7.5517e-01 +3.1366e+00 +1.3020e+00 -4.3879e+00 +1.2822e+00 -2.5936e+00 +2.3821e-01 +4.4886e+00 +4.0325e+00 +1.9913e+00 -5.0876e-02 +2.2274e+00 +3.8057e-01 +5.4364e-01 +3.0211e+00 +2.8205e+00 +2.4109e+00 -3.4909e+00
520 +3.643632038e+00 +3.643632038e+00 +4.442363204e+01 +4.442363204e+01 -3.4551e+00 -3.9120e+00 +1.4386e+00 +2.9064e+00 +1.2444e+00 -4.7093e+00 +1.4449e+00 -1.9184e+00 -5.8693e-01 +4.1987e+00 +4.5940e+00 +2.4580e+00 +3.3869e-01 +2.7575e+00 -3.3483e-01 +7.1616e-01 +2.4327e+00 +2.6249e+00 +3.0058e+00 -2.7183e+00
632 +2.441699103e+00 +2.441699103e+00 +4.322169910e+01 +4.322169910e+01 -3.2812e+00 -4.1602e+00 +6.5571e-01 +3.1799e+00 +1.4222e+00 -4.7297e+00 +1.6958e+00 -2.3539e+00 -4.3461e-01 +4.5197e+00 +4.7533e+00 +2.5542e+00 +7.8593e-01 +3.1155e+00 +6.5115e-02 +4.6178e-01 +2.5129e+00 +2.6567e+00 +3.1272e+00 -2.9489e+00
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.528338810e+01 +8.528338810e+01 +8.368338810e+01 +8.368338810e+01 -1.7775e+00 -9.1863e-01 +3.6225e+00 +9.8109e-01 +1.9804e+00 -6.9471e-01 -3.5162e+00 -1.0279e+00 +3.3864e-02 -2.7380e+00 +2.1245e+00 -1.4519e+00 -2.0091e+00 +2.5426e+00 -9.6619e-01 -5.8700e-01 +2.1239e+00 +3.4310e-01 +3.7936e+00 -1.4928e+00
281 +6.186975564e+01 +6.186975564e+01 +6.026975564e+01 +6.026975564e+01 -4.6229e+00 -2.6396e+00 +4.6386e+00 +5.3387e+00 +9.6304e-01 -1.5170e+00 -1.6787e+00 +9.9592e-01 +3.3809e-02 +4.1764e+00 -2.6625e+00 -4.0629e+00 -8.4431e-01 +1.4435e-01 -2.3601e+00 -3.7560e+00 +1.4845e+00 -3.0408e+00 +3.6180e+00 +5.6235e-01
4957 +3.182896481e+01 +3.182896481e+01 +3.022896481e+01 +3.022896481e+01 +2.6215e-01 +1.1611e+00 -3.9307e-01 +2.7678e-01 +3.0581e+00 +3.2257e+00 -2.3363e+00 -3.1063e+00 +9.3661e-01 +1.7085e-01 -4.4729e+00 +2.5360e+00 -4.0824e+00 +1.7324e+00 +1.4093e-01 +1.7736e-01 -9.3218e-01 +3.1696e+00 +2.5381e-01 -1.6642e+00
5004 +2.323322372e+01 +2.323322372e+01 +2.163322372e+01 +2.163322372e+01 +1.5666e+00 +6.7944e-01 +6.3709e-01 -1.8014e+00 +3.6019e+00 +2.3961e+00 -2.9211e-01 -2.6457e+00 -9.8699e-01 +1.1363e-02 -4.2195e+00 +1.0775e+00 -3.1205e+00 +2.5354e+00 -4.5471e-01 +4.3813e-01 -1.8756e+00 +1.8312e+00 -3.2443e-01 -2.0147e+00
% function evaluation | noise-free fitness - Fopt (-3.708400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.503722940e+01 +8.503722940e+01 -2.858027706e+02 -2.858027706e+02 -2.8695e+00 +2.8709e+00 -2.4239e-01 +3.6129e-01 +3.8066e+00 +3.9403e+00 +1.3032e+00 -1.2709e+00 -2.1270e+00 -2.4843e-01 -8.7102e-01 -2.9210e+00 +3.7382e+00 +2.8539e+00 +5.7394e-01 -4.6660e-01 -3.9965e+00 -1.0706e+00 +1.3250e+00 +2.8435e+00
208 +2.845541255e+01 +2.845541255e+01 -3.423845875e+02 -3.423845875e+02 -6.4046e-01 +3.5687e+00 +4.4376e+00 +1.3312e-01 +7.1996e-01 +1.9627e+00 +9.8945e-02 +1.5107e+00 -1.8870e+00 -3.0999e+00 +3.9753e+00 -4.2464e+00 +1.8178e+00 -1.2405e-01 +5.9177e-01 -2.4747e+00 -2.8748e+00 -2.6616e+00 +2.7256e+00 +9.2159e-01
373 +2.462995324e+01 +2.462995324e+01 -3.462100468e+02 -3.462100468e+02 -3.5090e+00 +3.4613e+00 +3.9910e+00 -2.3227e+00 -1.0606e-01 +2.9421e+00 +3.4093e-01 +2.2187e+00 -2.6610e+00 -2.8644e+00 +4.7118e+00 -2.6231e+00 +1.7894e+00 +1.9033e+00 +3.7387e+00 -1.5229e+00 -3.4217e+00 -3.8355e+00 +2.0213e+00 +2.1401e+00
519 +1.427116521e+01 +1.427116521e+01 -3.565688348e+02 -3.565688348e+02 -2.0953e+00 +3.8789e+00 +3.9406e+00 -1.0295e+00 +1.3026e-01 +3.7010e+00 -7.6267e-01 +2.2220e+00 -3.1283e+00 -2.9639e+00 +5.2062e+00 -3.3490e+00 +1.8442e+00 +3.5345e-01 +2.8054e+00 -1.0835e+00 -3.9185e+00 -3.1154e+00 +2.4601e+00 +1.7354e+00
1090 +9.999693719e+00 +9.999693719e+00 -3.608403063e+02 -3.608403063e+02 -1.8697e+00 +3.8068e+00 +4.2904e+00 -8.2034e-01 +3.5049e-01 +3.3307e+00 -1.5006e+00 +2.3127e+00 -2.5522e+00 -3.3248e+00 +4.6988e+00 -3.1628e+00 +1.9241e+00 +2.6265e-01 +1.9216e+00 -1.6907e+00 -3.5398e+00 -2.2717e+00 +2.4767e+00 +1.6565e+00
% function evaluation | noise-free fitness - Fopt (-3.256000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
