% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.115181069e+06 +1.115181069e+06 +1.115216969e+06 +1.115216969e+06 -3.1883e+00 +2.7031e-01 -4.3413e-01 -7.2076e-01 +2.6930e-01 +3.4679e-01 +1.3152e+00 -2.0742e-01 +4.7330e-01 -9.1295e-01 -1.5236e+00 -6.7925e-01 -3.0542e+00 -2.1548e+00 +2.5340e+00 +3.5690e+00 +2.5319e+00 +7.8542e-01 +3.5573e+00 -1.8386e+00
6 +8.782584809e+05 +8.782584809e+05 +8.782943809e+05 +8.782943809e+05 -1.9418e+00 +1.8684e+00 +1.4477e+00 -2.7049e+00 +6.9337e-01 +8.2256e-01 -7.0032e-01 -1.6915e+00 +2.6379e+00 -1.1759e+00 -7.4381e-01 -5.0328e-01 -4.3251e+00 -3.2739e+00 +3.4213e+00 +1.6692e+00 +4.0942e+00 +1.9233e+00 +1.9139e+00 -2.3698e+00
14 +4.707067069e+05 +4.707067069e+05 +4.707426069e+05 +4.707426069e+05 -4.8642e-01 +1.3514e+00 +2.5319e+00 +1.4034e+00 -2.2991e+00 -2.1031e+00 +6.1969e-01 -7.2057e-01 +6.8035e-01 -3.3569e+00 -1.8011e+00 -3.7674e+00 -3.3396e+00 -1.6922e+00 +2.9873e+00 +8.2964e-01 +2.4998e+00 +5.4002e+00 +2.4392e+00 +4.1131e-02
41 +2.992183622e+05 +2.992183622e+05 +2.992542622e+05 +2.992542622e+05 -1.8706e+00 +2.8311e+00 +1.1116e+00 -1.9568e+00 -1.0006e-01 -3.0187e+00 +3.9790e+00 -1.5160e+00 +2.4218e-03 -9.3656e-02 -1.2181e+00 +1.1231e+00 +2.7993e+00 -2.3850e+00 +2.7428e+00 -1.8098e+00 +1.5357e+00 +3.9932e+00 +1.1564e+00 -1.7872e+00
51 +2.483432480e+05 +2.483432480e+05 +2.483791480e+05 +2.483791480e+05 -2.6608e+00 +1.6818e+00 +2.1264e+00 +2.4929e+00 -3.8551e+00 +5.1977e-01 +2.4000e+00 -3.4084e+00 -2.9516e+00 -1.7224e-01 +1.1815e+00 -2.0971e+00 -1.3336e-01 -7.7579e-01 +4.5867e+00 -1.5976e+00 +3.4460e+00 +4.2324e+00 +2.7563e-01 -1.5087e+00
79 +6.072514586e+04 +6.072514586e+04 +6.076104586e+04 +6.076104586e+04 -4.7172e-01 +2.6813e+00 +1.1820e+00 +1.5597e+00 -3.9890e+00 -7.8989e-01 +2.7082e+00 -4.2104e+00 +1.3524e+00 -2.3009e+00 -1.3352e-01 -5.2412e-01 +1.5357e+00 -4.1229e+00 +3.6968e+00 -2.1819e+00 +4.8363e+00 +7.3553e+00 -3.7943e+00 -1.7438e+00
151 +3.607285430e+04 +3.607285430e+04 +3.610875430e+04 +3.610875430e+04 -4.7727e+00 +1.2700e+00 +3.9125e+00 +6.2432e+00 -3.0875e+00 -2.2559e+00 +2.5081e+00 -6.3958e+00 +1.4516e+00 -2.0102e+00 -7.9464e-01 -7.1129e+00 +1.4814e+00 -5.3706e+00 +3.2632e+00 -3.0412e+00 +5.8355e+00 +9.1567e+00 -2.9655e+00 -2.2630e+00
164 +1.875376915e+04 +1.875376915e+04 +1.878966915e+04 +1.878966915e+04 -1.4201e-01 +1.7009e+00 +2.4853e+00 +6.3777e+00 -4.0199e+00 -1.6386e+00 +3.0404e+00 -5.3158e+00 +9.7897e-01 -5.5048e+00 -1.4285e+00 -4.9416e+00 -7.0969e-01 -6.7865e+00 +4.2156e+00 -3.8399e+00 +4.6373e+00 +7.6929e+00 -4.7817e+00 -2.8677e+00
175 +9.584591059e+03 +9.584591059e+03 +9.620491059e+03 +9.620491059e+03 +1.3269e+00 +2.4137e+00 +3.2044e+00 +8.5105e+00 -7.5575e+00 -3.3300e+00 +6.8116e-01 -6.2204e+00 +5.0415e-01 -4.4507e+00 -2.1891e+00 -3.6766e+00 +2.8606e+00 -6.2369e+00 +3.2796e+00 -3.3746e+00 +6.1491e+00 +1.0661e+01 -4.7296e+00 -3.2196e+00
226 +3.584265718e+03 +3.584265718e+03 +3.620165718e+03 +3.620165718e+03 +1.2456e+00 +3.6288e+00 +5.2481e+00 +8.1393e+00 -8.8706e+00 -6.1885e+00 +1.0341e+00 -1.3321e+01 +1.1241e+00 -7.6583e+00 -2.5020e+00 -4.2904e+00 +5.9872e+00 -7.5362e+00 +5.4516e-01 -5.4035e+00 +2.0723e+00 +1.0701e+01 +5.0891e-01 -1.9389e+00
237 +2.267406218e+03 +2.267406218e+03 +2.303306218e+03 +2.303306218e+03 +6.6866e-01 +4.8690e+00 +5.3947e+00 +7.8083e+00 -8.6684e+00 -5.9377e+00 +3.8256e-01 -1.4211e+01 +1.8658e+00 -8.0977e+00 -2.1918e+00 -3.7241e+00 +5.6550e+00 -7.2333e+00 +4.7779e+00 -4.8864e+00 +5.2239e+00 +1.0744e+01 -5.3521e+00 +1.9147e-01
249 +1.111209800e+03 +1.111209800e+03 +1.147109800e+03 +1.147109800e+03 -2.2533e+00 +3.3149e+00 +1.0760e+01 +9.5764e+00 -9.6332e+00 -5.3137e+00 +1.1931e+00 -1.6309e+01 -5.4599e-01 -8.5871e+00 -4.3214e+00 -7.3609e+00 +5.3590e+00 -1.0629e+01 +3.7129e+00 -4.8128e+00 +3.3438e+00 +1.4016e+01 -3.4898e+00 -1.3278e+00
253 +8.395946646e+02 +8.395946646e+02 +8.754946646e+02 +8.754946646e+02 +1.5841e+00 +5.7291e+00 +8.0982e+00 +9.0413e+00 -1.1687e+01 -3.7420e+00 +9.5920e-01 -1.4260e+01 +2.2289e+00 -7.2621e+00 -1.9752e+00 -4.3194e+00 +4.3129e-01 -9.0365e+00 +3.8938e+00 -4.0379e+00 +2.7144e+00 +1.1191e+01 -4.3385e+00 -2.6603e-01
487 +6.089529186e+02 +6.089529186e+02 +6.448529186e+02 +6.448529186e+02 +4.3359e-01 +7.7714e+00 +5.9805e+00 +8.1444e+00 -9.1198e+00 -7.9072e+00 -3.8934e+00 -1.3197e+01 +7.1804e-01 -8.2402e+00 -2.9830e+00 -4.2838e+00 -2.5737e-01 -6.3800e+00 -9.3451e-01 -2.4433e+00 -9.3534e-02 +1.0406e+01 -6.0174e+00 -4.4719e+00
701 +3.826307985e+02 +3.826307985e+02 +4.185307985e+02 +4.185307985e+02 -4.4189e-01 +3.8713e+00 +7.9321e+00 +5.1915e+00 -1.9620e+00 -4.9025e+00 -2.2888e+00 -4.9886e+00 +1.5171e+00 -8.1133e+00 -3.1659e+00 -4.5232e+00 -2.0259e+00 -4.3701e+00 -2.4113e-01 -4.6459e+00 +4.7469e-01 +1.2697e+01 -6.4295e+00 -4.5393e+00
