% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.362262673e+01 +8.362262673e+01 +1.244026267e+02 +1.244026267e+02 +2.9117e-01 +3.8154e+00 +8.3582e-01 +1.2174e-01 -4.9170e+00 -4.7155e+00 -3.2380e+00 -1.5132e+00 -1.0562e+00 -2.2686e+00 +3.4323e+00 -4.5935e+00 -3.7931e+00 +3.4270e+00 -3.5559e+00 +3.7055e+00 +4.2788e+00 +7.6206e-01 +3.6240e+00 +3.3307e+00
3105 +6.032331092e+01 +6.032331092e+01 +1.011033109e+02 +1.011033109e+02 +5.3345e+00 +4.6936e+00 -1.4583e-02 +2.2974e+00 +1.8089e+00 -4.0507e+00 +8.7824e-01 -3.9958e+00 -2.8396e+00 +1.5767e+00 +1.0678e+00 +6.3781e+00 -3.0774e+00 -1.8450e+00 +1.0794e+00 +1.0938e+00 +2.2727e-01 +2.9332e+00 +1.3309e+00 +3.4596e-01
5518 +2.826179523e+01 +2.826179523e+01 +6.904179523e+01 +6.904179523e+01 +5.0577e+00 +3.5871e+00 -1.4583e-02 +3.7263e+00 +7.2077e-01 -4.0507e+00 +4.5363e+00 -2.6459e+00 -2.8675e+00 +1.5767e+00 +1.0678e+00 +3.8651e+00 -1.4105e+00 -1.8450e+00 -3.6240e+00 +7.7790e-01 +9.6947e-01 +2.9332e+00 -1.2440e-01 +3.9185e-01
6671 +2.281489834e+01 +2.281489834e+01 +6.359489834e+01 +6.359489834e+01 +4.8292e+00 +4.0741e+00 -1.3014e+00 +4.9392e+00 +3.8615e-01 -3.8219e+00 +3.0741e+00 -1.5178e+00 -3.1503e+00 +5.6197e-01 +9.1202e-01 +3.6553e+00 -1.2781e+00 -3.5414e+00 -4.0030e+00 +9.0051e-02 -6.4087e-01 +4.3598e+00 -1.5445e-01 -6.1166e-01
8331 +1.550767359e+01 +1.550767359e+01 +5.628767359e+01 +5.628767359e+01 +5.4753e+00 +4.0218e+00 -3.8252e+00 +3.4127e+00 -1.4872e+00 -4.2899e+00 +2.6999e+00 -2.3701e+00 -3.7825e+00 +4.1422e-01 +1.0413e+00 +4.2420e+00 -1.6111e+00 -3.2443e+00 -2.6156e+00 -5.1845e-01 +1.2223e-01 +5.2923e+00 +1.2929e+00 +1.0282e+00
10546 +8.650516763e+00 +8.650516763e+00 +4.943051676e+01 +4.943051676e+01 +3.5598e+00 +2.9189e+00 -2.6952e+00 +4.0799e+00 -1.5500e+00 -5.3503e+00 +2.0192e+00 -3.1444e+00 -3.8479e+00 -2.6243e-01 +8.6772e-01 +3.8046e+00 -2.4232e+00 -3.2305e+00 -2.6748e+00 -6.9129e-01 +7.4238e-02 +4.1740e+00 -1.0047e+00 +7.5149e-01
12409 +6.253009600e+00 +6.253009600e+00 +4.703300960e+01 +4.703300960e+01 +3.2537e+00 +3.0662e+00 -3.6407e+00 +3.3643e+00 +3.4358e-01 -3.9024e+00 +1.9606e+00 -2.9742e+00 -3.5609e+00 -3.8032e-01 +1.0473e+00 +3.8921e+00 -2.6094e+00 -3.1785e+00 -3.1494e+00 +6.6519e-01 -3.6059e-01 +3.9209e+00 -6.8191e-01 +1.5335e+00
14965 +3.821855368e+00 +3.821855368e+00 +4.460185537e+01 +4.460185537e+01 +3.5823e+00 +2.7146e+00 -4.1537e+00 +3.3498e+00 -9.8876e-02 -4.3745e+00 +1.7883e+00 -3.2945e+00 -3.5677e+00 -4.7811e-01 +9.9737e-01 +3.8457e+00 -2.2144e+00 -2.6774e+00 -3.0311e+00 +3.8219e-01 -5.9180e-01 +4.4169e+00 -4.6330e-01 +9.8789e-01
235301 +2.436480278e+00 +2.436480278e+00 +4.321648028e+01 +4.321648028e+01 -3.0987e+00 -3.6083e+00 +2.9354e-01 +3.2149e+00 +1.8180e+00 -4.6834e+00 +1.5273e+00 -2.3082e+00 -1.5390e-01 +4.2974e+00 +4.3339e+00 +2.4033e+00 +6.2031e-01 +3.3098e+00 -1.8713e-01 +7.4444e-01 +2.2190e+00 +2.5451e+00 +3.2180e+00 -3.4230e+00
486604 +5.517438798e-01 +5.517438798e-01 +4.133174388e+01 +4.133174388e+01 -1.7425e+00 -2.2866e+00 +4.5866e+00 -1.3889e+00 -4.1194e+00 +8.0205e-01 -2.1992e+00 -2.8668e+00 +2.8489e+00 -3.7600e+00 +1.0556e+00 -2.0170e+00 +9.5157e-02 +1.1120e+00 -7.9833e-02 -1.2497e+00 +2.3091e+00 +1.5296e+00 +2.3762e-01 +1.2993e+00
489705 +2.581778619e-01 +2.581778619e-01 +4.103817786e+01 +4.103817786e+01 -2.2461e+00 -2.8246e+00 +4.3590e+00 -2.1849e+00 -3.7105e+00 +4.6632e-01 -2.1472e+00 -2.3584e+00 +2.8127e+00 -3.3810e+00 +1.2626e+00 -2.2838e+00 +6.3401e-01 +1.6822e+00 -1.7826e-01 -1.0226e+00 +2.3100e+00 +1.0825e+00 +6.9633e-01 +9.2185e-01
489801 +1.957833137e-01 +1.957833137e-01 +4.097578331e+01 +4.097578331e+01 -1.9026e+00 -2.4657e+00 +4.3590e+00 -2.1849e+00 -3.7105e+00 +2.4215e-01 -2.1472e+00 -2.3584e+00 +2.8127e+00 -3.3810e+00 +1.2626e+00 -2.2838e+00 +6.3401e-01 +1.6822e+00 +1.3252e-01 -1.0226e+00 +2.5851e+00 +1.1435e+00 +6.5924e-01 +1.1735e+00
490015 +1.353677903e-01 +1.353677903e-01 +4.091536779e+01 +4.091536779e+01 -2.4053e+00 -2.3903e+00 +4.2208e+00 -2.4342e+00 -3.4669e+00 +7.2402e-01 -2.7247e+00 -2.6699e+00 +2.6629e+00 -3.3602e+00 +1.5513e+00 -1.8785e+00 +7.1552e-01 +2.0245e+00 +1.6312e-01 -1.1699e+00 +2.2335e+00 +8.4946e-01 +6.4278e-01 +1.4232e+00
491104 +9.093965676e-02 +9.093965676e-02 +4.087093966e+01 +4.087093966e+01 -2.6433e+00 -2.4176e+00 +4.1855e+00 -2.3088e+00 -3.6150e+00 +3.2523e-01 -2.8768e+00 -2.3784e+00 +3.1047e+00 -3.3872e+00 +1.3519e+00 -1.9235e+00 +9.6165e-01 +2.0835e+00 -2.0522e-01 -1.1444e+00 +2.1031e+00 +4.9430e-01 +1.0763e+00 +1.3313e+00
491202 +5.697087075e-02 +5.697087075e-02 +4.083697087e+01 +4.083697087e+01 -2.4614e+00 -2.0869e+00 +3.8086e+00 -2.1124e+00 -4.0736e+00 +1.9286e-01 -2.7448e+00 -2.3102e+00 +2.8070e+00 -3.4373e+00 +1.1868e+00 -1.8716e+00 +1.0710e+00 +2.3586e+00 +1.0084e-01 -9.3922e-01 +1.8653e+00 +9.4190e-01 +1.1247e+00 +9.5952e-01
494208 +2.983117697e-02 +2.983117697e-02 +4.080983118e+01 +4.080983118e+01 -2.4614e+00 -2.0869e+00 +4.0605e+00 -2.1124e+00 -3.9989e+00 +5.0545e-01 -2.7448e+00 -2.3102e+00 +3.2943e+00 -3.4373e+00 +1.4371e+00 -1.8716e+00 +1.0710e+00 +2.3586e+00 -6.2945e-01 -1.5586e+00 +1.8653e+00 +9.4190e-01 +1.1247e+00 +9.5952e-01
495034 +1.801640554e-02 +1.801640554e-02 +4.079801641e+01 +4.079801641e+01 -2.4343e+00 -1.9355e+00 +4.2635e+00 -2.2472e+00 -3.7682e+00 +5.7156e-01 -2.6531e+00 -2.3522e+00 +2.9987e+00 -3.5526e+00 +1.2131e+00 -1.9552e+00 +1.1423e+00 +2.3636e+00 -6.6400e-01 -1.4052e+00 +1.7313e+00 +8.6443e-01 +1.0509e+00 +6.3729e-01
496104 +1.122755186e-02 +1.122755186e-02 +4.079122755e+01 +4.079122755e+01 -2.6258e+00 -1.6984e+00 +3.9801e+00 -2.3062e+00 -3.6693e+00 +3.7613e-01 -2.5015e+00 -2.3484e+00 +3.0582e+00 -3.2422e+00 +1.5059e+00 -2.1938e+00 +1.1597e+00 +2.4462e+00 -4.6148e-01 -1.5088e+00 +1.6412e+00 +8.6692e-01 +7.2078e-01 +5.9837e-01
496705 +4.571389923e-03 +4.571389923e-03 +4.078457139e+01 +4.078457139e+01 -2.5265e+00 -1.6790e+00 +4.0209e+00 -2.3845e+00 -3.4899e+00 +4.8410e-01 -2.6882e+00 -2.2637e+00 +2.8608e+00 -3.2721e+00 +1.5015e+00 -2.0858e+00 +1.2229e+00 +2.4374e+00 -4.1731e-01 -1.3240e+00 +1.7129e+00 +7.8509e-01 +9.8881e-01 +1.0617e+00
498239 +3.372046617e-03 +3.372046617e-03 +4.078337205e+01 +4.078337205e+01 -2.3526e+00 -2.0725e+00 +4.1370e+00 -2.3556e+00 -3.6801e+00 +5.0368e-01 -2.7328e+00 -2.3019e+00 +3.0015e+00 -3.1409e+00 +1.3977e+00 -2.2277e+00 +1.0096e+00 +2.4177e+00 -2.9383e-01 -1.3730e+00 +1.9583e+00 +9.1406e-01 +8.5412e-01 +1.0482e+00
499124 +1.165367737e-03 +1.165367737e-03 +4.078116537e+01 +4.078116537e+01 -2.4273e+00 -1.7615e+00 +4.1314e+00 -2.1524e+00 -3.6868e+00 +3.8614e-01 -2.7195e+00 -2.1348e+00 +2.9838e+00 -3.2280e+00 +1.4584e+00 -2.2313e+00 +1.0810e+00 +2.4660e+00 -3.1188e-01 -1.4073e+00 +1.8771e+00 +9.5663e-01 +8.9151e-01 +1.0489e+00
501132 +8.181169282e-04 +8.181169282e-04 +4.078081812e+01 +4.078081812e+01 -2.5233e+00 -1.7029e+00 +4.0156e+00 -2.1460e+00 -3.6215e+00 +4.3312e-01 -2.6706e+00 -2.1428e+00 +2.9019e+00 -3.2291e+00 +1.3484e+00 -2.2907e+00 +1.0701e+00 +2.4574e+00 -2.6374e-01 -1.1370e+00 +1.8499e+00 +9.5427e-01 +9.1367e-01 +1.1564e+00
501529 +5.250891033e-04 +5.250891033e-04 +4.078052509e+01 +4.078052509e+01 -2.3988e+00 -1.7169e+00 +3.9710e+00 -2.2072e+00 -3.7534e+00 +4.7584e-01 -2.7375e+00 -2.0858e+00 +2.9407e+00 -3.1570e+00 +1.4251e+00 -2.3294e+00 +1.0495e+00 +2.4615e+00 -2.6320e-01 -1.1215e+00 +1.8453e+00 +8.2225e-01 +9.5832e-01 +1.1232e+00
502430 +3.923996549e-04 +3.923996549e-04 +4.078039240e+01 +4.078039240e+01 -2.4934e+00 -1.7473e+00 +3.9141e+00 -2.2151e+00 -3.7373e+00 +5.4890e-01 -2.7500e+00 -2.0758e+00 +3.0423e+00 -3.1622e+00 +1.4238e+00 -2.3464e+00 +1.0921e+00 +2.5687e+00 -3.3300e-01 -1.0994e+00 +1.8243e+00 +7.2724e-01 +9.1382e-01 +1.1841e+00
503279 +2.462713503e-04 +2.462713503e-04 +4.078024627e+01 +4.078024627e+01 -2.4211e+00 -1.7300e+00 +3.9504e+00 -2.2194e+00 -3.6456e+00 +7.0550e-01 -2.7508e+00 -2.1667e+00 +2.8318e+00 -3.1024e+00 +1.4337e+00 -2.2961e+00 +1.0169e+00 +2.4722e+00 -3.6111e-01 -1.1395e+00 +1.8425e+00 +6.9650e-01 +9.0149e-01 +9.6152e-01
503419 +1.126308602e-04 +1.126308602e-04 +4.078011263e+01 +4.078011263e+01 -2.4606e+00 -1.7516e+00 +3.9475e+00 -2.1751e+00 -3.6119e+00 +6.6932e-01 -2.8259e+00 -2.1713e+00 +2.8874e+00 -3.1068e+00 +1.3823e+00 -2.2851e+00 +1.1221e+00 +2.5470e+00 -4.7367e-01 -1.1347e+00 +1.7881e+00 +7.1105e-01 +8.1021e-01 +1.0118e+00
504094 +7.623480686e-05 +7.623480686e-05 +4.078007623e+01 +4.078007623e+01 -2.5370e+00 -1.7090e+00 +3.9891e+00 -2.1579e+00 -3.7151e+00 +6.1976e-01 -2.7935e+00 -2.1163e+00 +2.9835e+00 -3.1891e+00 +1.3980e+00 -2.3383e+00 +1.1380e+00 +2.5195e+00 -5.0916e-01 -1.2768e+00 +1.8080e+00 +8.2065e-01 +8.7444e-01 +1.0727e+00
505113 +5.207542161e-05 +5.207542161e-05 +4.078005208e+01 +4.078005208e+01 -2.4822e+00 -1.7837e+00 +3.9962e+00 -2.1263e+00 -3.6704e+00 +5.6364e-01 -2.8332e+00 -2.2004e+00 +2.9568e+00 -3.1605e+00 +1.3111e+00 -2.3731e+00 +1.0682e+00 +2.4788e+00 -4.1780e-01 -1.2333e+00 +1.8334e+00 +7.6225e-01 +8.9415e-01 +1.0683e+00
