% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.866169058e+03 +1.866169058e+03 +1.404079058e+03 +1.404079058e+03 -1.3577e+00 -1.7279e+00 -1.0603e+00 +2.1654e+00 +3.9198e+00 +2.7301e+00 +1.2514e+00 +3.1367e+00 -1.9619e+00 +4.3856e-01 +9.8634e-01 -2.8174e+00 +3.9657e-01 +2.0223e+00 +2.3325e+00 +3.8162e-01 +7.2932e-01 -2.9808e+00 +8.1278e-01 -1.7717e+00
18 +1.518446710e+03 +1.518446710e+03 +1.056356710e+03 +1.056356710e+03 -1.8625e+00 -4.5996e+00 +6.3871e-01 +2.7611e+00 +2.2597e-01 +3.2674e+00 +2.3353e-01 +3.9560e+00 -5.8637e+00 +6.3263e-01 -6.4177e-01 -4.2365e+00 -4.8630e-02 +4.1151e+00 -1.5658e+00 +6.7894e-01 +6.5636e-01 -2.8121e+00 +1.2273e+00 -2.5428e+00
28 +9.404777348e+02 +9.404777348e+02 +4.783877348e+02 +4.783877348e+02 -1.1628e+00 +9.3651e-01 -4.7930e-02 +2.4513e+00 -9.0314e-02 +2.2473e+00 +4.4111e-01 +2.1773e+00 -3.4339e+00 -1.2894e-01 +1.1878e+00 -1.7505e+00 -3.0746e-02 +4.1689e-02 -1.4884e+00 -5.3954e-01 -8.9268e-01 -2.6075e+00 +5.5046e-01 -2.2344e+00
167 +6.301792645e+02 +6.301792645e+02 +1.680892645e+02 +1.680892645e+02 -5.0048e-01 +3.0488e-01 +7.2367e-01 +3.2342e+00 -1.8667e+00 +2.4388e+00 -4.9468e-01 +3.3444e+00 -4.2309e+00 +2.1091e+00 -2.6068e+00 -2.6667e+00 -2.3436e+00 -1.9450e+00 -2.8995e-01 -9.1503e-01 -3.7677e-01 +1.6297e+00 +1.0768e+00 +1.4278e+00
345 +3.762465886e+02 +3.762465886e+02 -8.584341140e+01 -8.584341140e+01 -1.4523e+00 -1.4521e+00 +3.0916e-01 +7.7698e-02 -1.4392e-01 +2.1030e+00 +1.6177e+00 +4.4934e+00 -1.0569e-01 +2.4022e+00 +1.5938e+00 -3.5823e+00 -1.3410e+00 +1.6544e-01 +8.9124e-01 -4.5540e+00 -7.4614e-01 +3.0723e+00 +2.2624e+00 +4.6444e-02
721 +2.494537677e+02 +2.494537677e+02 -2.126362323e+02 -2.126362323e+02 +1.0048e+00 -5.9207e-01 -5.9577e-03 +1.3647e+00 -1.0197e+00 +2.8801e+00 +1.0274e+00 +4.2325e+00 +1.1712e+00 +1.8878e+00 +2.2416e+00 -2.6353e+00 -3.2445e-01 -4.3055e+00 +8.0092e-01 -4.2037e+00 -4.6343e-01 +3.1922e+00 +2.5253e+00 +2.5254e+00
2002 +1.467006738e+02 +1.467006738e+02 -3.153893262e+02 -3.153893262e+02 +4.9849e-01 +4.2659e-01 -5.4902e-01 +1.4026e+00 +1.4606e+00 +3.2286e+00 +1.7372e+00 +3.8498e+00 +1.1856e+00 +1.6552e-01 +1.2632e+00 -2.0704e+00 -4.4075e-01 -3.8809e+00 +6.7864e-01 -3.4706e+00 +3.7211e-02 +3.6117e+00 +2.0105e+00 +2.1129e+00
2313 +9.352210245e+01 +9.352210245e+01 -3.685678975e+02 -3.685678975e+02 +2.5504e-01 +6.7103e-01 -5.8199e-01 +1.5616e+00 +1.5847e+00 +2.9251e+00 +1.7902e+00 +3.7303e+00 +1.2353e+00 -1.5071e-02 +1.2628e+00 -2.1484e+00 -3.1136e-01 -3.8903e+00 +8.5388e-01 -3.4932e+00 -9.0331e-03 +3.5745e+00 +2.1330e+00 +1.8518e+00
2982 +6.274759202e+01 +6.274759202e+01 -3.993424080e+02 -3.993424080e+02 +3.9952e-01 +5.2592e-01 -5.4213e-01 +1.5443e+00 +1.4887e+00 +2.9568e+00 +1.8035e+00 +3.7764e+00 +1.1367e+00 +6.0249e-02 +1.2683e+00 -2.1119e+00 -3.3854e-01 -3.8928e+00 +9.7116e-01 -3.4969e+00 -1.6927e-02 +3.6536e+00 +2.1017e+00 +1.8277e+00
47750 +3.946190036e+01 +3.946190036e+01 -4.226280996e+02 -4.226280996e+02 +6.0949e-01 +1.3561e+00 +1.2771e+00 +1.6363e+00 +1.5015e+00 +1.3415e+00 +1.2721e+00 +3.2416e+00 +6.8203e-01 +4.2210e-02 +2.2085e+00 -3.7645e+00 -3.4286e-01 -2.9524e+00 +9.4874e-01 -3.8934e+00 +3.1028e-01 +3.3207e+00 +2.0836e+00 +2.1102e+00
420571 +2.487339100e+01 +2.487339100e+01 -4.372166090e+02 -4.372166090e+02 +1.3296e+00 +1.3840e+00 +1.3150e+00 +1.6511e+00 +1.5192e+00 +1.3802e+00 +1.8008e+00 +1.8815e+00 +1.1046e+00 -6.0892e-01 +2.1996e+00 -4.3055e+00 -3.2390e-01 -3.4107e+00 +1.3845e+00 -4.3170e+00 -3.1197e-02 +3.6586e+00 +2.5060e+00 +1.8214e+00
979838 +1.570736450e+01 +1.570736450e+01 -4.463826355e+02 -4.463826355e+02 +1.3379e+00 +1.3404e+00 +2.1922e+00 -7.8967e-01 +1.4537e+00 +2.1752e+00 +2.5150e+00 +1.8805e+00 +1.1515e+00 +6.5146e-02 +2.1806e+00 -3.7756e+00 +1.2276e-01 -2.9532e+00 +9.7626e-01 -3.5026e+00 -3.4272e-02 +2.9580e+00 +2.5023e+00 +1.8329e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.395158080e+03 +3.395158080e+03 +3.472818080e+03 +3.472818080e+03 +2.6999e+00 -1.8155e+00 -3.3538e+00 -1.7407e+00 -1.0125e+00 +7.5033e-01 -3.6092e+00 -1.8714e-01 -6.5693e-01 -7.6756e-02 -3.2020e-01 +1.2664e+00 +2.6011e+00 +2.5997e+00 -4.3523e-01 -3.8340e+00 +1.1752e-02 -3.5001e+00 -5.2025e-01 -1.5404e+00
