% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.605733760e+03 +3.605733760e+03 +3.635703760e+03 +3.635703760e+03 -4.9945e-01 +4.4561e+00 +2.1945e+00 +4.7533e+00 +4.3144e+00 -4.0174e+00 +3.1380e+00 +4.8227e+00 -3.2401e-01 -1.9760e+00 +1.8304e+00 -1.2474e+00 +2.2044e+00 +4.4500e+00 +4.1863e+00 -1.7492e+00 -4.9752e+00 -4.8383e+00 -4.3080e+00 +3.6059e+00
16 +2.505162231e+03 +2.505162231e+03 +2.535132231e+03 +2.535132231e+03 +1.3713e+00 -3.9327e+00 -4.7801e+00 -2.7090e+00 -2.1022e+00 -4.8897e+00 -1.0403e+00 -4.5491e+00 -2.6306e+00 +6.2794e-01 +4.9014e+00 -1.5971e+00 +1.1606e+00 +7.2555e-01 -4.3274e+00 +1.1365e+00 -2.3479e+00 +3.1637e+00 -1.7143e+00 -4.6596e+00
94 +1.516880153e+03 +1.516880153e+03 +1.546850153e+03 +1.546850153e+03 +1.0596e+00 +6.0678e-01 -5.0000e+00 +1.1459e+00 +1.7802e+00 +5.0000e+00 -2.8010e+00 -1.7604e-01 +1.8153e+00 -5.0000e+00 +1.8972e+00 -1.7730e+00 +1.0041e+00 +1.1139e-01 -4.8948e-01 -4.5178e-02 +2.1094e+00 -3.2956e+00 -2.0573e-01 -2.4156e+00
402 +8.438403754e+02 +8.438403754e+02 +8.738103754e+02 +8.738103754e+02 -4.1061e-02 -7.3102e-01 -3.8022e+00 -2.0186e+00 +2.5638e+00 +4.8529e+00 -1.8611e+00 -1.9077e+00 +3.6565e+00 -1.2123e+00 +4.4308e+00 -3.2465e+00 +5.0000e+00 +1.0530e+00 +1.2927e-01 +1.1555e+00 -9.4275e-01 -5.0000e+00 +6.3662e-01 +7.0917e-02
18871 +6.289422164e+02 +6.289422164e+02 +6.589122164e+02 +6.589122164e+02 -8.6975e-01 -1.4204e+00 -5.0000e+00 -1.6957e+00 +3.3012e+00 +4.7261e+00 -2.8288e+00 -8.9729e-01 +1.9973e+00 -8.0507e-01 +1.7945e+00 -2.7173e+00 +5.0000e+00 +1.9281e+00 -1.8813e+00 +2.3745e+00 -2.3924e+00 -4.9301e+00 +1.4907e+00 -1.1240e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.787791896e+03 +3.787791896e+03 +3.736081896e+03 +3.736081896e+03 +5.8011e-01 -4.4777e+00 -4.9011e+00 +1.9287e+00 +3.5747e+00 +1.5375e-01 +4.6666e+00 -3.5922e+00 -3.2293e+00 -1.9930e+00 -3.3090e+00 +1.2332e+00 +2.8376e+00 -1.2120e+00 -2.2326e+00 -2.8954e+00 +3.5193e+00 -1.4787e+00 +3.9501e-02 +1.6806e+00
58 +2.507320177e+03 +2.507320177e+03 +2.455610177e+03 +2.455610177e+03 +3.2817e+00 -5.0000e+00 -5.0000e+00 -1.4693e+00 +5.3613e-01 +1.5260e+00 -6.6934e-01 +2.2422e+00 -1.4414e-01 +2.9317e+00 +5.0000e+00 -1.8649e+00 +5.0000e+00 +1.9354e-01 -2.6680e-01 +8.6503e-01 +5.0000e+00 +5.8250e-01 -1.2157e+00 +3.6791e+00
191 +1.553038860e+03 +1.553038860e+03 +1.501328860e+03 +1.501328860e+03 +2.5443e+00 +0.0000e+00 -1.9531e+00 -9.3361e-01 +0.0000e+00 +0.0000e+00 -5.0000e+00 +5.0000e+00 -5.0000e+00 -4.6040e-01 +5.0000e+00 +2.5140e+00 +4.0523e+00 -2.8312e+00 -1.6921e+00 -3.7358e-01 +1.1603e+00 +3.5275e+00 +3.0967e+00 +7.9724e-01
932 +9.527654130e+02 +9.527654130e+02 +9.010554130e+02 +9.010554130e+02 +3.8225e+00 +2.4517e+00 -3.8563e+00 -3.7972e+00 -6.0761e-01 +7.3727e-01 -4.2229e+00 +4.9477e+00 -5.0000e+00 +2.0229e+00 +5.0000e+00 +3.4347e+00 +2.7954e+00 +1.8785e+00 -5.0000e+00 +4.6308e+00 -5.0000e+00 +2.0655e+00 +1.2071e+00 +5.0000e+00
4583 +5.894250664e+02 +5.894250664e+02 +5.377150664e+02 +5.377150664e+02 +2.1972e+00 +2.3813e+00 -2.7562e+00 -5.0000e+00 +9.7575e-02 +2.1131e+00 -3.7077e+00 +2.9549e+00 -5.0000e+00 +4.9818e-01 +5.0000e+00 +1.6328e+00 +5.0000e+00 +7.6831e-01 -3.9558e+00 +4.8767e+00 -5.0000e+00 +2.9138e+00 +1.8364e+00 +2.8020e+00
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.953871250e+03 +2.953871250e+03 +2.673921250e+03 +2.673921250e+03 +1.7261e+00 +1.1408e-01 -2.1606e+00 -1.0589e-01 -3.0652e+00 -2.2709e-01 +4.3962e+00 +1.0685e+00 -3.6332e+00 -4.6971e+00 +1.9560e-01 +2.9656e+00 +4.7940e+00 -1.9199e+00 +2.6677e+00 +4.1738e+00 +3.1089e+00 -1.1512e+00 +1.3270e+00 -3.0164e+00
12 +2.504953320e+03 +2.504953320e+03 +2.225003320e+03 +2.225003320e+03 -4.6049e+00 -4.1989e+00 +4.0793e-01 -2.9912e+00 +2.7954e+00 +1.0248e+00 -2.3193e+00 -4.2686e+00 -3.0898e+00 -3.9432e+00 -2.7687e+00 +1.5944e+00 +1.9396e+00 -4.4893e+00 +3.0885e+00 +4.3542e+00 +4.0907e+00 +1.9352e+00 +7.3124e-01 -1.9543e+00
155 +1.510782890e+03 +1.510782890e+03 +1.230832890e+03 +1.230832890e+03 -7.6493e-01 -1.6149e+00 -2.3595e+00 -2.2869e+00 -1.1986e+00 -5.8199e-01 +1.2380e+00 -2.6053e+00 +2.6326e+00 -4.8804e+00 -1.6093e+00 -2.3014e+00 -3.8522e+00 -3.0703e+00 +1.0269e+00 +2.3892e+00 +2.6744e+00 +1.7709e+00 +3.1075e+00 +0.0000e+00
