% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.167148515e+04 +1.167148515e+04 +1.120939515e+04 +1.120939515e+04 -2.9217e+00 -3.1096e+00 -2.7220e+00 +3.3392e+00 +3.1711e-01 +1.7103e+00 +1.6570e+00 -2.6622e+00 +4.5474e+00 +1.9674e+00 +1.1969e+00 -2.7500e+00 +4.6490e+00 +1.0968e+00 +4.0048e-01 +8.1898e-01 -3.5187e+00 +4.9469e+00 +1.9442e+00 -1.8572e+00
2 +1.849786158e+03 +1.849786158e+03 +1.387696158e+03 +1.387696158e+03 +7.1303e-01 -1.4071e+00 -3.7546e+00 +4.2791e+00 -4.9555e+00 +3.4744e+00 +3.2596e+00 -2.1193e+00 +1.3802e+00 +4.2918e+00 -1.9937e+00 +2.1667e+00 +4.9452e-01 +8.0618e-01 -4.9763e+00 -4.5563e+00 +8.2543e-01 +4.0577e+00 -3.5189e+00 -3.4949e+00
8 +1.302463242e+03 +1.302463242e+03 +8.403732424e+02 +8.403732424e+02 -1.3509e+00 -2.9476e+00 +2.5199e+00 -1.0607e+00 -2.8544e+00 -3.3871e+00 -5.7136e-01 +1.7472e+00 -3.6405e+00 +4.3319e+00 +1.7671e+00 +2.8597e+00 -3.7673e+00 -4.5372e+00 -1.1234e+00 -3.2501e+00 +2.1763e-02 -1.9272e+00 -2.0456e+00 +4.2186e+00
50 +8.660416636e+02 +8.660416636e+02 +4.039516636e+02 +4.039516636e+02 -4.0869e+00 -4.4137e+00 +1.7027e+00 -4.0759e+00 -4.7925e-01 +1.4802e+00 +1.7853e+00 +1.0599e+00 -1.4767e-02 +1.0101e+00 +1.6263e+00 -3.5141e+00 -1.1207e+00 +1.0815e+00 -7.4063e-01 -2.2772e+00 -8.4863e-01 -1.0552e+00 -1.3015e+00 +4.9457e+00
1633 +5.782467580e+02 +5.782467580e+02 +1.161567580e+02 +1.161567580e+02 -6.2495e-01 +3.8514e+00 +1.1152e+00 +2.1604e+00 +3.8136e-01 +3.1621e+00 +2.9851e+00 +7.2393e-01 +7.7529e-01 -2.2963e+00 -1.9108e-01 -2.1526e+00 -3.6578e+00 +1.4060e+00 +1.9152e-01 -2.3249e+00 -4.9576e-01 +1.2825e+00 +1.4692e+00 -7.2112e-01
6919 +3.572292298e+02 +3.572292298e+02 -1.048607702e+02 -1.048607702e+02 +5.2401e-01 +5.0000e+00 +1.2564e+00 +3.7715e+00 +7.1723e-01 +4.0004e+00 +7.3769e-01 -1.8938e+00 +1.7772e+00 +7.5952e-02 +2.6327e+00 -3.1874e+00 -1.6966e+00 -2.1230e+00 -5.6410e-01 -5.0000e+00 -1.2077e+00 +3.2431e+00 +1.8694e+00 +3.1871e+00
13007 +2.439535937e+02 +2.439535937e+02 -2.181364063e+02 -2.181364063e+02 +1.3587e+00 +2.3340e+00 +6.7527e-01 +4.8091e+00 +1.1035e+00 +1.3588e+00 +2.4639e+00 +2.3786e+00 +6.9335e-01 -1.6186e+00 +2.3070e+00 -3.9920e+00 -6.5583e-01 -1.7209e+00 +1.4565e-01 -4.2812e+00 -9.7350e-01 +2.7084e+00 +1.3473e+00 +2.9523e+00
102617 +1.544953801e+02 +1.544953801e+02 -3.075946199e+02 -3.075946199e+02 +1.4868e+00 +4.5434e-01 +3.5058e-01 +3.9149e+00 +2.5903e+00 +3.6373e+00 +1.7464e+00 +2.6643e+00 +1.6726e+00 -1.0921e+00 +2.1397e+00 -4.3134e+00 -2.4904e-01 -3.3068e+00 +6.0830e-01 -3.1074e+00 -1.0107e+00 +2.6109e+00 +2.8012e+00 +2.1270e+00
181121 +9.865757926e+01 +9.865757926e+01 -3.634324207e+02 -3.634324207e+02 +2.1870e+00 +1.3831e+00 +1.1913e+00 +3.4334e+00 +2.1724e+00 +2.0551e+00 +1.7429e+00 +3.2815e+00 +1.1532e+00 -1.0152e+00 +2.3074e+00 -3.8443e+00 +8.1222e-02 -2.9532e+00 +9.9302e-01 -4.2859e+00 -7.5819e-01 +3.5575e+00 +2.4425e+00 +2.1257e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
