% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.654185715e+02 +9.654185715e+02 +1.058358572e+03 +1.058358572e+03 +1.7922e+00 -3.3635e+00 +1.9514e+00 +1.7324e+00 +3.5623e+00 +1.8902e+00 -3.7593e+00 +1.4732e-01 +2.6407e-01 +2.7657e+00 -1.5240e+00 -3.6785e+00 -3.8636e+00 -9.9203e-01 -3.6640e+00 +1.3486e+00 +2.5458e+00 +2.7632e+00 -4.2612e-01 -8.4248e-01
15 +5.718320794e+02 +5.718320794e+02 +6.647720794e+02 +6.647720794e+02 +5.4856e-01 -5.3365e+00 -2.5425e+00 +3.7953e+00 -2.3938e-01 +4.3887e+00 -3.5180e+00 -2.3661e+00 -1.3623e+00 +2.4179e+00 -1.7919e+00 -3.2978e+00 -3.5075e+00 -6.4096e-01 -1.2985e+00 +4.0041e+00 +3.7456e+00 -6.3208e-01 -1.8809e+00 -6.6064e-02
80 +3.466594960e+02 +3.466594960e+02 +4.395994960e+02 +4.395994960e+02 +1.1441e+00 +4.9908e-01 -3.2465e+00 +3.1872e+00 +2.4271e+00 +5.9198e+00 -1.7431e+00 -1.1597e-01 -3.3181e+00 +4.0510e+00 +8.9720e-01 -4.0859e+00 -5.3077e+00 +1.4587e+00 +7.6139e-01 +1.3723e+00 +7.5361e+00 -4.9173e+00 -9.8379e-01 -4.0184e+00
261 +2.315622063e+02 +2.315622063e+02 +3.245022063e+02 +3.245022063e+02 +2.0305e+00 -3.5923e+00 -2.3640e+00 +2.5877e+00 +6.2878e-01 +6.3701e+00 +1.4428e+00 +4.4574e-01 +1.6404e+00 +5.4080e+00 +2.8169e+00 -1.0466e+00 -1.7033e+00 +4.2033e+00 +2.0524e+00 -1.1251e+00 +6.6530e+00 -8.7119e+00 -2.7768e+00 +2.6849e-01
370 +1.073929692e+02 +1.073929692e+02 +2.003329692e+02 +2.003329692e+02 +3.2643e+00 -1.3835e+00 -3.0140e+00 +2.9898e+00 +1.8282e+00 +6.9514e+00 +1.8311e+00 +2.8012e-02 -1.6292e+00 +6.2344e+00 +1.2320e+00 -1.7076e+00 -3.4256e+00 +3.3744e+00 +2.1071e+00 -2.4882e+00 +5.6816e+00 -5.7369e+00 -2.8037e+00 +1.2360e+00
379 +9.928442705e+01 +9.928442705e+01 +1.922244271e+02 +1.922244271e+02 +2.9687e+00 -2.5231e-01 -1.9468e+00 +3.1324e+00 +7.5193e-01 +6.4682e+00 +1.1549e+00 +7.6835e-01 -8.2169e-01 +5.5903e+00 +6.1532e-01 -1.4141e+00 -2.3111e+00 +2.4962e+00 +1.0715e+00 -2.0661e+00 +6.3216e+00 -6.1114e+00 -3.2124e+00 -2.1793e-01
519 +4.878844381e+01 +4.878844381e+01 +1.417284438e+02 +1.417284438e+02 +5.2518e-02 -1.4262e-01 -2.3443e+00 +3.7844e+00 +1.7571e+00 +5.3859e+00 +1.6475e+00 -8.0233e-01 +1.7909e-01 +2.3296e+00 -2.3272e-01 -1.1253e+00 -2.3109e+00 +1.0396e+00 +2.1270e+00 -1.1302e+00 +5.5239e+00 -3.5643e+00 +3.2953e-01 -2.1785e-01
603 +3.896377010e+01 +3.896377010e+01 +1.319037701e+02 +1.319037701e+02 -2.9780e-02 +2.3757e-01 -1.7542e+00 +3.3190e+00 +2.5833e+00 +4.6898e+00 +8.5464e-01 -1.9446e+00 +2.2258e+00 +3.3055e+00 +1.9897e+00 -2.8797e+00 -2.6724e+00 +1.4378e+00 +6.8925e-01 +1.1980e-01 +5.3220e+00 -4.2151e+00 -3.8689e-02 +3.3552e-01
648 +2.460888250e+01 +2.460888250e+01 +1.175488825e+02 +1.175488825e+02 -7.5782e-01 +5.0734e-01 -1.5610e+00 +3.2931e+00 +1.1423e+00 +3.9753e+00 +1.9209e+00 -1.4023e+00 +2.3471e+00 +2.0980e+00 +9.1540e-01 -1.9778e+00 -2.4370e+00 +8.6010e-01 +1.4038e+00 +1.2267e+00 +5.3107e+00 -4.1087e+00 +6.6778e-01 +4.8295e-01
941 +1.574306376e+01 +1.574306376e+01 +1.086830638e+02 +1.086830638e+02 +2.8116e-01 +1.5676e+00 -4.9088e-01 +2.9764e+00 +1.9872e+00 +4.3483e+00 +2.7635e+00 -1.1896e+00 +1.1795e+00 +2.8180e+00 +6.0799e-01 -3.4182e+00 -1.5782e+00 +1.1820e+00 +8.8095e-01 +7.6959e-01 +4.9449e+00 -3.8825e+00 -1.0734e+00 -4.9213e-01
1255 +9.969115894e+00 +9.969115894e+00 +1.029091159e+02 +1.029091159e+02 +3.8618e-01 +1.4161e+00 -6.0338e-01 +2.6915e+00 +1.6382e+00 +4.3361e+00 +3.1956e+00 -1.4236e+00 +1.5711e+00 +2.7715e+00 +1.1422e+00 -3.2261e+00 -1.4041e+00 +1.0819e+00 +1.0163e+00 +6.9514e-01 +4.7613e+00 -3.8262e+00 -6.1141e-01 -1.8408e-01
11522 +5.617437927e+00 +5.617437927e+00 +9.855743793e+01 +9.855743793e+01 -1.2334e+00 +1.0595e+00 +1.3462e+00 +3.4302e+00 +2.9581e+00 +4.2644e+00 +2.0719e+00 -2.4807e+00 +3.9778e+00 +2.2513e+00 +1.0849e+00 -3.8551e+00 -6.8679e-01 +8.7455e-01 +3.0524e-01 +3.0813e+00 +3.3842e+00 -2.5799e+00 +2.5368e+00 +3.8802e-01
11896 +3.925776203e+00 +3.925776203e+00 +9.686577620e+01 +9.686577620e+01 -1.0422e+00 +1.3849e+00 +1.1001e+00 +3.3178e+00 +2.7763e+00 +3.9741e+00 +2.1532e+00 -2.0630e+00 +3.3976e+00 +2.2776e+00 +7.5755e-01 -4.2676e+00 -4.8445e-01 +8.8936e-01 +6.8514e-01 +3.3712e+00 +3.2999e+00 -2.6325e+00 +2.8005e+00 +3.0327e-01
14750 +2.349355379e+00 +2.349355379e+00 +9.528935538e+01 +9.528935538e+01 -9.7779e-02 +1.0349e+00 -1.7606e-01 +2.8440e+00 +2.2732e+00 +3.9041e+00 +2.4016e+00 -2.4405e+00 +3.1489e+00 +2.4640e+00 +7.9303e-01 -3.9532e+00 -7.3951e-01 +1.2681e+00 +1.1321e+00 +2.0739e+00 +3.7711e+00 -3.0871e+00 +5.4079e-01 +7.5302e-01
