% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.747795218e+02 +1.747795218e+02 +1.224295218e+02 +1.224295218e+02 +4.6651e+00 +1.5839e+00 +4.0611e+00 +6.5797e-01 +3.1790e-01 +1.9486e+00 -4.3647e+00 +1.7265e+00 +1.3112e+00 +4.6493e+00 +4.5057e+00 +1.7593e+00 -2.9945e+00 -6.1445e-01 +2.7895e+00 +4.6641e+00 +3.1451e-01 +2.5130e+00 +4.2143e+00 +2.2343e-02
2 +7.496949159e+01 +7.496949159e+01 +2.261949159e+01 +2.261949159e+01 +8.0646e-01 +1.2544e+00 -4.4839e-02 -3.8969e+00 -2.7513e+00 +4.0787e+00 +3.5278e+00 -2.5819e+00 -1.3104e+00 -1.2609e+00 +3.2952e+00 +6.0777e-01 +1.2035e+00 +1.8115e+00 -3.2350e+00 +4.2956e+00 -2.5180e+00 +2.5789e+00 +4.7851e-01 -4.5509e+00
14 +6.143927052e+01 +6.143927052e+01 +9.089270517e+00 +9.089270517e+00 +1.1656e+00 +2.9464e+00 +3.3573e+00 -1.1700e+00 -2.7238e+00 +1.4391e+00 +2.8492e+00 +3.4853e-01 +2.7041e+00 +2.7740e+00 +4.1974e+00 +4.8016e+00 +1.7855e+00 -4.7399e+00 -1.5421e+00 -1.2200e+00 +3.7101e+00 -2.9718e+00 +3.3409e+00 -3.7338e+00
26 +3.152579194e+01 +3.152579194e+01 -2.082420806e+01 -2.082420806e+01 -5.9639e-02 +9.8226e-01 +1.8644e+00 +1.4258e+00 -4.3526e+00 +2.3672e+00 +2.1684e+00 -4.6530e+00 -2.2484e+00 -3.0472e+00 -5.1107e-01 +1.0974e+00 +1.5330e-01 -3.6589e+00 +1.5502e+00 +7.3382e-01 +7.5538e-01 +1.1768e+00 +1.2066e+00 -3.0097e+00
2014 +2.318784716e+01 +2.318784716e+01 -2.916215284e+01 -2.916215284e+01 -1.0071e+00 -2.0536e+00 +2.0220e+00 -2.0876e+00 -1.3534e+00 +2.9642e+00 -2.5920e-01 -4.6515e+00 +3.6265e+00 -1.7562e+00 +1.3160e-01 +3.7894e-01 -2.4761e+00 +2.6010e-01 -1.8838e-01 -9.5864e-02 -1.2899e+00 -1.2202e+00 +7.9105e-01 -1.7651e+00
4510 +1.348050956e+01 +1.348050956e+01 -3.886949044e+01 -3.886949044e+01 -4.4470e-01 -1.2408e+00 +1.5695e+00 -1.6488e+00 -1.4227e+00 +8.7172e-01 -2.4588e+00 -8.2083e-01 +1.4093e+00 -9.4649e-01 +2.2980e+00 -1.4206e+00 +2.0760e+00 -4.5352e+00 +6.3613e-02 +1.7152e+00 +1.3595e+00 +6.9410e-01 +1.8358e+00 -2.8019e+00
8396 +9.260236000e+00 +9.260236000e+00 -4.308976400e+01 -4.308976400e+01 +1.0234e+00 -4.6531e+00 +7.6008e-01 -1.6469e+00 -2.0196e+00 +2.4776e+00 -3.5293e+00 -2.4906e+00 +5.0000e+00 -1.6468e+00 +1.8583e+00 -1.3834e+00 +5.7701e-01 -1.1698e+00 -1.1383e+00 +6.8760e-01 -1.0709e+00 +1.5913e+00 +2.9319e+00 -3.0667e+00
11557 +5.396602376e+00 +5.396602376e+00 -4.695339762e+01 -4.695339762e+01 -1.0994e+00 -2.3454e+00 +2.4203e+00 -1.8932e+00 -2.3041e+00 +3.7833e+00 -4.7097e+00 -1.5170e+00 +2.6639e+00 -2.0934e+00 +2.6471e+00 -4.4612e-01 +3.7220e+00 -2.4560e+00 -3.8691e+00 +1.0713e+00 -4.4669e-01 +3.1778e+00 +2.8474e+00 -3.2088e+00
15486 +2.893209103e+00 +2.893209103e+00 -4.945679090e+01 -4.945679090e+01 -1.3162e+00 -1.2547e+00 +2.0506e+00 -2.2846e+00 -2.2413e+00 +3.8965e+00 -5.0000e+00 -4.4200e-01 +2.8441e+00 -2.3936e+00 +2.5349e+00 -1.1922e+00 +2.2044e+00 -8.1868e-01 -6.0307e-01 +7.0618e-01 -4.8709e-01 +7.4358e-01 +3.4703e+00 -3.5439e+00
18001 +1.698716822e+00 +1.698716822e+00 -5.065128318e+01 -5.065128318e+01 -9.6269e-01 -1.1973e+00 +2.9403e+00 -2.6416e+00 -1.8504e+00 +3.7288e+00 -4.0777e+00 +3.2179e-01 +2.9046e+00 -2.0051e+00 +2.2353e+00 -6.9835e-01 +4.3571e+00 -6.0998e-01 -2.8501e+00 +1.3552e+00 -8.0745e-01 +1.8145e+00 +4.2606e+00 -4.4832e+00
25131 +1.536896590e+00 +1.536896590e+00 -5.081310341e+01 -5.081310341e+01 -8.5223e-01 -1.1892e+00 +2.3041e+00 -2.8408e+00 -1.7158e+00 +3.7724e+00 -4.0027e+00 +1.7360e-01 +2.8883e+00 -2.2414e+00 +2.0539e+00 -4.2714e-01 +3.0391e+00 -1.1196e+00 -2.8715e+00 +1.5989e+00 -2.9598e-01 +1.5555e+00 +4.0115e+00 -4.6316e+00
34666 +8.372640571e-01 +8.372640571e-01 -5.151273594e+01 -5.151273594e+01 -8.0067e-01 -9.6851e-01 +2.5820e+00 -1.9745e+00 -1.4325e+00 +3.4715e+00 -3.7541e+00 +1.1529e-01 +2.8209e+00 -1.9539e+00 +2.9039e+00 -1.5663e-01 +3.5099e+00 -2.6357e-01 -2.4091e+00 +9.0460e-01 -1.5058e+00 +1.0219e+00 +2.6167e+00 -4.3816e+00
41442 +6.164143552e-01 +6.164143552e-01 -5.173358564e+01 -5.173358564e+01 -9.4232e-01 -8.6702e-01 +2.3159e+00 -2.4957e+00 -1.6250e+00 +3.9850e+00 -3.4963e+00 +5.3922e-01 +2.5111e+00 -1.8265e+00 +3.0368e+00 -1.8168e-01 +3.6738e+00 -4.1893e-01 -1.9939e+00 +9.4960e-01 -1.2513e+00 +1.8294e+00 +3.0280e+00 -4.1177e+00
