% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.653661092e+01 +8.653661092e+01 -9.134633891e+02 -9.134633891e+02 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
360 +6.223223915e+01 +6.223223915e+01 -9.377677609e+02 -9.377677609e+02 -4.9159e+00 -1.2298e+00 -1.8172e-01 -3.8998e+00 +1.6518e+00 +0.0000e+00 +4.1852e+00 +1.9513e-01 +9.7065e-01 +2.2084e+00 +3.8639e+00 -4.5641e+00 -4.2108e+00 -6.5452e-03 -1.8907e+00 -4.9678e+00 -4.5589e+00 +1.9929e+00 -2.5884e+00 +3.3732e+00
1556 +3.964207250e+01 +3.964207250e+01 -9.603579275e+02 -9.603579275e+02 -4.9912e+00 -2.7786e+00 +1.4186e+00 -2.4628e+00 +5.7783e-01 +7.8841e-01 +3.0710e+00 +8.1134e-01 +1.6073e+00 +2.9283e+00 +2.3907e+00 -4.4945e+00 -1.8732e+00 +7.6332e-01 -3.8653e+00 -4.9734e+00 -2.6295e+00 +1.0835e+00 -1.7911e+00 +3.5341e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.655362190e+01 +8.655362190e+01 +1.086553622e+03 +1.086553622e+03 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
349 +6.021877924e+01 +6.021877924e+01 +1.060218779e+03 +1.060218779e+03 -2.7082e+00 +3.6024e+00 -2.0457e+00 -1.8911e+00 -7.0684e-01 +2.8296e-01 +1.5703e+00 -9.2357e-01 -2.3474e+00 +3.0777e-01 -2.5901e+00 -6.5400e-01 +2.4863e+00 -1.0046e+00 -1.1852e+00 +3.0745e+00 +1.1567e+00 +2.6544e+00 -3.3916e+00 +1.9624e+00
607 +3.786355925e+01 +3.786355925e+01 +1.037863559e+03 +1.037863559e+03 -2.5618e+00 +5.0000e+00 -2.6289e+00 -2.8595e-01 +7.1894e-01 +1.1457e+00 +2.2620e+00 -1.1467e+00 -1.9929e+00 +2.6424e+00 -3.5505e+00 -1.9096e-01 +1.5136e+00 -1.0212e+00 -3.5129e+00 +4.2894e+00 +9.2931e-01 +3.3385e+00 -1.4225e+00 +1.7824e+00
1227 +2.131704830e+01 +2.131704830e+01 +1.021317048e+03 +1.021317048e+03 -2.9030e+00 +4.9610e+00 -3.0572e+00 +7.1432e-01 -1.5278e+00 +1.2300e+00 +1.7752e+00 +1.0744e+00 -1.8317e+00 +1.5695e+00 -4.0453e+00 -2.5002e-01 +1.5006e+00 -3.7807e+00 -4.3085e+00 +3.9833e+00 +6.3434e-01 +4.6783e+00 -1.3851e+00 -1.8862e-02
2948 +1.553956672e+01 +1.553956672e+01 +1.015539567e+03 +1.015539567e+03 -1.9310e+00 +4.9647e+00 -2.4705e+00 +2.1564e-01 -2.4737e+00 +2.6981e-01 +1.2859e+00 +2.5841e-01 -2.9837e+00 +1.3935e+00 -4.6203e+00 -2.8119e-01 +8.6161e-01 -2.9090e+00 -4.5788e+00 +2.3812e+00 +1.5150e+00 +4.7705e+00 -2.3550e+00 +4.9283e-01
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.650275513e+01 +8.650275513e+01 +3.737275513e+01 +3.737275513e+01 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
288 +6.277455075e+01 +6.277455075e+01 +1.364455075e+01 +1.364455075e+01 +3.8215e+00 +3.5387e+00 +2.5549e+00 +6.9100e-01 +4.5371e+00 +2.3192e+00 -2.0195e+00 +2.3825e+00 +4.1472e+00 +4.6128e-01 -2.8717e+00 -1.3357e+00 +1.1427e+00 +1.4660e+00 +3.2576e-01 +1.1129e+00 +2.2570e-02 -2.3049e+00 -1.1726e+00 -9.4729e-01
380 +2.703451780e+01 +2.703451780e+01 -2.209548220e+01 -2.209548220e+01 +3.0188e+00 +3.5331e+00 +5.0000e+00 +2.1576e+00 +4.4095e+00 +2.4231e+00 -2.8134e+00 +5.0000e+00 +3.2664e+00 +5.0000e+00 -3.5036e+00 -1.7221e+00 +1.9202e+00 +3.8226e+00 +2.6362e+00 +3.9010e-01 +3.3636e+00 -4.5247e+00 -4.0453e-01 -2.2252e+00
554 +2.087801869e+01 +2.087801869e+01 -2.825198131e+01 -2.825198131e+01 +3.3595e+00 +3.3939e+00 +4.9005e+00 +0.0000e+00 +4.4083e+00 +2.6594e+00 -2.8445e+00 +3.4346e+00 +3.9821e+00 +3.4753e+00 -4.0495e+00 -4.0176e-01 +2.3128e+00 +3.2212e+00 +2.7434e+00 +1.2452e+00 +3.3918e+00 -3.7438e+00 -5.4410e-01 -1.9147e+00
792 +1.378622451e+01 +1.378622451e+01 -3.534377549e+01 -3.534377549e+01 +2.5246e+00 +4.0674e+00 +4.3508e+00 +1.0642e+00 +4.0951e+00 +3.2133e+00 -3.4507e+00 +3.5682e+00 +2.7358e+00 +4.5244e+00 -4.2089e+00 -2.8021e-01 +2.1367e+00 +4.5907e+00 +1.2090e+00 -4.8850e-01 +2.1976e+00 -3.9114e+00 -1.0103e+00 -2.6060e+00
1172 +9.408687882e+00 +9.408687882e+00 -3.972131212e+01 -3.972131212e+01 +2.0084e+00 +3.6181e+00 +4.8053e+00 +1.2681e-01 +4.1869e+00 +3.1867e+00 -2.5764e+00 +4.4165e+00 +3.9119e+00 +4.4119e+00 -3.9373e+00 -1.1222e+00 +2.4960e+00 +4.1795e+00 +2.2355e+00 -1.8014e-01 +2.1729e+00 -3.6694e+00 -8.0314e-01 -2.2169e+00
1615 +5.920836451e+00 +5.920836451e+00 -4.320916355e+01 -4.320916355e+01 +8.8430e-01 +4.0340e+00 +3.4655e+00 -4.7686e-01 +4.1398e+00 +3.2541e+00 -2.8198e+00 +4.5846e+00 +3.3307e+00 +4.1009e+00 -3.9092e+00 -1.3926e+00 +2.4470e+00 +4.1846e+00 +1.5213e+00 +1.8519e-02 +2.5119e+00 -3.1187e+00 -9.4284e-01 -2.0983e+00
2118 +3.796950008e+00 +3.796950008e+00 -4.533304999e+01 -4.533304999e+01 +1.8981e+00 +3.6871e+00 +3.3388e+00 -1.1544e-01 +4.2617e+00 +3.4567e+00 -2.7964e+00 +4.6206e+00 +3.7101e+00 +3.9906e+00 -3.8881e+00 -1.1372e+00 +2.7124e+00 +3.7292e+00 +1.4554e+00 +2.8236e-01 +2.6147e+00 -2.4463e+00 -1.3641e+00 -2.3283e+00
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.621086864e+01 +8.621086864e+01 +3.839408686e+02 +3.839408686e+02 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
135 +5.629041144e+01 +5.629041144e+01 +3.540204114e+02 +3.540204114e+02 +1.0897e+00 +2.8175e+00 -9.3110e-01 -1.0635e+00 +8.4332e-01 -1.1603e+00 +1.1662e+00 +6.1402e-01 +1.5683e+00 -8.2100e-01 -2.1969e+00 -2.7306e-01 +9.2774e-01 -1.1568e+00 +3.2711e+00 +1.0375e+00 +7.7681e-01 +2.7288e+00 -3.4153e+00 +1.9690e+00
335 +3.541540827e+01 +3.541540827e+01 +3.331454083e+02 +3.331454083e+02 -2.7379e+00 +4.1792e+00 +2.9785e+00 -1.0444e+00 +1.1315e+00 -1.8579e+00 +4.3874e-01 +5.5732e-01 +3.4328e+00 -2.5340e+00 -5.2519e-01 +2.0190e+00 +1.9561e+00 -1.5457e+00 +3.4924e+00 +7.8181e-01 +1.7124e+00 +2.2614e+00 -1.7155e+00 +2.4808e+00
435 +2.324437952e+01 +2.324437952e+01 +3.209743795e+02 +3.209743795e+02 -2.7338e+00 +3.6918e+00 -6.4536e-03 -2.3500e-03 +2.7024e+00 -1.9268e+00 -5.8681e-01 -3.9146e-01 +3.1604e+00 -2.9373e+00 +1.0917e-01 +1.9374e+00 +1.4778e+00 -1.5021e+00 +2.0371e+00 +8.2677e-01 +2.0511e+00 +2.2212e+00 -2.1911e+00 +2.9809e+00
668 +1.287601471e+01 +1.287601471e+01 +3.106060147e+02 +3.106060147e+02 -3.2612e+00 +3.5800e+00 +0.0000e+00 -8.5768e-01 +3.1979e+00 -1.5494e+00 -3.0013e-01 +7.5322e-01 +2.7060e+00 -3.1296e+00 -4.1236e-02 +2.2777e+00 -3.0983e-01 -7.0965e-01 +2.0795e+00 +2.3244e+00 +1.3866e+00 +1.8882e+00 -3.9316e+00 +2.5884e+00
1109 +9.163195454e+00 +9.163195454e+00 +3.068931955e+02 +3.068931955e+02 -2.1175e+00 +3.2308e+00 +3.2871e-01 -9.2555e-01 +2.7970e+00 -3.4213e+00 +2.8672e-01 +8.2682e-01 +2.0280e+00 -4.2751e+00 -7.3707e-01 +3.0162e+00 +3.3021e-01 -5.5557e-01 +1.6771e+00 +1.4609e+00 +1.4208e+00 +1.4991e+00 -3.1469e+00 +2.9803e+00
1551 +3.489939723e+00 +3.489939723e+00 +3.012199397e+02 +3.012199397e+02 -2.1790e+00 +3.0827e+00 +1.7547e-01 -1.7223e+00 +3.2858e+00 -2.2824e+00 -9.2068e-01 +1.0884e-01 +1.5282e+00 -3.8416e+00 -4.9748e-01 +2.1668e+00 -3.0269e-01 +3.2227e-01 +3.0035e+00 +2.2372e+00 +1.3130e+00 +9.5607e-01 -3.8757e+00 +3.9709e+00
2180 +2.318647799e+00 +2.318647799e+00 +3.000486478e+02 +3.000486478e+02 -1.8070e+00 +2.9402e+00 +6.6573e-01 -1.7887e+00 +3.6245e+00 -2.3718e+00 -8.8765e-01 -3.0218e-01 +1.1981e+00 -3.5520e+00 -4.4784e-01 +1.9281e+00 -3.4108e-01 +2.0860e-01 +3.0703e+00 +9.0949e-01 +1.1768e+00 +6.8558e-01 -3.3854e+00 +3.4264e+00
