% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.200539285e+06 +4.200539285e+06 +4.200484345e+06 +4.200484345e+06 -3.6027e+00 -2.0699e+00 +3.5106e+00 +3.0685e+00 -2.8123e+00 -4.8934e-01 -3.4558e+00 -9.8474e-01 -3.0853e+00 -8.4116e-01 -2.1535e+00 -1.2263e+00 +3.5582e+00 -2.3944e+00 -3.2741e+00 -7.4747e-01 -1.8481e+00 -1.8840e+00 +3.6564e+00 +3.5589e+00
5 +3.940416164e+06 +3.940416164e+06 +3.940361224e+06 +3.940361224e+06 -3.6026e+00 -2.7056e+00 +5.7006e+00 -6.7948e-01 -1.9559e+00 +1.3019e+00 -1.9938e+00 +1.7097e-01 -3.0047e+00 +5.1301e-01 -1.0157e+00 -1.7376e+00 +2.8032e+00 -2.9861e+00 -6.2244e+00 -1.2155e+00 -1.6112e+00 -1.2543e+00 +6.5434e+00 +2.8570e+00
64 +9.810984560e+05 +9.810984560e+05 +9.810435160e+05 +9.810435160e+05 -4.2255e+00 -1.1433e+00 +4.6307e+00 +4.2516e+00 +2.7526e+00 +5.9729e+00 +3.5585e-01 -2.2668e+00 -6.2044e+00 +1.1654e+00 -5.5565e-01 +1.0209e+00 +2.2468e+00 -1.3767e+00 +1.9337e+00 -1.0110e+00 -3.2525e+00 -2.2786e+00 +8.0511e+00 +9.4895e-02
270 +5.979435465e+05 +5.979435465e+05 +5.978886065e+05 +5.978886065e+05 -2.7428e+00 -2.4223e+00 +2.1886e+00 +7.7420e+00 +1.3066e+00 +3.4569e+00 +2.8788e-01 -3.6166e+00 -6.5209e+00 +5.1938e+00 -2.2010e+00 +1.2289e+00 +1.8425e+00 -4.5432e+00 +3.4159e+00 -2.7149e+00 -4.0118e+00 -3.4734e+00 +5.8275e+00 +2.5720e+00
396 +3.910295315e+05 +3.910295315e+05 +3.909745915e+05 +3.909745915e+05 -3.1463e+00 -6.0447e+00 +2.4034e+00 +9.8244e+00 +1.2513e+00 +4.6831e+00 +7.0584e-02 -5.2824e+00 -7.6400e+00 +3.7912e+00 +5.1601e-01 +2.1209e+00 +1.0402e+00 -2.4493e+00 +1.3990e+00 -1.8234e+00 -4.6997e+00 -2.2565e+00 +8.2242e+00 +3.1156e+00
543 +2.293626371e+05 +2.293626371e+05 +2.293076971e+05 +2.293076971e+05 -3.4474e+00 -6.3298e+00 +1.7542e+00 +8.0679e+00 +2.3190e-01 +2.9000e+00 -5.5816e-01 -5.0690e+00 -7.8290e+00 +4.9907e+00 +2.0361e+00 +3.2990e+00 +3.0118e+00 -1.2097e-01 +2.5344e+00 -2.0935e+00 -4.0648e+00 -3.3212e+00 +6.9059e+00 +2.4346e+00
723 +1.402737185e+05 +1.402737185e+05 +1.402187785e+05 +1.402187785e+05 -4.2765e+00 -5.0903e+00 +9.0623e-01 +8.0168e+00 +9.7017e-01 +3.2492e+00 +9.4081e-02 -5.3111e+00 -5.9800e+00 +3.3709e+00 -5.6633e-01 +2.5770e+00 +3.2338e+00 -1.0731e+00 +1.7347e+00 -3.2904e+00 -3.7435e+00 -3.4649e+00 +7.1247e+00 +2.5857e+00
897 +8.633154960e+04 +8.633154960e+04 +8.627660960e+04 +8.627660960e+04 -3.3244e+00 -5.4003e+00 +1.5370e+00 +6.4353e+00 +1.6665e+00 +2.1347e+00 +4.2061e-01 -4.5220e+00 -6.7725e+00 +4.2005e+00 +9.3852e-01 +3.3363e+00 +3.1882e+00 -1.2392e+00 +2.8400e+00 -1.6620e+00 -3.6817e+00 -3.3232e+00 +7.2365e+00 +2.3159e+00
1128 +6.287312616e+04 +6.287312616e+04 +6.281818616e+04 +6.281818616e+04 -4.1702e+00 -5.2501e+00 +1.0417e+00 +5.7796e+00 +1.9424e+00 +3.2601e-01 +5.2440e-01 -4.8313e+00 -5.7565e+00 +2.7011e+00 +1.4103e+00 +2.1364e+00 +2.4857e+00 -2.2096e+00 +3.3204e+00 -1.9135e+00 -3.1826e+00 -3.3807e+00 +6.2034e+00 +2.8936e+00
1572 +3.696235558e+04 +3.696235558e+04 +3.690741558e+04 +3.690741558e+04 -3.6766e+00 -4.6311e+00 +1.6730e-01 +5.2157e+00 +2.3183e+00 -4.2559e-01 +9.0012e-01 -4.2806e+00 -5.4759e+00 +1.7262e+00 +1.4274e+00 +1.0725e+00 +2.0306e+00 -3.8593e+00 +3.3412e+00 -1.7177e+00 -2.8835e+00 -3.0519e+00 +6.8550e+00 +2.9639e+00
1721 +2.351086583e+04 +2.351086583e+04 +2.345592583e+04 +2.345592583e+04 -3.5906e+00 -4.1402e+00 +3.3432e-01 +4.8598e+00 +2.3556e+00 -7.4799e-01 +1.1335e+00 -3.7564e+00 -5.2292e+00 +1.6692e+00 +1.6835e+00 +1.0381e+00 +2.0194e+00 -4.2178e+00 +3.1800e+00 -6.9768e-01 -2.3211e+00 -2.9301e+00 +6.3629e+00 +2.8841e+00
2095 +1.539861739e+04 +1.539861739e+04 +1.534367739e+04 +1.534367739e+04 -3.4518e+00 -4.1619e+00 -7.3918e-02 +4.8075e+00 +1.9654e+00 -1.1697e+00 +1.1561e+00 -3.7670e+00 -5.1666e+00 +1.8658e+00 +2.3073e+00 +8.4081e-01 +1.9539e+00 -4.3760e+00 +3.5128e+00 -3.6343e-01 -1.9811e+00 -2.5174e+00 +6.2369e+00 +2.8554e+00
2250 +9.860516340e+03 +9.860516340e+03 +9.805576340e+03 +9.805576340e+03 -3.4891e+00 -4.5013e+00 -2.4679e-02 +4.4190e+00 +2.1785e+00 -1.4671e+00 +8.1672e-01 -3.7843e+00 -5.0121e+00 +1.9979e+00 +2.7646e+00 +6.0539e-01 +2.2065e+00 -4.5441e+00 +3.8475e+00 +4.8944e-01 -2.0715e+00 -2.6362e+00 +6.4035e+00 +2.9134e+00
2487 +5.238921101e+03 +5.238921101e+03 +5.183981101e+03 +5.183981101e+03 -3.5771e+00 -4.1352e+00 -2.0673e-01 +4.2265e+00 +2.1698e+00 -1.6143e+00 +8.4498e-01 -4.0199e+00 -4.6383e+00 +1.8154e+00 +3.4440e+00 +2.5843e-01 +2.1851e+00 -5.0322e+00 +3.7843e+00 +7.5963e-01 -1.5106e+00 -2.4864e+00 +6.1457e+00 +2.9330e+00
2747 +3.914124575e+03 +3.914124575e+03 +3.859184575e+03 +3.859184575e+03 -3.6953e+00 -3.9590e+00 -2.2039e-01 +3.9365e+00 +2.0509e+00 -2.0302e+00 +9.5683e-01 -3.9928e+00 -4.2385e+00 +1.9081e+00 +3.4551e+00 -5.3004e-03 +2.0525e+00 -4.7096e+00 +3.6041e+00 +1.3842e+00 -1.2049e+00 -1.9776e+00 +6.1650e+00 +2.5401e+00
3028 +2.479313696e+03 +2.479313696e+03 +2.424373696e+03 +2.424373696e+03 -3.7802e+00 -4.0297e+00 -3.2073e-01 +4.1122e+00 +1.9930e+00 -2.0403e+00 +1.0382e+00 -4.1432e+00 -4.1441e+00 +1.8983e+00 +3.7567e+00 +9.9365e-02 +2.2235e+00 -4.6037e+00 +3.8170e+00 +1.5951e+00 -1.1036e+00 -1.9460e+00 +6.0534e+00 +2.4671e+00
3614 +1.552861826e+03 +1.552861826e+03 +1.497921826e+03 +1.497921826e+03 -3.7655e+00 -4.0754e+00 -2.1155e-01 +4.1440e+00 +1.9017e+00 -1.8929e+00 +1.2370e+00 -4.2818e+00 -4.1554e+00 +2.0542e+00 +4.1168e+00 +3.3951e-01 +2.4470e+00 -4.4747e+00 +3.9244e+00 +1.9566e+00 -1.0126e+00 -1.9584e+00 +5.8191e+00 +2.3958e+00
4532 +9.983387420e+02 +9.983387420e+02 +9.433987420e+02 +9.433987420e+02 -3.9877e+00 -4.0692e+00 -1.0284e-01 +4.3984e+00 +1.6789e+00 -1.9457e+00 +1.4892e+00 -4.3819e+00 -3.9271e+00 +2.4035e+00 +4.1383e+00 +5.7344e-01 +2.7111e+00 -4.0620e+00 +4.0070e+00 +2.3998e+00 -8.1674e-01 -1.8060e+00 +5.5544e+00 +2.1139e+00
