% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.618737000e+01 +8.618737000e+01 -9.138126300e+02 -9.138126300e+02 -4.4864e-01 -2.6774e+00 -1.2936e-01 +2.8194e+00 -5.4496e-02 +2.1938e+00 -3.0336e+00 -2.5857e+00 -3.8053e+00 +9.7098e-01 +1.5532e+00 +2.8765e+00 +1.7391e+00 +2.9500e+00 -1.9322e+00 -2.4837e+00 +1.6982e-01 +1.8865e+00 +2.2301e+00 +3.1271e+00
80 +6.018576508e+01 +6.018576508e+01 -9.398142349e+02 -9.398142349e+02 -2.3940e+00 -1.1155e+00 -7.5719e-01 -2.4940e+00 +2.3619e+00 -3.7390e+00 -3.8517e-02 -4.0572e+00 +3.2977e+00 -1.2702e+00 +5.3612e+00 -5.8717e-01 +3.5461e+00 -6.2984e-01 -1.0611e+00 -3.6368e+00 +1.5995e+00 +1.2197e+00 +3.6046e+00 -2.7653e+00
124 +3.331553845e+01 +3.331553845e+01 -9.666844615e+02 -9.666844615e+02 -2.3315e+00 -3.5672e+00 +2.5026e+00 -3.0555e+00 +7.3944e-01 -1.9233e+00 -2.2213e+00 -1.8582e+00 +4.5038e+00 +2.1789e+00 +3.0975e+00 -1.1485e+00 +8.5935e-01 -1.6576e-01 -1.4841e+00 -4.2802e+00 +6.2264e-01 +8.4573e-01 +8.0960e-01 -2.5662e+00
275 +2.221549576e+01 +2.221549576e+01 -9.777845042e+02 -9.777845042e+02 -2.1535e+00 -2.8327e+00 +1.5351e+00 -5.7778e+00 +1.6432e+00 -2.4469e+00 +2.5436e-01 -3.6343e+00 +2.9910e+00 +2.2102e+00 +2.6379e+00 -1.0735e+00 +2.5198e+00 +4.7197e-02 +7.7245e-02 -3.7090e+00 +9.9847e-01 +1.0913e+00 +1.4306e+00 -2.9375e+00
317 +1.207420502e+01 +1.207420502e+01 -9.879257950e+02 -9.879257950e+02 -3.7596e+00 -2.3646e+00 +2.4348e+00 -4.9062e+00 +1.3324e+00 -2.3203e+00 -7.9003e-01 -3.7576e+00 +1.6154e+00 +1.3743e+00 +2.5963e+00 -9.1181e-01 +1.4474e+00 +3.4834e-02 -5.3016e-01 -2.7191e+00 +1.0494e+00 +3.6807e-01 +1.0960e+00 -1.8474e+00
379 +9.362689609e+00 +9.362689609e+00 -9.906373104e+02 -9.906373104e+02 -3.7829e+00 -3.2169e+00 +2.3190e+00 -4.3120e+00 -3.4769e-01 -2.7914e+00 -1.0014e+00 -4.8799e+00 +3.2853e+00 +2.2940e+00 +3.7276e+00 -1.7476e-01 +1.5074e+00 -1.1076e+00 -1.1922e+00 -3.9080e+00 +2.6391e+00 +3.3507e-01 -8.5853e-02 -2.4347e+00
448 +6.283674911e+00 +6.283674911e+00 -9.937163251e+02 -9.937163251e+02 -3.9712e+00 -1.5490e+00 +1.6252e+00 -3.8596e+00 +1.3625e+00 -3.2240e+00 -1.0836e+00 -4.3615e+00 +2.2012e+00 +1.8544e+00 +4.0042e+00 -2.0434e+00 +1.9528e+00 -1.1788e+00 -3.3914e-01 -3.4578e+00 +2.6768e+00 +2.2438e-01 +1.4606e-01 -2.2690e+00
519 +3.448973205e+00 +3.448973205e+00 -9.965510268e+02 -9.965510268e+02 -4.1071e+00 -2.1523e+00 +1.3924e+00 -4.4806e+00 +9.6892e-01 -3.7522e+00 -1.3394e+00 -4.2089e+00 +1.8540e+00 +2.1596e+00 +3.4581e+00 -1.5781e+00 +2.2325e+00 -6.5017e-01 -2.0121e+00 -3.8437e+00 +1.6897e+00 -2.4816e-01 +1.1201e-01 -1.7807e+00
582 +2.459405369e+00 +2.459405369e+00 -9.975405946e+02 -9.975405946e+02 -3.5135e+00 -1.8995e+00 +1.2373e+00 -4.5643e+00 +9.6429e-01 -3.4130e+00 -1.2353e+00 -4.7050e+00 +2.0124e+00 +2.1481e+00 +3.6049e+00 -1.4164e+00 +2.0210e+00 -9.3291e-01 -1.6480e+00 -3.9273e+00 +2.1710e+00 +1.7672e-01 +6.0100e-01 -2.4454e+00
23197 +1.433563736e+00 +1.433563736e+00 -9.985664363e+02 -9.985664363e+02 +1.2850e+00 -1.8327e+00 +9.7203e-01 +3.6452e+00 -4.5972e+00 +6.5328e-01 -2.1272e+00 +3.6506e+00 +3.9334e+00 -5.8707e-01 -3.4063e+00 +1.8608e+00 -2.8517e+00 -2.5991e+00 -1.0873e+00 -2.5389e-02 +3.3287e+00 +3.6352e+00 +3.8801e+00 +2.8928e+00
