% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.577720341e+05 +3.577720341e+05 +3.579211841e+05 +3.579211841e+05 +3.6786e+00 -1.6428e+00 +1.7182e+00 +1.9339e+00 +6.9019e-01 +1.0215e+00 +3.1956e+00 -2.9579e+00 +5.3972e-01 +1.7793e+00 -1.1740e+00 -3.9609e+00 -3.6664e+00 +6.3268e-01 -3.9006e+00 +3.3873e+00 +2.0842e+00 -3.4676e+00 +1.9488e+00 +3.2434e+00
9 +2.191292063e+05 +2.191292063e+05 +2.192783563e+05 +2.192783563e+05 +3.0174e+00 -3.3301e+00 +2.7138e+00 +4.9109e+00 -4.0276e-01 -6.7197e-01 +2.7029e+00 -1.6318e+00 -1.1687e+00 -6.2330e-01 -1.4138e+00 -4.0915e+00 -2.6958e+00 -5.5830e-01 -4.1999e+00 +2.5178e+00 +1.9255e+00 -3.9729e-01 +7.3580e-01 +5.4863e-01
34 +1.205947406e+05 +1.205947406e+05 +1.207438906e+05 +1.207438906e+05 +3.3663e+00 -1.4764e+00 +3.9063e-02 +3.0350e+00 -2.9903e+00 -3.5205e-01 +2.4014e+00 -2.2906e+00 -1.9218e+00 -5.7976e-02 -1.8770e+00 -1.9093e+00 -2.0364e+00 +9.2702e-01 -4.0033e+00 +1.8099e+00 +8.6085e-01 -2.9314e+00 +1.3969e+00 +4.2677e+00
50 +7.427827937e+04 +7.427827937e+04 +7.442742937e+04 +7.442742937e+04 -1.6513e+00 +2.7747e-01 -8.8306e-01 +3.2948e+00 -2.7040e-01 +9.3649e-01 -7.8179e-01 -4.2424e+00 -1.9313e+00 -2.5751e+00 -5.4794e-01 -2.2848e+00 -1.2076e+00 +2.4149e+00 -2.8979e+00 +1.2944e+00 -2.9576e-01 -1.2241e+00 +3.3347e-01 -4.6260e-01
63 +3.330719299e+04 +3.330719299e+04 +3.345634299e+04 +3.345634299e+04 +1.2495e+00 -3.4383e-01 -8.6569e-01 +3.7395e+00 -5.6416e+00 -2.7598e-01 +6.6553e-01 -3.3422e-01 -1.1603e+00 -2.3860e+00 -3.1786e+00 -1.1787e+00 +1.7388e+00 +9.0182e-01 -1.5179e+00 +2.2887e-01 +1.5574e+00 -2.9839e+00 +7.9051e-01 +4.9446e+00
86 +2.195110092e+04 +2.195110092e+04 +2.210025092e+04 +2.210025092e+04 +5.6821e-01 -2.8222e+00 -2.7306e-01 +2.4152e+00 -3.2080e+00 -4.8560e-01 -1.6226e-01 -2.8680e+00 +1.4643e+00 -2.6919e+00 -1.9237e+00 +4.8115e-01 -7.2804e-01 -2.4932e+00 -2.1001e+00 +3.0592e-01 +6.8530e-01 -1.3940e+00 -1.0952e+00 +3.6788e+00
183 +1.549298440e+04 +1.549298440e+04 +1.564213440e+04 +1.564213440e+04 -6.0839e-01 -1.5187e+00 -9.1860e-01 +2.0416e+00 -3.9448e+00 -2.4731e+00 -1.9911e+00 -1.2773e+00 -3.4385e+00 -5.8224e-02 -3.9240e+00 +5.7548e-01 +3.5988e+00 +2.9255e-01 +8.0193e-01 -7.8181e-01 +1.4887e+00 -1.9210e+00 -1.2686e+00 +1.9375e+00
240 +7.924409855e+03 +7.924409855e+03 +8.073559855e+03 +8.073559855e+03 +7.0235e-01 -2.5139e+00 -1.4549e+00 +6.5585e-01 -3.5453e+00 -2.6389e+00 -1.1318e+00 -8.0930e-01 +2.4018e-01 -2.2101e+00 -1.3404e+00 -7.0127e-01 +3.6355e+00 -1.3462e+00 -8.4205e-01 +1.0591e-01 +1.0661e+00 +3.7233e-01 -1.1362e+00 +2.6185e+00
250 +6.230988003e+03 +6.230988003e+03 +6.380138003e+03 +6.380138003e+03 +3.0392e-01 -2.0024e+00 -1.3343e+00 -1.3767e-01 -2.4868e+00 +9.4692e-02 -1.9084e-01 -1.2557e+00 +8.2947e-01 -2.5847e-01 -2.1280e+00 +1.7864e+00 +3.3925e+00 +1.5192e-01 -1.6018e+00 -3.5016e-01 -4.3920e-01 +2.5622e-03 +9.3451e-02 +3.5724e+00
337 +3.374389757e+03 +3.374389757e+03 +3.523539757e+03 +3.523539757e+03 +2.6732e-02 -1.6155e+00 -5.0041e-01 +1.6221e+00 -2.2083e+00 -1.2436e+00 +2.0000e-01 -2.4420e-01 -4.2490e-01 +2.0997e-01 -2.1676e+00 +2.4555e-01 +2.6994e+00 -1.4844e-01 -1.9528e+00 -3.7981e-01 +5.7962e-02 -9.1919e-01 -3.2821e-01 +1.8742e+00
