% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.852359644e+06 +5.852359644e+06 +5.852304704e+06 +5.852304704e+06 +2.9687e+00 +3.1353e+00 +3.2453e+00 -3.0366e+00 -6.3437e-01 +5.4227e-01 -4.0515e+00 -4.0572e+00 -2.3369e+00 -3.4323e+00
5 +1.533510567e+06 +1.533510567e+06 +1.533455627e+06 +1.533455627e+06 -3.0028e+00 +3.8879e+00 -1.7670e-01 +2.0426e+00 +3.2494e+00 +2.4393e+00 -1.7382e+00 +2.9326e+00 -3.6589e+00 +4.1792e+00
45 +8.488306112e+05 +8.488306112e+05 +8.487756712e+05 +8.487756712e+05 -5.0000e+00 +7.0270e-01 -1.1928e+00 +2.0926e+00 +2.5600e+00 +5.0000e+00 -3.5968e+00 +2.3207e+00 -5.0000e+00 +5.0000e+00
66 +5.842276529e+05 +5.842276529e+05 +5.841727129e+05 +5.841727129e+05 -1.5574e+00 +8.2496e-01 -1.5891e+00 +1.7426e+00 +3.7686e+00 +1.6268e+00 -8.7426e-01 +5.0000e+00 -2.1383e+00 +5.0000e+00
153 +1.736683813e+05 +1.736683813e+05 +1.736134413e+05 +1.736134413e+05 -2.7102e+00 +2.7767e+00 +8.1230e-01 +1.9154e-01 +3.5062e+00 +1.5040e+00 -2.6628e+00 +2.2345e+00 -1.5134e+00 +0.0000e+00
155 +1.109368275e+05 +1.109368275e+05 +1.108818875e+05 +1.108818875e+05 -2.3677e+00 +1.7355e+00 -1.0676e+00 +2.1994e+00 +3.4675e+00 +2.9421e+00 -2.4266e+00 +2.2844e+00 -2.1743e+00 +0.0000e+00
401 +7.460669358e+04 +7.460669358e+04 +7.455175358e+04 +7.455175358e+04 -3.6618e+00 -4.9511e-01 +9.9608e-01 +2.5782e+00 +2.7104e+00 +3.1563e+00 -1.5779e+00 +1.5256e+00 -2.2829e+00 +9.8965e-01
622 +3.609277102e+04 +3.609277102e+04 +3.603783102e+04 +3.603783102e+04 -3.6139e+00 +2.7324e-01 +8.5415e-01 +2.2739e+00 +2.7802e+00 +3.1769e+00 -1.4209e+00 +1.8978e+00 -3.0435e+00 +4.1092e-01
982 +2.304844704e+04 +2.304844704e+04 +2.299350704e+04 +2.299350704e+04 -3.5886e+00 -2.2780e-01 +1.7225e-01 +2.8982e+00 +2.8370e+00 +3.1833e+00 -1.5243e+00 +1.8926e+00 -2.9009e+00 +3.5087e-01
1222 +1.508323815e+04 +1.508323815e+04 +1.502829815e+04 +1.502829815e+04 -3.5829e+00 -2.3169e-01 -2.3857e-02 +3.1068e+00 +2.8629e+00 +3.1849e+00 -1.5328e+00 +1.8841e+00 -2.7479e+00 +3.8737e-01
2007 +9.106866541e+03 +9.106866541e+03 +9.051926541e+03 +9.051926541e+03 -3.7602e+00 -1.6202e-01 -1.6217e-01 +3.0725e+00 +2.8623e+00 +3.4975e+00 -1.6050e+00 +1.7395e+00 -2.7990e+00 -5.8112e-01
2546 +6.172727956e+03 +6.172727956e+03 +6.117787956e+03 +6.117787956e+03 -3.7871e+00 -4.0362e-01 -3.8832e-01 +3.0984e+00 +3.0716e+00 +3.4783e+00 -1.7390e+00 +1.1590e+00 -2.9618e+00 -1.9380e-01
