% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.109118956e+04 +4.109118956e+04 +4.054468956e+04 +4.054468956e+04 +4.9545e+00 -4.0609e+00 +7.2573e-01 +2.6378e+00 +1.1234e+00
3 +1.169749562e+04 +1.169749562e+04 +1.115099562e+04 +1.115099562e+04 -2.1261e+00 -6.3001e-01 +2.8282e+00 -4.3711e+00 +7.7431e-01
6 +5.812928408e+03 +5.812928408e+03 +5.266428408e+03 +5.266428408e+03 +5.8769e-01 -1.4513e+00 +3.7443e+00 +1.7083e+00 +1.3658e+00
16 +3.313155547e+03 +3.313155547e+03 +2.766655547e+03 +2.766655547e+03 +4.3121e+00 +4.5535e+00 -8.8818e-01 -2.7110e+00 -1.7077e-01
25 +2.694821664e+01 +2.694821664e+01 -5.195517834e+02 -5.195517834e+02 -2.5957e+00 +1.4268e+00 +2.6132e+00 -2.0304e+00 +1.1261e+00
143 +5.578038888e+00 +5.578038888e+00 -5.409219611e+02 -5.409219611e+02 -3.0866e-01 +1.5854e+00 +3.4863e-01 -7.6426e-01 +1.1320e+00
261 +2.034733072e+00 +2.034733072e+00 -5.444652669e+02 -5.444652669e+02 -2.1355e+00 +2.2458e+00 +1.4517e+00 -2.3998e+00 +9.2617e-01
1122 +1.448354768e+00 +1.448354768e+00 -5.450516452e+02 -5.450516452e+02 -2.2962e+00 +2.0675e+00 +2.2095e+00 -2.1426e+00 +1.2268e+00
1326 +4.063329574e-01 +4.063329574e-01 -5.460936670e+02 -5.460936670e+02 -2.1396e+00 +2.0573e+00 +2.1103e+00 -2.0545e+00 +2.1665e+00
1452 +2.471436100e-01 +2.471436100e-01 -5.462528564e+02 -5.462528564e+02 -2.2002e+00 +2.0091e+00 +2.1660e+00 -2.0829e+00 +2.1241e+00
2150 +1.423999717e-01 +1.423999717e-01 -5.463576000e+02 -5.463576000e+02 -2.1136e+00 +2.1314e+00 +2.0905e+00 -2.1296e+00 +2.1303e+00
2176 +6.099837763e-02 +6.099837763e-02 -5.464390016e+02 -5.464390016e+02 -2.1172e+00 +2.1099e+00 +2.0808e+00 -2.1293e+00 +2.1136e+00
2280 +3.550334783e-02 +3.550334783e-02 -5.464644967e+02 -5.464644967e+02 -2.1000e+00 +2.1117e+00 +2.0787e+00 -2.1234e+00 +2.1088e+00
2434 +2.316734272e-02 +2.316734272e-02 -5.464768327e+02 -5.464768327e+02 -2.0898e+00 +2.0823e+00 +2.1065e+00 -2.0955e+00 +2.1013e+00
2512 +1.463061043e-02 +1.463061043e-02 -5.464853694e+02 -5.464853694e+02 -2.1244e+00 +2.1089e+00 +2.1121e+00 -2.1125e+00 +2.1074e+00
2561 +7.697981400e-03 +7.697981400e-03 -5.464923020e+02 -5.464923020e+02 -2.1161e+00 +2.0855e+00 +2.1050e+00 -2.1043e+00 +2.1022e+00
2626 +4.483642628e-03 +4.483642628e-03 -5.464955164e+02 -5.464955164e+02 -2.1103e+00 +2.0900e+00 +2.1104e+00 -2.1043e+00 +2.1022e+00
2656 +2.917798522e-03 +2.917798522e-03 -5.464970822e+02 -5.464970822e+02 -2.1155e+00 +2.1012e+00 +2.1065e+00 -2.1004e+00 +2.1088e+00
2703 +1.172550526e-03 +1.172550526e-03 -5.464988274e+02 -5.464988274e+02 -2.1042e+00 +2.0994e+00 +2.1105e+00 -2.1036e+00 +2.1056e+00
2851 +8.130094894e-04 +8.130094894e-04 -5.464991870e+02 -5.464991870e+02 -2.1057e+00 +2.0998e+00 +2.1043e+00 -2.1068e+00 +2.1034e+00
2885 +4.544385841e-04 +4.544385841e-04 -5.464995456e+02 -5.464995456e+02 -2.1009e+00 +2.1056e+00 +2.1044e+00 -2.1030e+00 +2.1061e+00
3027 +1.139500991e-04 +1.139500991e-04 -5.464998860e+02 -5.464998860e+02 -2.1052e+00 +2.1052e+00 +2.1029e+00 -2.1052e+00 +2.1048e+00
3076 +4.844699015e-05 +4.844699015e-05 -5.464999516e+02 -5.464999516e+02 -2.1052e+00 +2.1052e+00 +2.1037e+00 -2.1052e+00 +2.1045e+00
3229 +1.740534481e-05 +1.740534481e-05 -5.464999826e+02 -5.464999826e+02 -2.1048e+00 +2.1048e+00 +2.1053e+00 -2.1045e+00 +2.1047e+00
3326 +1.386234999e-05 +1.386234999e-05 -5.464999861e+02 -5.464999861e+02 -2.1048e+00 +2.1048e+00 +2.1049e+00 -2.1045e+00 +2.1047e+00
3417 +3.541173669e-06 +3.541173669e-06 -5.464999965e+02 -5.464999965e+02 -2.1048e+00 +2.1049e+00 +2.1049e+00 -2.1047e+00 +2.1047e+00
3501 +2.093141120e-06 +2.093141120e-06 -5.464999979e+02 -5.464999979e+02 -2.1048e+00 +2.1049e+00 +2.1047e+00 -2.1047e+00 +2.1049e+00
3601 +9.265987728e-07 +9.265987728e-07 -5.464999991e+02 -5.464999991e+02 -2.1048e+00 +2.1049e+00 +2.1047e+00 -2.1049e+00 +2.1049e+00
3751 +5.992171737e-07 +5.992171737e-07 -5.464999994e+02 -5.464999994e+02 -2.1048e+00 +2.1049e+00 +2.1047e+00 -2.1049e+00 +2.1049e+00
3866 +2.418448730e-07 +2.418448730e-07 -5.464999998e+02 -5.464999998e+02 -2.1048e+00 +2.1049e+00 +2.1049e+00 -2.1049e+00 +2.1048e+00
3879 +1.332527972e-07 +1.332527972e-07 -5.464999999e+02 -5.464999999e+02 -2.1048e+00 +2.1048e+00 +2.1049e+00 -2.1049e+00 +2.1048e+00
3902 +5.998890629e-08 +5.998890629e-08 -5.464999999e+02 -5.464999999e+02 -2.1048e+00 +2.1049e+00 +2.1048e+00 -2.1049e+00 +2.1049e+00
3926 +3.769048362e-08 +3.769048362e-08 -5.465000000e+02 -5.465000000e+02 -2.1048e+00 +2.1049e+00 +2.1048e+00 -2.1049e+00 +2.1048e+00
3951 +9.699078873e-09 +9.699078873e-09 -5.465000000e+02 -5.465000000e+02 -2.1048e+00 +2.1048e+00 +2.1048e+00 -2.1049e+00 +2.1048e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.197018754e+04 +3.197018754e+04 +3.297018754e+04 +3.297018754e+04 -2.4503e+00 +1.2713e+00 -3.9797e+00 +3.2475e+00 -4.1656e-01
2 +2.014356158e+04 +2.014356158e+04 +2.114356158e+04 +2.114356158e+04 +2.9593e+00 -4.8549e+00 -7.0526e-01 +2.1835e-01 -4.7582e-01
3 +8.467548971e+03 +8.467548971e+03 +9.467548971e+03 +9.467548971e+03 +2.7171e+00 +2.7216e+00 -1.3920e+00 -1.5442e+00 -3.8230e+00
6 +2.518028647e+03 +2.518028647e+03 +3.518028647e+03 +3.518028647e+03 +1.9785e-01 -1.2493e+00 +9.9168e-01 -3.2107e+00 -1.1645e+00
62 +2.415147657e+03 +2.415147657e+03 +3.415147657e+03 +3.415147657e+03 -4.0732e-01 -2.1258e+00 -3.2499e+00 -6.7751e-01 -3.1747e+00
108 +3.716386466e+02 +3.716386466e+02 +1.371638647e+03 +1.371638647e+03 +2.2151e+00 -2.1185e-01 -6.8963e-01 -3.0101e+00 -2.0960e+00
151 +1.833081153e+02 +1.833081153e+02 +1.183308115e+03 +1.183308115e+03 +2.2151e+00 +1.2031e+00 +5.8311e-01 -3.0101e+00 -2.0960e+00
154 +1.100630165e+02 +1.100630165e+02 +1.110063017e+03 +1.110063017e+03 -1.5848e+00 +1.2713e+00 -1.5944e+00 -1.1488e+00 -2.6307e+00
222 +4.624538861e+00 +4.624538861e+00 +1.004624539e+03 +1.004624539e+03 +1.0314e+00 +1.2579e+00 -4.5079e-01 -1.5977e+00 -1.5590e+00
303 +3.595466128e+00 +3.595466128e+00 +1.003595466e+03 +1.003595466e+03 +7.7009e-01 +1.2579e+00 -2.4620e+00 -1.5977e+00 -1.5590e+00
