% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.716494931e+05 +5.716494931e+05 +5.717986431e+05 +5.717986431e+05 -4.7637e+00 +3.6768e+00 -4.1121e+00 +7.2967e-02 +9.9667e-01 -4.5099e-01 -2.9894e+00 +3.3343e+00 -1.7195e+00 -2.2651e+00 -1.6761e+00 +3.7865e+00 +4.0945e+00 -3.7126e+00 +1.8483e+00 +1.7040e+00 -7.8869e-01 -2.1392e+00 +4.5815e+00 -2.7263e+00
2 +2.304337769e+05 +2.304337769e+05 +2.305829269e+05 +2.305829269e+05 +7.1176e-01 -1.4258e+00 +4.3926e+00 -2.9589e+00 -4.8554e+00 -3.8862e+00 +1.8577e+00 -2.8538e+00 -8.8330e-01 +3.1443e+00 +5.2376e-02 -4.1867e+00 +2.9444e+00 -1.1565e-01 +1.2186e+00 -4.0616e+00 -3.1418e+00 -2.6017e+00 -1.9362e+00 -3.0813e+00
6 +1.576524171e+05 +1.576524171e+05 +1.578015671e+05 +1.578015671e+05 +1.5797e+00 +1.1291e+00 +1.2923e+00 -1.7445e+00 -1.3885e+00 -1.9926e+00 -2.9892e+00 -2.2883e+00 -2.6740e+00 -1.3366e+00 -2.9683e+00 +3.2960e+00 +4.1243e+00 +8.2016e-01 -2.0807e+00 +4.2160e+00 -2.7270e+00 -3.1794e-02 -2.8350e+00 +2.0590e+00
15 +6.578139798e+04 +6.578139798e+04 +6.593054798e+04 +6.593054798e+04 -6.6518e-01 -5.2087e-01 -2.5344e+00 -2.5685e+00 -8.5049e-02 +1.1073e+00 +9.9295e-01 -3.6008e+00 -2.1435e+00 -3.8759e+00 -9.7195e-01 -1.8803e+00 +4.3692e+00 -1.2361e+00 -8.8537e-01 -1.4012e+00 -1.4130e-02 +2.4644e+00 -1.8139e+00 +4.0012e+00
20 +6.237702943e+04 +6.237702943e+04 +6.252617943e+04 +6.252617943e+04 +8.6256e-01 -1.8616e+00 -1.9538e+00 +2.2207e+00 -1.2048e+00 +1.2254e+00 -9.1845e-01 -1.4365e+00 +2.5799e+00 +1.3616e+00 -3.4153e+00 -2.1852e-01 -2.2665e+00 -2.3216e+00 -2.7474e+00 -9.6265e-01 +1.2850e+00 -2.0240e-01 -2.4874e+00 +7.0485e-01
56 +3.824902550e+04 +3.824902550e+04 +3.839817550e+04 +3.839817550e+04 +1.5030e-01 -5.9672e-01 -2.7528e+00 +4.6183e-01 -4.3955e+00 -4.4764e-01 -4.1743e+00 -2.4238e+00 +2.3260e+00 -4.9806e-01 -1.5688e+00 -1.7040e+00 -2.2254e-01 -4.1798e+00 -2.0244e+00 -7.3988e-02 -3.0798e+00 +1.2526e+00 -5.0000e+00 +3.0215e+00
254 +2.324076923e+04 +2.324076923e+04 +2.338991923e+04 +2.338991923e+04 +1.2744e+00 -8.2216e-01 +1.1091e+00 +3.2693e+00 -4.1479e+00 -3.6665e+00 -1.5190e+00 +6.1773e-01 -1.2527e+00 +9.8920e-01 -3.7991e+00 -1.4953e-01 +1.6549e+00 +7.3416e-01 -3.3612e+00 -4.0688e-01 +1.2669e-01 -1.5317e+00 -2.7179e+00 +0.0000e+00
341 +1.451903521e+04 +1.451903521e+04 +1.466818521e+04 +1.466818521e+04 -5.7475e-01 -3.8284e-01 -8.2717e-01 +2.8090e+00 -2.0375e+00 -2.3557e+00 -7.6690e-01 +1.9703e-01 -7.7747e-01 +8.3453e-01 -5.0000e+00 +7.5891e-01 +2.2205e+00 -1.8796e+00 -2.5068e+00 -5.3228e-01 -6.3349e-01 +6.7194e-01 -2.5281e+00 +3.7694e+00
761 +9.155035183e+03 +9.155035183e+03 +9.304185183e+03 +9.304185183e+03 -1.8774e+00 -1.6261e+00 -3.5285e-01 +3.3358e-01 -4.8252e+00 -2.3846e+00 -1.3487e+00 -1.4142e-01 +0.0000e+00 +1.1761e+00 -5.0000e+00 +6.7430e-01 +2.2081e+00 +0.0000e+00 -2.9249e+00 -2.4751e+00 +7.8267e-01 +1.2533e+00 -1.6268e+00 -1.1302e+00
10354 +3.160246144e+03 +3.160246144e+03 +3.309396144e+03 +3.309396144e+03 -8.9878e-01 -1.9252e+00 +4.0181e-01 +8.6589e-01 -3.2732e+00 -2.3553e+00 -1.9956e+00 -1.1203e+00 -1.6976e-02 +5.3249e-01 -2.1425e+00 +5.7923e-01 +2.6794e+00 -2.7817e+00 -2.2139e+00 +0.0000e+00 +8.0493e-02 -1.4788e+00 +0.0000e+00 +1.4480e+00
68154 +2.081764607e+03 +2.081764607e+03 +2.230914607e+03 +2.230914607e+03 +6.8511e-02 -1.0317e+00 +4.0559e-03 +1.6272e+00 -3.2466e+00 -8.3953e-01 -2.2141e+00 -2.4837e+00 -2.0432e-01 +6.2945e-01 -3.0198e+00 +9.4098e-01 +2.2914e+00 -7.4988e-01 -2.1056e+00 -3.9801e-01 -5.5102e-02 -6.8814e-01 -6.6664e-01 +1.1036e+00
102072 +1.113112957e+03 +1.113112957e+03 +1.262262957e+03 +1.262262957e+03 -1.9767e+00 -1.2754e+00 -1.5732e+00 +7.9934e-01 -3.1922e+00 -3.0406e+00 -2.6010e+00 -2.4348e+00 -1.2887e+00 -4.3466e-01 -2.4621e+00 -4.3920e-01 +2.3084e+00 -1.7168e+00 -6.6538e-01 -1.4733e+00 -1.3210e+00 +1.6816e-01 -3.1853e+00 -4.7482e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.854273971e+05 +4.854273971e+05 +4.844273971e+05 +4.844273971e+05 +2.5467e+00 +2.7403e+00 -2.0569e+00 -2.3120e+00 +1.1258e+00 +3.3947e+00 -3.7376e+00 +3.5925e+00 -4.5990e+00 +2.1955e+00 -2.3401e+00 -1.5983e+00 +9.8950e-01 +1.6563e-01 +4.3466e+00 +2.4922e+00 +3.2516e+00 -2.7035e+00 -3.3845e+00 +1.1633e+00
9 +2.416101458e+05 +2.416101458e+05 +2.406101458e+05 +2.406101458e+05 -2.3873e+00 -9.6496e-01 +4.3399e+00 +4.1127e-01 +1.7347e+00 -4.9635e+00 +2.0451e+00 +6.6458e-01 +1.2914e+00 -2.8713e+00 -1.7055e+00 -4.3374e+00 -1.8968e+00 -1.3006e+00 -3.0012e+00 +1.3092e+00 +2.5121e+00 -2.5202e+00 -4.8931e+00 -1.0966e+00
52 +1.158722966e+05 +1.158722966e+05 +1.148722966e+05 +1.148722966e+05 -1.1401e-01 -1.9961e+00 -2.0694e-01 -2.0910e+00 -1.7745e+00 -2.5551e+00 -5.6161e-01 +2.1052e+00 +3.3090e+00 +2.7184e+00 +7.2605e-01 -5.0000e+00 -1.9949e+00 +2.8671e-01 -4.2305e-01 +9.5935e-01 +2.5097e-01 -4.0362e+00 -5.0000e+00 +1.5045e+00
150 +4.856880455e+04 +4.856880455e+04 +4.756880455e+04 +4.756880455e+04 -1.5174e+00 +1.0657e+00 +1.8002e+00 -2.8402e+00 -8.9846e-01 -1.2140e+00 +3.5399e-01 +5.0631e-01 -6.8124e-01 +2.4741e+00 -4.5590e+00 -2.0118e+00 -7.8148e-01 -7.3922e-01 -2.8416e+00 -2.4457e-02 -6.1374e-01 -2.2332e+00 -3.7257e+00 -2.4218e+00
240 +2.310782303e+04 +2.310782303e+04 +2.210782303e+04 +2.210782303e+04 -1.5073e+00 +1.5677e+00 +1.8044e+00 +4.9370e-01 -1.0572e+00 +6.5657e-01 +1.0540e-01 +8.4926e-01 +1.9557e+00 +0.0000e+00 -1.1993e+00 -2.3587e+00 -8.1816e-01 -3.6804e+00 -1.2888e+00 -3.9340e-01 +1.9927e-01 -2.0805e+00 -3.2788e+00 -2.3159e-01
384 +1.546788856e+04 +1.546788856e+04 +1.446788856e+04 +1.446788856e+04 -4.6616e+00 +1.6242e+00 +4.7288e-01 -5.0000e+00 -4.3704e+00 -2.2414e+00 -3.4989e+00 -1.8572e+00 +4.3770e-01 +1.5869e+00 -4.0130e+00 -9.6142e-01 -5.5563e-01 -5.0000e+00 -9.8434e-01 -3.4463e-01 -4.8295e-01 -1.6781e+00 -5.0000e+00 +5.6376e-01
887 +9.007703489e+03 +9.007703489e+03 +8.007703489e+03 +8.007703489e+03 -3.7848e+00 +6.4506e-02 +1.9601e+00 -3.1847e+00 -4.8173e+00 +9.8446e-01 -6.2440e-01 -2.2639e-01 +1.6914e+00 +0.0000e+00 -1.0108e+00 -1.6529e+00 -3.3636e-02 -5.0000e+00 -3.0608e-01 -1.2653e+00 -1.8504e+00 -4.1416e+00 -3.4190e+00 -3.9071e+00
6073 +5.440852818e+03 +5.440852818e+03 +4.440852818e+03 +4.440852818e+03 -2.9796e+00 -8.2286e-01 +1.1411e+00 -2.2855e+00 -3.1983e+00 -1.7051e+00 -3.3859e+00 -5.8796e-01 +5.3282e-01 +2.4163e+00 +2.5284e-02 -1.1888e+00 -9.2946e-01 -4.9971e+00 -1.0357e-01 -8.9865e-01 +1.7890e+00 -3.6217e+00 -1.4294e+00 +1.1700e+00
8931 +3.572722475e+03 +3.572722475e+03 +2.572722475e+03 +2.572722475e+03 -3.7384e+00 -4.1825e-01 +4.5877e-02 -2.0951e+00 -4.1354e+00 -1.3844e+00 -3.8386e+00 -1.1246e+00 +3.0490e-01 +1.9934e+00 -1.6439e+00 -3.5649e+00 -2.6620e+00 -5.0000e+00 +1.0236e+00 -2.5867e-01 -2.2671e-01 -3.9291e+00 -2.9584e+00 -4.1696e+00
13659 +2.446509202e+03 +2.446509202e+03 +1.446509202e+03 +1.446509202e+03 -3.1078e+00 +2.8740e-01 +4.9639e-02 -1.6781e+00 -4.1847e+00 +3.7044e-02 -3.1846e+00 -2.3144e+00 +9.8281e-01 +3.0672e+00 -1.5050e+00 -2.4699e+00 -1.2579e+00 -5.0000e+00 +7.5269e-01 -2.4003e+00 +1.8569e-01 -3.5130e+00 -1.6389e+00 -4.3113e+00
14659 +1.472802075e+03 +1.472802075e+03 +4.728020750e+02 +4.728020750e+02 -3.6409e+00 +2.3071e-01 +4.9719e-02 -2.2548e+00 -4.7594e+00 +2.4406e-01 -2.9451e+00 -2.6110e+00 +9.6434e-01 +1.9836e+00 -1.7669e+00 -1.5969e+00 -1.8378e+00 -5.0000e+00 +6.4140e-01 -2.1652e+00 -1.1870e+00 -3.4997e+00 -2.8526e+00 -2.9114e+00
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.107366943e+05 +6.107366943e+05 +6.108353143e+05 +6.108353143e+05 +2.8953e+00 +3.8858e+00 +4.6998e+00 -2.9500e+00 -2.8932e+00 -4.9675e+00 +3.5690e+00 +2.0656e+00 +2.2778e+00 -1.8569e+00 +1.1182e+00 -4.9293e+00 +3.0797e+00 -4.3759e+00 -8.6195e-01 -1.2191e+00 +2.1275e+00 -4.2986e+00 +2.6419e+00 -1.5175e+00
3 +3.269712223e+05 +3.269712223e+05 +3.270698423e+05 +3.270698423e+05 -1.6307e+00 +2.4461e+00 +8.5451e-01 -7.1178e-01 -2.8637e+00 +1.9529e+00 -1.9524e+00 +3.3154e-02 -3.5025e+00 +3.2723e+00 +3.6707e+00 -3.5997e+00 +2.4769e+00 +2.1286e+00 -3.9637e-01 -2.8780e+00 +5.6998e-01 -4.5326e+00 +2.8243e-01 -1.3697e+00
