% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.012129643e+01 +1.012129643e+01 +1.699129643e+01 +1.699129643e+01 +4.9925e-01 +3.9734e+00 +4.7689e+00 +9.7142e-02 +3.6496e-01 -4.6032e+00 -4.6293e+00 +4.0213e+00 -4.2158e-01 -2.7280e+00 -2.0376e+00 +8.4994e-01 -4.3623e+00 +2.2429e+00 +4.7631e+00 -3.8139e+00 -2.6184e+00 -4.4187e+00 -4.1276e-01 +3.8858e+00
11 +9.006395504e+00 +9.006395504e+00 +1.587639550e+01 +1.587639550e+01 +4.8959e+00 -1.5347e+00 -4.6537e+00 -1.8172e+00 +2.4335e+00 -8.4009e-01 +4.1787e+00 +2.1106e+00 +1.0892e+00 +2.1135e+00 -3.6274e+00 +3.8646e+00 -4.5665e+00 -4.3362e+00 +4.2157e-01 +4.8761e+00 -1.1259e+00 -1.7572e+00 +6.3774e-01 +6.8500e-01
39 +5.647928663e+00 +5.647928663e+00 +1.251792866e+01 +1.251792866e+01 -2.4281e+00 -2.2361e+00 -3.1020e+00 +9.6303e-01 -3.1638e+00 +5.8773e-01 +4.3110e+00 +4.9651e+00 -3.7483e+00 +4.1745e-01 +2.3555e+00 +1.2450e+00 -3.8760e-01 +4.4112e-01 -4.2482e+00 -2.9032e+00 -4.9561e+00 +2.0206e+00 +3.2089e+00 +8.6978e-01
2604 +3.511627577e+00 +3.511627577e+00 +1.038162758e+01 +1.038162758e+01 -2.2778e+00 +5.6757e-01 -2.5320e+00 -3.0001e+00 -4.1471e+00 -3.3330e+00 +1.7735e+00 +3.4775e+00 -4.4800e+00 -1.3911e+00 +2.1007e+00 +1.2117e+00 +2.1330e+00 -9.3603e-01 -3.4649e+00 -1.4612e+00 -3.0786e+00 -2.5381e+00 +2.6568e+00 +2.4661e-03
6444 +2.469905998e+00 +2.469905998e+00 +9.339905998e+00 +9.339905998e+00 -2.5954e+00 +6.6014e-01 +8.1060e-01 -2.2792e+00 +9.0161e-01 -3.8321e+00 +6.1734e-01 +3.2265e+00 -1.4260e+00 -1.0745e+00 +7.5132e-01 +9.8013e-01 +6.8483e-01 -9.4645e-01 -3.6529e+00 -3.0708e-01 -3.0172e+00 +1.7673e+00 +3.1173e+00 -2.3552e-01
26582 +1.568375786e+00 +1.568375786e+00 +8.438375786e+00 +8.438375786e+00 -2.5884e+00 +6.9721e-01 +7.8539e-01 -2.2753e+00 -1.1109e+00 -3.5521e+00 +5.9114e-01 +3.2979e+00 -1.7899e+00 -1.0702e+00 +5.8504e-01 +1.0026e+00 +8.6946e-01 -9.4908e-01 -3.6169e+00 -1.2489e+00 -3.3107e+00 -8.1014e-01 +2.5544e+00 -2.5709e-01
149820 +9.779662380e-01 +9.779662380e-01 +7.847966238e+00 +7.847966238e+00 -2.5879e+00 +6.9689e-01 +7.9871e-01 -2.2733e+00 -1.1092e+00 -3.5497e+00 +5.8728e-01 +3.2983e+00 -1.7894e+00 -1.0702e+00 +5.8248e-01 +1.0018e+00 +8.6981e-01 -9.4489e-01 -3.6165e+00 -1.2554e+00 -3.3069e+00 -8.0876e-01 +2.5542e+00 -2.5671e-01
163847 +6.228786102e-01 +6.228786102e-01 +7.492878610e+00 +7.492878610e+00 -2.5867e+00 +6.9581e-01 +7.9966e-01 -2.2724e+00 -1.1099e+00 -3.5510e+00 +5.8750e-01 +3.2983e+00 -1.7895e+00 -1.0702e+00 +5.7899e-01 +1.0018e+00 +8.6993e-01 -9.4331e-01 -3.6165e+00 -1.2550e+00 -3.3036e+00 -8.0664e-01 +2.5542e+00 -2.5511e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.743690743e+01 +1.743690743e+01 +1.744690743e+01 +1.744690743e+01 -3.2154e+00 -4.1694e+00 +6.3830e-01 +2.2880e-02 -2.2761e+00 -4.5946e+00 +4.6635e+00 -3.3511e+00 -1.1302e+00 -6.5592e-01 +1.9660e+00 +3.5669e+00 -1.1903e-01 +2.4578e+00 +2.8904e+00 -4.8045e+00 +4.1319e+00 +4.8971e+00 +3.3110e+00 +1.0460e+00
2 +8.770941365e+00 +8.770941365e+00 +8.780941365e+00 +8.780941365e+00 -1.8037e+00 -3.3378e+00 +4.7782e+00 -2.1787e+00 +1.1262e+00 +2.2194e+00 -2.0191e+00 +3.0723e+00 -3.6750e+00 -1.1343e-01 -3.9542e+00 -4.8989e+00 -3.4799e+00 +3.1293e+00 +1.4372e+00 +3.1857e+00 -7.2118e-01 -1.3005e+00 -2.2567e+00 -4.2107e-01
41 +5.383133885e+00 +5.383133885e+00 +5.393133885e+00 +5.393133885e+00 +4.5978e+00 +1.5887e+00 +2.2031e+00 +3.2662e+00 -1.7630e+00 +2.3177e-01 -3.5345e+00 +2.5952e+00 +8.3461e-01 -2.9977e+00 -2.0815e-02 +2.2429e-01 -1.2961e+00 +2.1293e+00 -2.0561e+00 -3.8284e+00 +3.8904e+00 +4.4640e+00 -1.5989e+00 +2.2963e+00
246 +3.472602772e+00 +3.472602772e+00 +3.482602772e+00 +3.482602772e+00 +1.4369e-01 +3.9388e+00 +3.9607e+00 +3.9456e+00 -2.7385e+00 +3.7612e+00 -5.0000e+00 -5.0000e+00 +2.2062e+00 -5.0000e+00 -2.2421e+00 -1.4642e+00 +6.5030e-01 +5.0000e+00 +2.6637e+00 -4.5624e+00 +1.1620e+00 +5.0000e+00 +4.2921e+00 -9.8642e-01
5037 +1.929430311e+00 +1.929430311e+00 +1.939430311e+00 +1.939430311e+00 +3.9628e-01 +4.7682e+00 +3.8599e+00 +3.7675e+00 -2.7463e+00 +1.3486e+00 -3.9421e+00 -4.6679e+00 +2.2416e+00 -4.9997e+00 -2.5949e+00 -3.1545e-01 -7.9495e-01 +5.0000e+00 +2.3269e+00 -3.3600e+00 -2.4391e+00 +4.9998e+00 +2.8690e+00 +9.8951e-01
