% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.139807754e+03 +2.139807754e+03 +2.232747754e+03 +2.232747754e+03 -4.9289e+00 -3.2109e+00 +1.6245e+00 +5.8427e-02 +2.8500e+00 +4.3022e+00 +1.1747e+00 +4.4655e+00 +2.7077e+00 +1.0700e+00 +1.0058e+00 +7.4327e-02 +4.9669e+00 -3.4116e+00 -3.1172e+00 +7.3742e-01 -3.2527e-02 -2.6979e+00 -3.5249e+00 +3.9095e+00
3 +1.534361680e+03 +1.534361680e+03 +1.627301680e+03 +1.627301680e+03 -3.8276e+00 -1.5988e+00 +3.6756e+00 +4.6394e+00 -2.1925e+00 +3.7789e+00 -3.2319e+00 +2.2034e+00 +1.9542e+00 +1.8972e+00 -3.6087e+00 -3.5566e-02 +4.2243e-01 -2.1641e+00 +4.7857e+00 -1.9079e+00 +4.2670e+00 -3.6703e+00 -4.0062e+00 -7.9226e-01
4 +8.154718724e+02 +8.154718724e+02 +9.084118724e+02 +9.084118724e+02 -4.8223e+00 +1.1830e+00 -4.6649e+00 +7.0850e-01 +2.6591e+00 +3.8352e+00 -1.6570e+00 -2.3449e+00 -6.3855e-01 +4.7089e+00 -6.4233e-01 -4.6449e+00 -3.4281e-01 +3.5700e+00 -1.8966e+00 +1.8056e+00 +4.9082e+00 -5.4026e-01 +2.1297e+00 -1.6411e+00
327 +5.229559825e+02 +5.229559825e+02 +6.158959825e+02 +6.158959825e+02 +2.7681e+00 +3.0311e+00 +2.1726e+00 -1.8706e+00 +4.2713e+00 +4.2039e+00 -3.2919e+00 -1.3146e-01 +4.7826e+00 +5.9215e+00 -1.8507e+00 -7.8506e+00 +2.3816e-01 +1.1415e+00 +4.6475e+00 +6.5190e+00 +4.4898e+00 -3.1670e+00 +5.8409e+00 +5.5903e-01
701 +3.369547975e+02 +3.369547975e+02 +4.298947975e+02 +4.298947975e+02 -6.1856e-01 +2.6404e+00 -2.1549e+00 -1.1313e+00 +2.4227e+00 +2.2325e+00 +3.2441e+00 -1.2592e+00 +8.8348e+00 -1.1564e+00 +5.9170e+00 -5.9924e+00 -2.1963e+00 -4.0825e-01 +4.8314e+00 -2.4448e+00 +4.8878e-01 -4.1137e+00 +7.6677e-01 +1.1728e+00
2247 +2.446092490e+02 +2.446092490e+02 +3.375492490e+02 +3.375492490e+02 +2.4643e+00 +2.9410e+00 +2.4446e+00 -8.4735e-01 +4.3366e+00 +4.7855e+00 +1.1943e-01 +6.5420e-02 +4.9006e+00 +3.7202e+00 +2.6406e+00 -3.3393e+00 +8.8887e-01 -1.3174e-01 +1.7738e+00 +2.2158e-01 +1.3496e+00 -4.5108e+00 -3.9312e-02 -3.1926e+00
4101 +1.176602577e+02 +1.176602577e+02 +2.106002577e+02 +2.106002577e+02 +2.6044e-01 +6.5743e-01 +3.3409e+00 +2.9585e+00 +2.7637e+00 +3.9081e+00 -1.0588e+00 +1.8290e+00 +5.8327e+00 +3.9646e+00 +3.6670e+00 -5.6284e+00 -2.8715e-01 -5.0180e-01 -1.1420e-01 +8.5467e-01 +1.1931e+00 -1.8703e+00 +2.1171e+00 +4.8477e-01
4928 +8.910229900e+01 +8.910229900e+01 +1.820422990e+02 +1.820422990e+02 +1.0077e+00 +8.2928e-01 +7.1443e-01 +8.5798e-01 +3.6729e+00 +2.8082e+00 +1.9738e+00 -4.4516e+00 +4.2405e+00 +3.1111e+00 +2.7009e+00 -4.8985e+00 -8.9238e-01 +7.8211e-01 +3.2910e+00 +2.0870e-01 +1.1445e+00 -2.2921e+00 +2.0791e+00 +1.4500e+00
7124 +5.479657448e+01 +5.479657448e+01 +1.477365745e+02 +1.477365745e+02 +1.4979e+00 +3.5605e+00 +5.6981e-01 +6.6912e-01 +2.7342e+00 +3.2986e+00 +4.4415e-01 -1.2671e+00 +3.3507e+00 +4.1832e+00 +1.8788e+00 -6.3441e+00 +6.2655e-01 +1.2809e+00 +1.9530e+00 +5.6211e-01 +2.5384e+00 -2.1429e+00 +1.9545e+00 +9.5488e-01
9719 +3.811885513e+01 +3.811885513e+01 +1.310588551e+02 +1.310588551e+02 +2.4063e+00 +9.8955e-01 -5.8319e-02 +2.0763e+00 +3.2032e+00 +4.5127e+00 -5.1224e-01 -2.8273e+00 +4.6404e+00 +2.9303e+00 +4.4137e+00 -5.0786e+00 -4.0346e+00 +5.3468e-01 +2.8560e+00 +2.1680e+00 +1.9690e+00 -3.4002e+00 +3.5699e+00 +2.7719e+00
