% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.640877974e+07 +3.640877974e+07 +3.640856986e+07 +3.640856986e+07 +4.5013e+00 -3.0657e+00 +8.2792e-01 -4.8575e-01 -6.0209e-01 -1.2411e+00 -1.3969e+00 +4.0899e+00 -2.1406e+00 -4.5095e+00 -4.8514e+00 +3.2803e+00 +3.9520e+00 +2.7209e+00 +1.0153e-01 +4.4251e+00 -3.0100e+00 -4.3172e+00 -4.7281e+00 -2.3679e+00
4 +5.760270625e+06 +5.760270625e+06 +5.760060745e+06 +5.760060745e+06 -1.4018e-01 +4.1674e-01 -1.6605e+00 -1.8731e+00 -1.3492e+00 +2.5367e+00 +9.7345e-01 -2.1806e-01 +2.2198e+00 -2.1385e+00 +4.8548e+00 +3.1213e+00 -6.2636e-01 -1.6940e-01 +1.0587e+00 +3.6626e+00 -1.5618e+00 +4.1142e+00 -3.8976e+00 +1.3712e+00
14 +2.034319829e+06 +2.034319829e+06 +2.034109949e+06 +2.034109949e+06 +2.3821e+00 +1.4491e+00 +1.8085e+00 -3.0993e+00 +3.7286e+00 +1.3179e+00 -4.1612e+00 -4.0780e+00 +2.0847e+00 +3.5112e+00 -2.8594e+00 -2.2784e+00 +1.2641e+00 -9.2243e-01 +6.1579e-01 -3.9452e+00 -2.0011e+00 +4.4343e+00 -1.0890e+00 +1.4157e+00
73 +1.280220290e+06 +1.280220290e+06 +1.280010410e+06 +1.280010410e+06 -1.5579e+00 -7.5759e-01 +2.6731e+00 -5.0000e+00 +4.3017e+00 -6.5341e-01 +3.6114e+00 -1.3007e+00 +9.1254e-01 -7.5447e-01 +6.2702e-01 -5.0000e+00 +2.7266e-01 -2.6433e+00 -1.5336e+00 -4.5788e+00 -3.4480e+00 +5.0000e+00 -1.9532e+00 +2.2158e+00
106 +9.912038221e+05 +9.912038221e+05 +9.909939421e+05 +9.909939421e+05 -3.7556e-01 +1.0877e+00 +1.0477e+00 -5.0000e+00 +5.0000e+00 +1.1531e+00 -2.2612e+00 +0.0000e+00 +2.1174e+00 +0.0000e+00 +2.8773e+00 -3.5256e+00 +1.2074e+00 -2.3962e+00 -4.2146e+00 -4.7979e+00 -3.1423e+00 +2.1418e+00 -3.2159e+00 +2.2836e+00
349 +5.295509040e+05 +5.295509040e+05 +5.293410240e+05 +5.293410240e+05 +6.2621e-01 +6.5927e-02 +3.2391e+00 -5.0000e+00 +4.6802e+00 +2.6873e+00 -2.5936e-01 -1.0071e+00 +4.0322e+00 +4.5629e+00 +5.0499e-01 -4.5692e+00 +1.7306e-01 -2.8567e+00 -2.2999e+00 -4.5333e+00 -2.6111e+00 +3.6700e+00 -2.4377e+00 +2.2951e+00
633 +3.191333923e+05 +3.191333923e+05 +3.189235123e+05 +3.189235123e+05 -2.0625e+00 -1.7780e+00 -5.0013e-01 -4.5277e+00 +3.4225e+00 +2.3112e+00 -2.7356e+00 +3.8020e+00 +4.4170e+00 +4.7435e+00 +4.8997e-01 -3.3849e+00 +3.2319e+00 -3.7900e+00 -1.3980e+00 -4.8072e+00 -2.1785e+00 +2.8026e+00 -2.2391e+00 +1.9253e+00
771 +2.330259332e+05 +2.330259332e+05 +2.328160532e+05 +2.328160532e+05 -6.0310e-01 -2.6862e+00 -3.0879e+00 -4.5818e+00 +3.4644e+00 +2.7334e+00 -4.9928e-01 +2.3252e+00 +3.8137e+00 +4.7697e+00 +2.9493e+00 -3.1129e+00 +2.7003e+00 -2.7635e+00 -1.4641e+00 -3.7633e+00 -2.6225e+00 +2.5025e+00 -2.1740e+00 +1.9663e+00
978 +1.396084964e+05 +1.396084964e+05 +1.393986164e+05 +1.393986164e+05 +4.1212e-01 -8.6670e-02 -3.1331e+00 -4.5712e+00 +3.5304e+00 +2.7445e+00 -1.3317e+00 +2.4070e+00 +3.6379e+00 +4.7630e+00 +4.8676e-01 -3.2109e+00 +3.1123e+00 -2.7751e+00 -1.5767e+00 -3.5566e+00 -2.7617e+00 +2.8984e+00 -2.2638e+00 +1.9372e+00
1192 +9.692072029e+04 +9.692072029e+04 +9.671084029e+04 +9.671084029e+04 +8.4813e-01 +5.3119e-01 -3.1085e+00 -4.5659e+00 +3.6640e+00 +4.3115e+00 -1.4200e+00 +1.4151e+00 +3.7660e+00 +4.7058e+00 +4.7225e-01 -2.3200e+00 +2.9489e+00 -1.8705e+00 -9.8989e-01 -3.7449e+00 -2.7037e+00 +3.0953e+00 -2.2914e+00 +1.8782e+00
