% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.863879836e+02 +1.863879836e+02 +2.658679836e+02 +2.658679836e+02 +1.7290e+00 -3.2201e+00 -1.5710e+00 -1.9224e+00 -2.6749e+00 -5.5044e-01 +3.9834e+00 -8.4081e-01 -7.2841e-01 +3.0230e+00 +3.6969e-01 +2.0936e+00 -1.8635e+00 -1.8317e+00 -2.4674e+00 +7.9818e-01 +2.5647e-01 +3.3225e-01 -1.2853e+00 -8.6655e-01
27 +1.279004522e+02 +1.279004522e+02 +2.073804522e+02 +2.073804522e+02 -9.0263e-01 -2.2702e+00 -2.3426e+00 -1.1859e+00 -4.2119e+00 +3.5379e+00 +2.8430e+00 -9.5048e-01 -1.4652e+00 +5.0357e+00 -2.4739e+00 +1.3071e+00 +2.3801e+00 +1.4613e+00 +2.9033e+00 +4.7772e-01 +1.7449e+00 -2.4819e+00 -1.4263e-01 +3.8984e-01
32 +9.963645604e+01 +9.963645604e+01 +1.791164560e+02 +1.791164560e+02 -3.1275e+00 -3.2864e+00 -2.3765e-01 +2.7383e-01 -4.0110e+00 -3.3473e-01 +2.5453e-01 -2.9831e+00 -5.8011e+00 -1.3542e+00 -2.6849e+00 +2.8484e+00 -6.7038e-01 -5.0936e-01 -1.8729e-01 +1.5231e+00 -2.5135e-01 -2.1079e+00 +1.2164e+00 -3.3072e+00
48 +4.761205534e+01 +4.761205534e+01 +1.270920553e+02 +1.270920553e+02 -3.3661e+00 -1.9698e+00 +4.6260e-01 +7.2729e-01 -1.2813e+00 -7.7829e-01 +2.9495e+00 -1.7605e+00 -1.9598e+00 -2.6946e+00 -1.4588e+00 +2.5730e+00 +1.2541e+00 +1.4116e+00 +2.4227e+00 +3.2500e+00 +1.1476e+00 -3.8663e+00 +9.6546e-01 +4.1444e-01
86 +3.822105017e+01 +3.822105017e+01 +1.177010502e+02 +1.177010502e+02 +1.7071e+00 +2.4064e-01 -1.7925e+00 -8.4905e-01 -3.1132e+00 -4.5037e-01 -3.2537e-01 +8.1231e-01 +1.0442e-01 -2.3707e+00 -3.6444e+00 +3.2531e+00 +2.7000e+00 +1.2667e+00 +2.5439e+00 +3.1679e-01 -9.5645e-01 -3.0170e+00 +1.6169e-01 +1.3772e+00
237 +2.132432218e+01 +2.132432218e+01 +1.008043222e+02 +1.008043222e+02 +9.5074e-01 +4.5304e-01 -4.9981e-01 +6.1944e-01 -3.1701e+00 -4.1947e-01 -1.4861e+00 +1.2885e+00 +4.7519e-02 -2.1208e+00 -2.0927e+00 +1.8420e+00 +1.4917e+00 -8.0238e-01 +3.8567e+00 +3.3392e+00 +2.8601e-01 -3.4675e+00 +3.8270e+00 -5.6388e-02
263 +1.309764417e+01 +1.309764417e+01 +9.257764417e+01 +9.257764417e+01 -3.1041e-01 -2.5000e-01 -8.3916e-01 +1.6638e+00 -2.2247e+00 +1.3036e+00 +1.0099e+00 +2.8177e-01 -1.3512e+00 -3.2455e+00 -2.8668e+00 +2.2912e+00 +1.8026e+00 -1.4758e+00 +5.2313e+00 +2.9444e+00 -3.8623e-01 -5.4927e+00 +3.3040e+00 +1.0449e+00
314 +9.606011916e+00 +9.606011916e+00 +8.908601192e+01 +8.908601192e+01 -5.3490e-01 -6.2064e-01 -1.3737e+00 +1.4811e+00 -2.0250e+00 -3.8801e-01 -1.2996e+00 +4.9476e-01 -9.7577e-01 -4.2157e+00 -4.4216e+00 +1.2712e+00 +4.3345e-01 +1.3708e-02 +3.7392e+00 +2.3651e+00 -6.2597e-01 -4.2992e+00 +1.0893e+00 +1.3102e+00
379 +5.874391594e+00 +5.874391594e+00 +8.535439159e+01 +8.535439159e+01 +1.0986e+00 -1.3155e+00 -4.5229e-01 +8.4271e-01 -2.4961e+00 +8.8084e-01 +1.7315e-01 -1.4402e+00 -1.8564e+00 -3.1120e+00 -3.7445e+00 +1.5020e+00 +1.0760e+00 +6.3418e-01 +3.3510e+00 +2.5515e+00 -1.3757e-01 -4.1509e+00 +2.2597e+00 +1.2334e+00
423 +3.902829732e+00 +3.902829732e+00 +8.338282973e+01 +8.338282973e+01 +4.5169e-01 -1.1486e+00 -1.4065e+00 +2.0083e+00 -2.5653e+00 +4.3298e-01 -9.6554e-01 +5.0748e-02 -2.4238e+00 -3.8159e+00 -4.2345e+00 +2.5119e+00 +7.8218e-01 -3.8764e-01 +3.6289e+00 +2.6538e+00 +6.6345e-01 -3.6084e+00 +2.0695e+00 +1.3424e+00
