% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.693070859e+05 +3.693070859e+05 +3.694562359e+05 +3.694562359e+05 -1.4257e+00 -5.3464e-01 +3.7267e+00 -3.1519e+00 -3.8767e+00 +4.5564e+00 +1.9633e+00 -3.7095e+00 +4.0543e+00 -2.1020e+00
2 +2.224481132e+05 +2.224481132e+05 +2.225972632e+05 +2.225972632e+05 -7.5265e-01 +5.3572e-01 -3.9574e+00 -4.3121e+00 +6.8904e-01 -3.5226e+00 +3.5479e+00 -4.5607e+00 -1.2864e+00 -4.7471e+00
6 +2.768479986e+04 +2.768479986e+04 +2.783394986e+04 +2.783394986e+04 -2.0870e+00 -4.7290e+00 -2.4754e+00 +2.0604e+00 -2.8912e+00 +6.5894e-01 -2.9554e+00 -6.3744e-01 +1.0225e+00 +1.7368e+00
12 +2.364945376e+04 +2.364945376e+04 +2.379860376e+04 +2.379860376e+04 -2.3080e-01 -9.0996e-01 -5.9366e-01 +1.7851e+00 +1.8145e-01 -1.1305e+00 -5.0690e-01 -2.4691e+00 -1.7150e+00 -3.9418e+00
201 +1.106079247e+04 +1.106079247e+04 +1.120994247e+04 +1.120994247e+04 -3.4213e+00 +1.1970e+00 -1.0453e+00 +3.1565e+00 -3.3559e+00 -2.2445e+00 -2.6698e+00 -3.0825e+00 -1.9679e-01 +4.8328e+00
253 +6.649241934e+03 +6.649241934e+03 +6.798391934e+03 +6.798391934e+03 -2.3080e-01 -9.0996e-01 -5.9366e-01 +1.1806e+00 -2.4659e+00 -4.0935e+00 -2.0939e+00 -2.4198e-01 -1.7150e+00 -3.9418e+00
301 +4.944567861e+03 +4.944567861e+03 +5.093717861e+03 +5.093717861e+03 -2.3080e-01 -9.0996e-01 -6.3558e-02 +1.1170e+00 -2.4659e+00 -4.0935e+00 -1.6247e+00 -3.2120e+00 -1.7150e+00 -3.9418e+00
369 +1.545328002e+03 +1.545328002e+03 +1.694478002e+03 +1.694478002e+03 -1.3356e+00 -1.1784e+00 -1.6536e+00 +1.0392e+00 -3.7942e+00 -3.4965e+00 -3.0950e+00 -2.2630e+00 -1.1663e+00 +2.4456e-01
656 +7.936419926e+02 +7.936419926e+02 +9.427919926e+02 +9.427919926e+02 -7.1325e-01 -1.5448e+00 -5.0642e-01 +1.3856e+00 -3.2024e+00 -1.8689e+00 -2.3394e-01 -1.5036e+00 -3.7181e-01 -1.4571e+00
769 +4.589706899e+02 +4.589706899e+02 +6.081206899e+02 +6.081206899e+02 -4.3847e-01 -1.2366e+00 -1.4826e+00 +1.6357e+00 -4.4658e+00 -3.0340e+00 -9.6927e-01 -1.5845e+00 -9.3812e-01 -3.6558e-01
801 +3.972872470e+02 +3.972872470e+02 +5.464372470e+02 +5.464372470e+02 -4.3847e-01 -1.4171e+00 -1.4826e+00 +1.6357e+00 -3.0393e+00 -3.0340e+00 -9.6927e-01 -2.4802e+00 -6.2190e-01 -7.2916e-01
1038 +2.277960188e+02 +2.277960188e+02 +3.769460188e+02 +3.769460188e+02 -6.9569e-01 -1.5466e+00 -1.5279e+00 +1.8032e+00 -3.3788e+00 -1.6593e+00 -1.0864e+00 -1.8984e+00 -4.8518e-01 -9.6440e-01
1101 +9.977917042e+01 +9.977917042e+01 +2.489291704e+02 +2.489291704e+02 -7.4971e-01 -1.5466e+00 -1.4939e+00 +1.3058e+00 -3.3728e+00 -1.6593e+00 -1.0864e+00 -1.8984e+00 -7.3093e-01 -3.8951e-01
1371 +3.629442178e+01 +3.629442178e+01 +1.854444218e+02 +1.854444218e+02 -1.1389e+00 -1.5555e+00 -8.7114e-01 +8.1332e-01 -3.5722e+00 -2.5035e+00 -1.6541e+00 -2.1657e+00 -9.7720e-01 -7.1130e-01
1901 +2.468167324e+01 +2.468167324e+01 +1.738316732e+02 +1.738316732e+02 -9.4302e-01 -1.4352e+00 -7.8592e-01 +9.0596e-01 -3.6650e+00 -2.1801e+00 -1.9213e+00 -1.9512e+00 -1.1848e+00 -3.8093e-01
2401 +1.575827732e+01 +1.575827732e+01 +1.649082773e+02 +1.649082773e+02 -5.6047e-01 -1.2053e+00 -1.1109e+00 +9.6956e-01 -3.8375e+00 -2.2307e+00 -1.9032e+00 -2.0747e+00 -9.4232e-01 -5.4684e-01
3004 +9.845680097e+00 +9.845680097e+00 +1.589956801e+02 +1.589956801e+02 -7.0883e-01 -1.2205e+00 -9.0888e-01 +8.0671e-01 -3.7249e+00 -2.1852e+00 -1.8646e+00 -2.0173e+00 -9.6779e-01 -5.1691e-01
5308 +6.266182696e+00 +6.266182696e+00 +1.554161827e+02 +1.554161827e+02 -2.5108e-01 -7.1560e-01 -5.5643e-01 +1.0231e+00 -3.6969e+00 -2.1587e+00 -1.7856e+00 -2.0767e+00 -9.0581e-01 -5.2272e-01
