% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.712135623e+05 +3.712135623e+05 +3.713627123e+05 +3.713627123e+05 +3.0784e+00 -7.4645e-01 -1.5631e+00 +4.2655e+00 -3.2191e+00 +2.7321e+00 +1.7330e+00 -1.9533e+00 -1.3508e+00 +1.9940e+00 +1.2159e+00 -2.2272e+00 +4.6093e+00 +4.0391e+00 +2.1589e+00 +3.7314e+00 +4.6485e+00 -2.4054e+00 -3.7130e+00 -1.4344e+00
12 +2.117523347e+05 +2.117523347e+05 +2.119014847e+05 +2.119014847e+05 +8.1197e-02 -2.3678e+00 -1.1562e+00 +4.3655e+00 -3.9911e+00 -4.8768e+00 -3.2979e+00 +2.7768e+00 +2.3596e+00 +2.6042e+00 +1.7094e+00 +4.6451e-01 -3.6247e+00 +2.0920e+00 +5.9973e-01 +2.1426e+00 +1.7152e+00 -2.1155e+00 -1.7173e+00 +3.2685e+00
15 +5.832032373e+04 +5.832032373e+04 +5.846947373e+04 +5.846947373e+04 -3.2153e+00 -2.0945e+00 -8.5146e-01 +3.1800e+00 -1.0143e+00 -1.9358e+00 -2.0421e+00 -3.1942e+00 -2.3594e+00 +1.5113e+00 +9.8668e-01 -2.8490e+00 +3.2793e+00 +1.2040e+00 -3.9767e+00 -3.2844e+00 -9.5605e-01 -2.4177e+00 +9.4942e-01 +4.6476e+00
1525 +3.931646676e+04 +3.931646676e+04 +3.946561676e+04 +3.946561676e+04 -9.6069e-01 -1.4544e+00 -3.6738e+00 +3.2367e+00 -3.4814e+00 -1.3379e+00 +1.1887e-01 -1.1391e+00 -3.2310e+00 -7.7555e-01 -3.6117e+00 +7.6768e-01 -6.9900e-01 -1.2186e+00 -3.9299e-01 +1.3019e+00 +1.7234e+00 +2.6072e+00 -2.4404e+00 +7.2709e+00
1613 +1.750956603e+04 +1.750956603e+04 +1.765871603e+04 +1.765871603e+04 +8.7522e-01 -3.5677e-01 -3.0249e+00 +1.9557e+00 -2.7179e+00 -2.1437e+00 -8.0445e-01 -1.1506e+00 -1.4397e+00 +1.4215e-01 -4.0162e+00 +8.0401e-01 +8.1640e-01 +1.2563e-01 +1.0534e+00 -1.3167e+00 +1.1878e+00 +2.0791e+00 -7.2081e-01 +8.1872e+00
2106 +1.256244747e+04 +1.256244747e+04 +1.271159747e+04 +1.271159747e+04 -5.9369e-01 -1.8912e+00 -2.7670e+00 +9.9334e-01 -1.0987e+00 -1.7172e+00 -9.1237e-02 -2.5441e+00 -2.4503e+00 +4.1128e-02 -1.4451e+00 -1.3771e-01 -5.6427e-01 -1.1698e+00 -7.6570e-01 -2.3813e+00 -8.5960e-01 +7.7973e-01 -6.3014e-01 +2.5148e+00
3022 +9.175488513e+03 +9.175488513e+03 +9.324638513e+03 +9.324638513e+03 -1.9965e+00 -1.1673e+00 -2.0408e+00 +2.9480e+00 -2.3791e+00 -8.3525e-02 -5.8798e-01 -6.9449e-01 -6.8686e-01 -1.6164e+00 -1.5276e+00 +1.1193e+00 +7.9026e-02 -1.5070e-01 -1.0033e+00 -1.7580e+00 -6.1579e-01 +1.6333e+00 -2.3717e+00 +2.0209e+00
3266 +6.004195125e+03 +6.004195125e+03 +6.153345125e+03 +6.153345125e+03 -1.4174e+00 -1.8101e-01 +4.1306e-01 -5.0758e-01 -1.9909e+00 -6.5294e-01 -5.7783e-01 -3.3467e-01 +1.3350e-01 -1.4020e+00 -2.7681e+00 -1.8066e+00 +1.0956e+00 -5.1421e-01 -6.6313e-01 -6.9989e-03 +8.9147e-01 +1.4181e+00 -5.1211e-01 +5.8409e+00
3914 +3.907944291e+03 +3.907944291e+03 +4.057094291e+03 +4.057094291e+03 -1.4723e+00 -1.9712e+00 -6.0551e-01 -1.5399e-01 -2.3842e+00 -1.4303e+00 -7.8151e-01 -1.3813e+00 +4.7625e-01 +5.1014e-01 -1.1841e+00 +6.7873e-01 +1.0155e+00 -9.8859e-01 -5.2413e-01 -2.6487e+00 +7.9693e-01 +2.5606e-01 +4.7649e-01 +3.8499e+00
5320 +2.476458897e+03 +2.476458897e+03 +2.625608897e+03 +2.625608897e+03 -1.4289e+00 -1.0724e+00 -1.6156e-01 +1.0875e+00 -3.9565e+00 -2.1271e+00 -1.2558e+00 -2.1158e+00 -1.7225e-01 -1.3247e+00 -2.1977e+00 +1.6913e-01 +2.9956e+00 -2.0939e+00 -1.4904e+00 -3.1993e+00 +7.9754e-01 +9.6827e-01 +6.1049e-01 +5.4245e+00
